prompt,output
"Context: Shortly after graduating from Miami in 1928, Ewbank took his first coaching job at Van Wert High School in Van Wert, Ohio, overseeing the football, basketball and baseball teams. He remain Question: Did they win any awards or honors? Answer: None. Question: When did Ewbank start coaching? Answer: Shortly after graduating from Miami in 1928, Ewbank took his first coaching job at Van Wert High School Question: What did he coach? Answer: the football, basketball and baseball teams. Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: In modern times, it is mainly a competitive sport and recreational activity. Conversation:  Apprentice: Have you ever taken an archery class? I have and it was lots of fun.  Wizard: I have not, it does seem interesting though. It's neat how it used to be about hunting/combat historically, but now it is mainly a competitive sport and recreational activity.  Apprentice: Yes, it is quite neat how it has evolved. It can be challenging at first but once you get the hang of it, it becomes a lot of fun.","<pad> Ewbank took his first coaching job at Van Wert High School in Van Wert, Ohio,"
"Context: A group with Burdon, Jenkins, and new sidemen John Weider (guitar/violin/bass), Vic Briggs (guitar/piano), and Danny McCulloch (bass) were formed under the name Eric Burdon and Animals (or sometimes Eric Burdon and the New Animals) in December 1966 and changed direction. The hard  Question: Did they celebrate any successes? Answer: None. Question: Who was the members of the Second incarnation? Answer: group with Burdon, Jenkins, and new sidemen John Weider (guitar/violin/bass), Vic Briggs (guitar/piano), and Danny McCulloch Question: What year was the Second incarnation? Answer: ) in December 1966 and changed direction. Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: Academically, game design is part of game studies, while game theory studies strategic decision making (primarily in non-game situations). Conversation:  Apprentice: I design video games for a living. Do you play any video games?  Wizard: I do any I make them. Game Design is the art of applying design and aesthetics to create a game  Apprentice: Yes! I enjoy making sports and strategy games. I love the way players caninteract on a sports game in a simulated environment.",<pad> Eric Burdon and Animals</s>
"Context: Fugard was born as Harold Athol Lanigan Fugard, in Middelburg, Eastern Cape, South Africa, on 11 June 1932. His mother, Marrie ( Potgieter), an Afrikaner, operated first a general store and then a lodging house; his fathe Question: Did he have any siblings? Answer: None. Question: What was Fugard's personal history? Answer: Fugard was born as Harold Athol Lanigan Fugard, in Middelburg, Eastern Cape, South Africa, on 11 June 1932. Question: Who were his parents? Answer: His mother, Marrie ( Potgieter), an Afrikaner, operated first a general store and then a lodging house; Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: Cheerleading originated in the United States, and remains predominantly in America, with an estimated 1.5 million participants in all-star cheerleading. Conversation:  Wizard: Cheerleading is such a unique sport since they cheer their team on for encouragement versus try to beat someone at something  Apprentice: don't they have competition as well?  Wizard: Yes they do, they can cheer for competition, for entertain an audience or just to motive sports teams!  Apprentice: ah have you ever did it before","<pad> Fugard was born as Harold Athol Lanigan Fugard, in Middelburg,"
"Context: At the end of her tour for Legs to Make Us Longer in 2005, King departed from her previous musical direction out of a desire to escape being pigeonholed as a solo instrumental artist. She amicably parted ways with major label Sony/Epic and returned to her original label, Velour, to begin work on her third album ...Until We Felt Red. Released August 8, 2006, on Velour Records, the album Question: Did she win any awards? Answer: None. Question: Why did she change her musical style? Answer: desire to escape being pigeonholed as a solo instrumental artist. Question: Did this create success for her? Answer: ...Until We Felt Red. Released August 8, 2006, on Velour Records, Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: Many creatures have adapted to their green environments by taking on a green hue themselves as camouflage. Conversation:  Wizard: Emeralds are so pretty especially the color.  Apprentice: I know, they are so nice looking.  Wizard: I just learned recently that the stone is highly included meaning that it is not very strong at all.  It breaks easily, apparently.  Apprentice: Like most gemstones, yeah. Hard to scratch but easy to shatter.",<pad> Wizard: I just learned recently that the stone is highly included meaning that it is not very strong
"Context: During his travels, Black had befriended Elijah Stuart. Stuart opened a tavern at Washington and Black was hired by a local blacksmith named William Shaw. Black, due to his previous training, worked on firearms and knives while Shaw concentrated on horse shoes, wagon wheels, and the like. Black would later become a partner in the business with Shaw. Stuart's tavern would become famous as the pl Question: Did he have many customers? Answer: None. Question: How did the partnership with William Shaw start? Answer: Black had befriended Elijah Stuart. Stuart opened a tavern at Washington and Black was hired by a local blacksmith named William Shaw. Question: Did they have a great partnership? Answer: Stuart's tavern would become famous Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy. Conversation:  Apprentice: I just finished painting my bedroom my favorite color, green.  Wizard: I love green. It is between blue and yellow on the spectrum of visible light.  Apprentice: I like wearing green shirts because it makes my eyes pop",<pad> Black had befriended Elijah Stuart. Stuart opened a taver
"Context: In early January 2010, multiple media outlets reported that, following the 2010 Winter Olympics, The Jay Leno Show would be shortened to 30 minutes and begin airing weeknights at 11:35 pm ET, with Conan O'Brien and Jimmy Question: How were the ratings afterwards? Answer: None. Question: What was the timeslot Jay Leno was in? Answer: 11:35 Question: What other show was the dispute over? Answer: Conan O'Brien Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: Lauren said that her goal was to ""merge fashion, art and pop candy culture"". Conversation:  Apprentice: Is it true Dylan's is like a modern day Wonka  Wizard: In a sense yes, The daughter of Ralph Lauren had decided to create the largest candy store, inspired greatly by Willy Wonka & The Chocolate Factory  Apprentice: What variety of candy do they offer?",<pad> Confectionery</s>
"Context: Harburg, the youngest of four surviving children (out of ten), was born Isidore Hochberg on the Lower East Side of New York City on April 8, 1896. His parents, Lewis Hochberg and Mary Ricing, were Yiddish-speaking Orthodox Jews who had emigrated from Russia.  He later adopted the name Edgar Harburg, and came to be best known as Edgar ""Yip"" Harburg. He attended Townsend Harris High School, where he and Ira Gershwin, who met over a shared fondness for Gilbert and Sullivan, worked on Question: What was his mayor? Answer: None. Question: What happened in Yip's early years? Answer: He attended Townsend Harris High School, Question: What was relevant about his high school years? Answer: where he and Ira Gershwin, who met over a shared fondness for Gilbert and Sullivan, Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: According to Maehr and Meyer, ""Motivation is a word that is part of the popular culture as few other psychological concepts are."" Conversation:  Apprentice: What do you think is more important, motivation or discipline?  Wizard: Motivation - helps prove someone's actions and desires  Apprentice: I really lack motivation, but I've heard it's more important to have discipline.","<pad> Edgar ""Yip"" Harburg</s>"
"Context: Propagandhi released the album Potemkin City Limits on October 18, 2005. Like its  Question: did they play anywhere else? Answer: None. Question: what expanded? Answer: Like its predecessor, the album features multimedia content, with a number of PDF files on topics such Question: Are there any other interesting aspects about this article? Answer: Propagandhi released the album Potemkin City Limits on October 18, 2005. Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy. Conversation:  Apprentice: Green was my favorite color as a kid, very common throughout the world  Wizard: Indeed. It is the color between blue and yellow, happens to be my current favorite color, and my eye color  Apprentice: Its very vibrant and has many different shades","<pad> Propagandhi released the album Potemkin City Limits on October 18, 2005."
"Context: The Doors staged a return to form with their 1970 LP Morrison Hotel, their fifth album. Featuring a consistent hard rock sound, the album's opener was ""Roadhouse Blues"". The recor Question: Was that  song a success? Answer: None. Question: What is Morrison hotel? Answer: their fifth album. Question: what is a song from this album? Answer: ""Roadhouse Blues"". Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: The maximum score is 300, which is achieved by getting 12 strikes in a row. Conversation:  Wizard: Bowling is fun, but so difficult. Can you believe that some people can score a 300, which requires 12 strikes in a row?  Apprentice: My best score was in the 270's. I must have had 9 or 10 strikes.  Wizard: Wow you're quite a skilled bowler, you must have gotten many turkeys in your life time, also known as three consecutive strikes in a row.  Apprentice: Are there any names for getting more than three strikes? Is getting four strikes called anything?",<pad> Morrison Hotel</s>
"Context: Shipman's trial began at Preston Crown Court on 5 October 1999. Shipman was charged with the murders of Marie West, Irene Turner, Lizzie Adams, Jean Lilley, Ivy Lomas, Muriel Grimshaw, Marie Quinn, Kathleen  Question: What scientific evidence did they have against him? Answer: None. Question: When was harold's trial? Answer: Shipman's trial began at Preston Crown Court on 5 October 1999. Question: What was he on trial for Answer: Shipman was charged with the murders of Marie West, Irene Turner, Lizzie Adams, Jean Lilley, Ivy Lomas, Muriel Grimshaw, Marie Quinn, Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: Many creatures have adapted to their green environments by taking on a green hue themselves as camouflage. Conversation:  Wizard: What do you think about the color green? I think it's a wonderful color!  Apprentice: I love the color Green! It happens to be my favorite.  Wizard: That's nice! Apparently it's evoked by light and has a dominant wavelength of about 495570 nm? Pretty wild, right?  Apprentice: That is really cool! Dogs do not see colors. Do you have a dog?",<pad> Shipman's trial began at Preston Crown Court on 5 October 1999. Shipman was charged
"Context: In the early 1960s, Miller hosted the NBC television show Sing Along with Mitch, a community-sing program featuring him and a male chorus: an extension of his series of Columbia record albums of the same name. In keepin Question: Did it contain any singles? Answer: None. Question: What is the sing along with Mitch? Answer: a community-sing program featuring him and a male chorus: Question: Was this an album? Answer: an extension of his series of Columbia record albums of the same name. Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: A strike is when all the pins are knocked down on the first roll, whereas a spare is when all the pins are knocked over on the second shot. Conversation:  Apprentice: Bowling is a really fun hobby  Wizard: I used to be really into bowling, which is an activity where you roll or throw a bowling ball towards a target.  Apprentice: Same, it was fun while in highschool.",<pad> No</s>
"Context: Phillips auditioned in Savannah, Georgia. He sang ""Superstition"" by Stevie Wonder. The judges then asked him to perform a second song with his guitar, and he performed Michael Jackson's ""Thriller."" He advanced to the Hollywood rounds, and later to the Las Vegas round. On February 23, 2012, Phillips was chosen as one of the Top 25 semi-finalists, and was t Question: Does he have a band? Answer: None. Question: What was his childhood like? Answer: Phillips auditioned in Savannah, Georgia. He sang ""Superstition"" by Stevie Wonder. The judges then asked him to perform a second song with his guitar, and he performed Michael Jackson's ""Thriller. Question: How did he get on American Idol? Answer: "" He advanced to the Hollywood rounds, and later to the Las Vegas round. On February 23, 2012, Phillips was chosen as one of the Top 25 semi-finalists, Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: According to Maehr and Meyer, ""Motivation is a word that is part of the popular culture as few other psychological concepts are."" Conversation:  Apprentice: I need to get some motivation to start working out again.  Tips?  Wizard: Well, I think first of all you need to be clear about why you want to work out. What's the incentive, or what's the negative incentive you are trying to avoid?  Apprentice: I need to lose about 50 pounds but it's for my health. TBH I don't mind being a bit heavy but my health does.","<pad> Phillips auditioned in Savannah, Georgia. He sang ""Superstition"" by"
"Context: In the spring of 2003, he made a guest appearance on the NBC sitcom Will & Grace. His role as Karen Walker's deceptively immature divorce lawyer won him favorable reviews. Culkin headed back into motion pictures in 2003 with Party Monster, in which  Question: What other voice overs did he do? Answer: None. Question: What was his first acting gig when he returned? Answer: In the spring of 2003, he made a guest appearance on the NBC sitcom Will & Grace. Question: Did he do any other acting? Answer: Culkin headed back into motion pictures in 2003 with Party Monster, Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: The word ""ski"" is one of a handful of words Norway has exported to the international community. Conversation:  Wizard: I hate skiing i know that skiing can be a means of transport, but even then i dont like it :D  Apprentice: I lo ve it even when I have only skied twice, once of them as a child.  I love the rush of coming fas downhill.  Wizard: Its really famous, it has a history of almost five millennia, i have tried it once and i didnt like it  Apprentice: Wow, five millennia, that is a lot.  Why didn't you like it?","<pad> Culkin headed back into motion pictures in 2003 with Party Monster, in which he played"
"Context: In 1998, Marie, Sara, Dhani, and Amit were musically united as the ABBA Teens. However, the group's name was changed to the A-Teens to avoid litigation. This choice allowed the band more freedom in creating their own style of music.  In early 1999, the band started the recording process of what would be their debut album, The ABBA Generation, consisting purely of ABBA covers reinterpreted with a modern pop and electronic flair to appeal to a new generation of young pop fans. Their fir Question: When was The ABBA Generation released? Answer: None. Question: What is The Abba Generation? Answer: In early 1999, the band started the recording process of what would be their debut album, The ABBA Generation, Question: what music was on The ABBA Generation? Answer: consisting purely of ABBA covers reinterpreted with a modern pop and electronic flair to appeal to a new generation of young pop fans. Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: They are the principal means of transportation in many parts of the world. Conversation:  Wizard: I am a cyclist, I love taking my bicycle out for a long ride.  I do it more for exercise than anything else.  Apprentice: That's cool! I used to bike a lot a few years ago. I really like trail riding, hoping to get back into it soon. Do you race?  Wizard: No but I like trail riding too.  I love going on different trails to try them out!  Apprentice: Yeah it's a fun way to explore. Biking is the most fun type of exercise in my opinion, I like going fast so I don't even notice how hard I'm working lol",<pad> The ABBA Generation was released in 1999.</s>
"Context: The phrase ""God Save the King"" is much older than the song, appearing, for instance, several times in the King James Bible. A text based on the 1st Book of Kings Chapter 1: verses 38-40, ""...And all the people rejoic'd, and said: God save the King! Long live the King! May the King live for ever, Amen"", has been sung at every coronation since that of King Edgar in 973. Scholes s Question: How is this different than the current song? Answer: None. Question: What are the lyrics in the UK? Answer: The phrase ""God Save the King"" is much older than the song, appearing, for instance, several times in the King James Bible. Question: When was the song written? Answer: May the King live for ever, Amen"", has been sung at every coronation since that of King Edgar in 973. Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: Instagram lets registered users upload photos or videos to the service. Conversation:  Wizard: Are you familiar with Instagram? It's a photo-sharing application that allows people to share pictures and videos.  Apprentice: Oh yes, I love going on Instagram!  Wizard: I like that you can apply digital filters to your images. I think it makes the images look much more professional.  Apprentice: Yeah they have many neat features. I wonder when it was started?",<pad> A text based on the 1st Book of Kings Chapter 1: verses 38-40
"Context: Auden began writing poems at thirteen, mostly in the styles of 19th-century romantic poets, especially Wordsworth, and later poets with rural interests, especially Thomas Hardy. At eighteen he discovered T. S. Eliot and adopted an extreme version of Eliot's style. He found his own voice at twenty when he wrote the first poem later inc Question: Was this book of poems a success? Answer: None. Question: What happened before 1930? Answer: Auden began writing poems at thirteen, mostly in the styles of 19th-century romantic poets, Question: What did he do later on in his life? Answer: At eighteen he discovered T. S. Eliot and adopted an extreme version of Eliot's style. He found his own voice at twenty when he wrote the first poem Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy. Conversation:  Apprentice: Hello. I was just thinking about all the amazing colours in the world.  I think green is my favourite.  What about you?  Wizard: I like primary colors like Blue too.  Apprentice: Yes to be honest I like them both however when you go into nature and you see the greens of the forests, the grass, the mountains it can be just amazing.","<pad> Auden began writing poems at thirteen, mostly in the styles of 19th-century romantic poet"
"Context: With Cain on board, the band began writing material that would eventually lead up to Journey's biggest studio album, ""Escape"". Recordi Question: Was it successful on the channel? Answer: None. Question: What happened for or to Journey in 1981? Answer: Recording sessions began in April 1981, Question: What did they record during the sessions? Answer: Escape Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: A strike is when all the pins are knocked down on the first roll, whereas a spare is when all the pins are knocked over on the second shot. Conversation:  Apprentice: Hi, I love bowling are you at all interested in the sport?  Wizard: I am! It's one of the major forms of throwing sports, although I've personally never thrown my bowling ball :p  Apprentice: That's cool to hear it classified like that. I have once bowled 300 in a game before, we call it a turkey.",<pad> The band recorded Escape during the sessions.</s>
"Context: Price was most famous for his investigation into the Borley Rectory, Essex. The building became known as ""the most haunted house in England"" after Price published a book about it in 1940. He documented a series of alleged hauntings from the time the rectory was built in 1863. He lived  Question: What type of hauntings were they? Answer: None. Question: What is the Borley Rectory? Answer: Price was most famous for his investigation into the Borley Rectory, Essex. Question: What happened at the Borley Rectory? Answer: He documented a series of alleged hauntings from the time the rectory was built in 1863. Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: It is the second largest island in the British Isles, after Great Britain. Conversation:  Apprentice: The greenery in Ireland is quite lovely.  Wizard: It is beautiful. It's the second largest island in the British Isles. Great Britain is the largest.  Apprentice: That is good to know.    What about the population?","<pad> The Borley Rectory, Essex</s>"
"Context: In 1963, a group of high school students started a rock and roll band in Richmond, Kentucky. They called themselves the Exiles. Those ori Question: was the album successful? Answer: None. Question: what happened in the 1960s? Answer: In 1963, a group of high school students started a rock and roll band in Richmond, Kentucky. Question: what did they call the rock band? Answer: They called themselves the Exiles. Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: Many creatures have adapted to their green environments by taking on a green hue themselves as camouflage. Conversation:  Wizard: Green is my favorite color. It is very beautiful.  Apprentice: Blue is my favorite color, because its relaxing and reminds me of the cold! Though, the color green is the most common to find in nature after blue!  Wizard: Green is a relaxing color. Color psychology says hues can determine human behavior.  Apprentice: Oh I see, what other colors can affect the human behavior?",<pad> The color blue</s>
"Context: Advani made his international competitive debut at the Asian Billiards Championship 2002, held at Bangalore, in which he finished as a finalist. After an amateur World Snooker Champion title win in 2003, he won the IBSF World Billiards Championship in 2005 at Qawra, Malta, where he  Question: does he still play? Answer: None. Question: when did they start playing billiards? Answer: Advani made his international competitive debut at the Asian Billiards Championship 2002, held at Bangalore, in which he finished as a finalist. Question: did he win any other championships Answer: After an amateur World Snooker Champion title win in 2003, he won the IBSF World Billiards Championship in 2005 at Qawra, Malta, Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: He practiced criminal law for about a decade and served in the House of Representatives in Mississippi from January 1984 to September 1990. Conversation:  Apprentice: I have heard so much about John Grisham. Can you tell me who he is?  Wizard: I sure can!, John Ray Grisham Jr.is an American bestselling writer, attorney, politician, and activist and hes best known for his popular legal thrillers. You gotta read the, they are awesome.  Apprentice: I have always heard that. Does he still write new book? Is he still alive?","<pad> Advani made his international competitive debut at the Asian Billiards Championship 2002, held at Bangalore"
"Context: Young Bimala Prasad, often affectionately called Bimala, Bimu or Binu, started his formal education at an English school at Ranaghat. In 1881 he was transferred to the Oriental Seminary of Calcutta and in 18 Question: when did he graduate? Answer: None. Question: where did he go to school? Answer: started his formal education at an English school at Ranaghat. Question: did he go to any other school? Answer: In 1881 he was transferred to the Oriental Seminary of Calcutta Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: The emotional ""pain"" of a broken heart is believed to be part of the survival instinct. Conversation:  Apprentice: I suffer from a broken heart  Wizard: Did you go through a breakup? Broken heart is often a metaphor used for an intense emotional pain  Apprentice: Yeah we where together for 4 years","<pad> The emotional ""pain"" of a broken heart is believed to be part of the survival"
"Context: Buchanan was born in Washington, D.C., a son of William Baldwin Buchanan (Virginia, August 13, 1905 - Washington, D.C., January 1988), a partner in an accounting firm, and his wife Catherine Elizabeth (Crum) Buchanan (Charlero Question: When was he born? Answer: None. Question: Where was he born? Answer: Buchanan was born in Washington, D.C., Question: Who are his parent? Answer: a son of William Baldwin Buchanan (Virginia, August 13, 1905 - Washington, D.C., January 1988), a partner in an accounting firm, and his wife Catherine Elizabeth (Crum) Buchanan Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: The team with the most points at the end of a game wins. Conversation:  Wizard: Hi, I used to play American football back in high school! I was really good at it!  Apprentice: oh it's such a cool sport but dangerous!  Wizard: I agree. The offense, which is the team controlling, has to charge into the opponents head first!  Apprentice: yeah they do! Do you prefer offence or defence",<pad> The team with the most points at the end of a game wins.</s>
"Context: On October 4, 1986, while wal Question: Did people now believe the story? Answer: None. Question: What does kenneth what is the frequency refer to? Answer: Rather was attacked and punched from behind by a man who demanded to know ""Kenneth, what is the frequency?"" while a second assailant chased and beat him. Question: when was he attacked? Answer: On October 4, 1986, Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: When it is winter in the Northern Hemisphere, it is summer in the Southern Hemisphere, and vice versa. Conversation:  Wizard: Winter is my favorite season, even though it is the coldest season of the year.  Apprentice: I like winter as well.  What's your favorite winter time activity?  Wizard: I like celebrating Christmas and watching Christmas movies, and listening to carols.  Apprentice: Those are all great.  I love all of the Christmas baking, too!",<pad> Neither did people believe the story.</s>
"Context: Seeking an acting career, Storm was cast as the Old West hero the Rawhide Kid, but producers reconsidered and gave the role to Lon Zelig (actually the alien Super-Skrull). After working mostly in some television shows, Storm also spent some time as a firefighter at the behest of his former classmate, Mike Snow, but when  Question: What was Doctor Doom doing to be so dangerous? Answer: None. Question: what was the anti-registration movement about? Answer: Seeking an acting career, Storm was cast as the Old West hero the Rawhide Kid, but producers reconsidered and gave the role to Lon Zelig ( Question: did anything happen to Storm after losing out on the role? Answer: ). After working mostly in some television shows, Storm also spent some time as a firefighter at the behest of his former classmate, Mike Snow, Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: The album has sold approximately 30 million copies worldwide, including 18 million units in the United States, making it the best-selling debut album of all time in the US, as well as the eleventh best-selling album in the United States. Conversation:  Wizard: I love Guns N' Roses! Do you know any GNR songs?  Apprentice: I'm not sure i've ever heard of them  Wizard: You have to check them out! Their debut album, Appetite for Destruction was released in 1987 and it is epic.   Apprentice: i will check them out :) what genre is their music?","<pad> Storm was cast as the Old West hero the Rawhide Kid, but producers reconsidere"
"Context: Swift uses her life experiences as an inspiration in her work. In her songs, Swift often addresses the ""anonymous crushes of her high school years"" and celebrities. Swift frequently criticizes ex-boyfriends, an aspect Question: Has her songwriting style from country to pop changed? Answer: None. Question: What is special about her songwriting? Answer: Swift uses her life experiences as an inspiration in her work. Question: What sort of life experiences does she write about? Answer: Swift frequently criticizes ex-boyfriends, Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: Many creatures have adapted to their green environments by taking on a green hue themselves as camouflage. Conversation:  Wizard: I am in love with the color green!  Emeralds, grass, four leaf clovers - they are all awesome!  Grren is  the color between blue and yellow on the visible spectrum  Apprentice: Yes I love green as well. I fell its like the color of life you know?  Wizard: Exactly!  And green is so common in nature - many plants are green!  Apprentice: I want to say most plants are green because of that stuff in them, chlorophyll I think? ",<pad> Swift frequently criticizes ex-boyfriends.</s>
"Context: Rudolf Nureyev did not have much patience with rules, limitations and hierarchical order and had at times a volatile temper. He was apt to throw tantrums in public when frustrated. His impatience mainly showed itself when the failings of others interfered with his work.  He socia Question: was he ever diagnosed with a disorder? Answer: None. Question: what was notable about his personality? Answer: Rudolf Nureyev did not have much patience with rules, limitations and hierarchical order and had at times a volatile temper. Question: did he ever get in trouble for his temper? Answer: He was apt to throw tantrums in public when frustrated. His impatience mainly showed itself when the failings of others interfered with his work. Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: A strike is when all the pins are knocked down on the first roll, whereas a spare is when all the pins are knocked over on the second shot. Conversation:  Apprentice: I love to bowl, but what is the games history, I wonder?  Wizard: It's one of the major forms of throwing sports, so I'm sure the history is rich with details. I guess it might depend on the type of bowling you're talking about.  Apprentice: Oh I was talking about the bowling that goes on in bowling lanes, but what are the other forms of bowling?","<pad> Rudolf Nureyev did not have much patience with rules, limitations and hierarch"
"Context: In 1991, they added two new members to the group, Ivan Gonzalez on keyboards and Cesar ""Vampiro"" Lopez on guitar. Ulises Calleros no longer performed with the group, but became one of their managers. On 27 October 1992, the band released ?Donde Jugaran Los Ninos?, an album that spawned several hits (including ""Vivir Sin Aire,"" ""Oye Mi Amor,"" and ""De Pies a Cabeza""). The recor Question: What was their biggest accomplishment? Answer: None. Question: What happened during the 1990s Answer: On 27 October 1992, the band released ?Donde Jugaran Los Ninos?, Question: What other songs did the release? Answer: several hits (including ""Vivir Sin Aire,"" ""Oye Mi Amor,"" and ""De Pies a Cabeza""). Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: Stocks can be categorised in various ways. Conversation:  Wizard: Stock exchanges list shares of common equity as well as other security  Apprentice: What are they for?  Wizard: ok , equity market or share market is the aggregation of buyers and sellers.  Apprentice: Who uses the stock exchange?","<pad> The band released several hits (including ""Vivir Sin Aire,"" ""Oye"
"Context: Taylor was born to a working-class family in Welwyn Garden City, but was raised in Hatfield, Hertfordshire, England, where his father worked as a fitter (machinist) for the De Havilland aircraft company. He began playing guitar at age nine, learning to play from his mother's younger brother. As a teenager, he formed bands with schoolmates and started performing concerts under names such as The Juniors and the Strangers. They also Question: Was his uncle a well known musician? Answer: None. Question: When did he begin playing music? Answer: He began playing guitar at age nine, Question: Did he learn quickly? Answer: As a teenager, he formed bands with schoolmates and started performing concerts under names such as The Juniors and the Strangers. Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: In modern times, it is mainly a competitive sport and recreational activity. Conversation:  Apprentice: Archery is a great pastime, have you ever tried it?  Wizard: I have. Archery is really fun. A long time ago archery was mainly used for combat and hunting. Now more people shoot at targets.  Apprentice: Back in the midwest, a lot of people still use it to hunt. A lot of states allow people to archery hunt earlier in the season before rifle season opens. ",<pad> No</s>
"Context: After two seasons as a commentator for CBS Sports, Holtz came out of retirement in 1999 and returned to the University of South Carolina, where he had been an assistant in the 1960s. The year  Question: What was the score of the Outback Bowl? Answer: None. Question: Are there any other interesting aspects about this article? Answer: After two seasons as a commentator for CBS Sports, Holtz came out of retirement Question: Why did he come out of retirement? Answer: returned to the University of South Carolina, where he had been an assistant in the 1960s. Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: He practiced criminal law for about a decade and served in the House of Representatives in Mississippi from January 1984 to September 1990. Conversation:  Apprentice: I heard John Grisham is a good author. What kind of books does he write?  Wizard: Mostly about criminal law.   Apprentice: Does he have any best sellers?","<pad> Holtz came out of retirement in 1999 and returned to the University of South Carolina, where"
"Context: Tamar Estine Braxton was born in Severn, Maryland on March  Question: Where did he go to school/ Answer: None. Question: What was Tamar Braxton doing in the late 70s? Answer: Tamar Estine Braxton was born Question: Where was he born? Answer: Severn, Maryland Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: In modern times, it is mainly a competitive sport and recreational activity. Conversation:  Apprentice: Archery as in Robin Hood shooting the apple off somebody's head!  So exciting.  Wizard: Yes, it was used historically for combat and hunting.  Apprentice: Are there different kinds of bows?","<pad> Tamar Braxton was born in Severn, Maryland on March</s>"
"Context: Fabolous released his debut album, Ghetto Fabolous, on September 11, 2001. It debuted at number four on the Billboard 200, selling over 140,000 copies in its first week. The album Question: did it make the charts? Answer: None. Question: what happeend in 2001? Answer: Fabolous released his debut album, Ghetto Fabolous, on September 11, 2001. Question: was the album successful? Answer: It debuted at number four on the Billboard 200, selling over 140,000 copies in its first week. Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy. Conversation:  Apprentice: my favorite color is green  Wizard: I like green too, it's between blue and yellow on the visible spectrum.  Apprentice: Oh yes. Why do you like it. I love it because it is the color of nature","<pad> Fabolous released his debut album, Ghetto Fabolous, on September 11,"
"Context: Reese was a strong supporter and good friend of the first ever black Major League Baseball player, Jackie Robinson. He was serving a stint in the Navy when the news of Robinson's signing came. Although  Question: IS the Boys of summer a film or book? Answer: None. Question: What was his relationship with Jackie Robinson? Answer: Reese was a strong supporter and good friend of the first ever black Major League Baseball player, Jackie Robinson. Question: How did they meet? Answer: He was serving a stint in the Navy when the news of Robinson's signing came. Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: Many creatures have adapted to their green environments by taking on a green hue themselves as camouflage. Conversation:  Wizard: The colors blue and yellow combine to create my favorite color, green.  Apprentice: Green is a pretty color. I know know of a couple of shades of green but I wonder how many shades of green there really are?  Wizard: That is a good question, probably hundreds. There are several minerals that are green in color such as emeralds!   Apprentice: Emeralds are pretty. What other minerals are green?",<pad> No</s>
"Context: Mark Reed Levin, one of three boys, was born in Philadelphia, Pennsylvania, and grew up in Erdenheim as well as Elkins Park, Pennsylvania. His father, Jack E. Levin, is the author of several books. He graduated from Cheltenham High School after thr Question: When did he fist appear on TV? Answer: None. Question: When was Mark Levin born? Answer: B.A. in Political Science in 1977 at age 19. Question: What school did he graduate from? Answer: He graduated from Cheltenham High School Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy. Conversation:  Apprentice: Green is my favorite color. Do you like green?  Wizard: I love green,  Green is the color between blue and yellow  Apprentice: Yes! Green is also one of the main colors in the RGB color model I believe. It is also a great shirt color.","<pad> Mark Levin was born in Philadelphia, Pennsylvania, and grew up in Erdenheim as"
