,id,response,cand,question,knowledge,knowledge_ans,score
507,495,apprentice: i'm trying to figure out how to move on but it's still too,NO_Q,NO_Q,That is strategies which reduce stress.,NO_Q,-1.0
508,496,"GNR's ""Appetite for Destruction"" is my favorite Guns N",GNR,Rock band,"Guns N' Roses has released six studio albums, accumulating sales of more than 100 million records worldwide, including 45 million in the United States, making them the 41st best-selling artist of all time.",guns n' roses,0.0
509,496,"GNR's ""Appetite for Destruction"" is my favorite Guns N",Appetite for Destruction,Appetite for Destruction,"Guns N' Roses has released six studio albums, accumulating sales of more than 100 million records worldwide, including 45 million in the United States, making them the 41st best-selling artist of all time.",[CLS],0.0
510,497,wizard: i'm not sure about his movies. i like his music. apprentice: i,NO_Q,NO_Q,"""Blue Suede Shoes"" is a rock-and-roll standard written and first recorded by Carl Perkins in 1955.",NO_Q,-1.0
511,498,Instagram is a free mobile and destop application that allows it's users to share pictures,Instagram,social media,"They can add hashtags to their posts, linking the photos up to other content on Instagram featuring the same subject or overall topic.","they can add hashtags to their posts, linking the photos up to other content on instagram",0.125
512,499,"wizard: yes, i have a lot of interesting rocks in my area.",NO_Q,NO_Q,"The Grand Canyon is long, up to wide and attains a depth of over a mile ().",NO_Q,-1.0
513,500,harry potter and the philosopher's stone,NO_Q,NO_Q,The following are notable teachers and staff members who do not have their own articles or who are not listed in other articles.,NO_Q,-1.0
514,501,apprentice: i've been taking archery classes for a while now. it's,NO_Q,NO_Q,The oldest bows known so far come from the Holmegård swamp in Denmark.,NO_Q,-1.0
515,502,apprentice: i design video games for a living. do you play any video games? wizard,NO_Q,NO_Q,"Game design creates goals, rules and challenges to define a board game, card game, dice game, casino game, role-playing game, sport, video game, war game or simulation that produces desirable interactions among its participants and, possibly, spectators.",NO_Q,-1.0
516,503,"wizard: no, i haven't. i've never cheered before.",NO_Q,NO_Q,"Competitive routines typically range anywhere from one to three minutes, and contain components of tumbling, dance, jumps, cheers, and stunting.",NO_Q,-1.0
517,504,wizard: i've just learned that diamonds are not very strong at all. they break,NO_Q,NO_Q,Those properties determine the major industrial application of diamond in cutting and polishing tools and the scientific applications in diamond knives and diamond anvil cells.,NO_Q,-1.0
518,505,apprentice: i love green. it is between blue and yellow on the spectrum of visible light.,NO_Q,NO_Q,Many creatures have adapted to their green environments by taking on a green hue themselves as camouflage.,NO_Q,-1.0
519,506,dylan's is a modern day wonka wizard.,NO_Q,NO_Q,,NO_Q,-1.0
520,507,"wizard: motivation is what prompts the person to act in a certain way, or at",NO_Q,NO_Q,"A motive is what prompts the person to act in a certain way, or at least develop an inclination for specific behavior.",NO_Q,-1.0
521,508,wizard: green is my favorite color. it is the color between blue and yellow.,NO_Q,NO_Q,"By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy.",NO_Q,-1.0
522,509,"Wizard: Well, it's called a turkey, but it's not the only",turkey,a bird,"Further strings of strikes are referred to as the number with the word ""bagger"", such as ""four-bagger"" for four consecutive strikes.","""bagger"", such as ""four-bagger"" for four consecutive strikes.",0.0
523,509,"Wizard: Well, it's called a turkey, but it's not the only",a turkey,a bird,"Further strings of strikes are referred to as the number with the word ""bagger"", such as ""four-bagger"" for four consecutive strikes.","""bagger"", such as ""four-bagger"" for four consecutive strikes.",0.0
524,510,"apprentice: yes, i do.",NO_Q,NO_Q,"The Labrador is one of the most popular breeds of dog in Canada, the United Kingdom and the United States.",NO_Q,-1.0
525,511,"Wizard: I used to be really into bowling, which is an activity where you roll or",bowling,bowling,"In pin bowling variations, the target is usually to knock over pins at the end of a lane.","in pin bowling variations, the target is usually to knock over pins at the end of a lane.",0.13333333333333333
526,512,apprentice: i need to lose about 50 pounds but it's for my health. tbh,NO_Q,NO_Q,no_passages_used,NO_Q,-1.0
527,513,wizard: it was too hard for me.,NO_Q,NO_Q,"The word ""ski"" is one of a handful of words Norway has exported to the international community.",NO_Q,-1.0
528,514,"wizard: i'm a cyclist, too. i love taking my bicycle out for ",NO_Q,NO_Q,"Unlike a transit bus service, which has frequent stops throughout a city or town, an intercity bus service generally has a single stop at one location in or near a city, and travels long distances without stopping at all.",NO_Q,-1.0
529,515,apprentice: i think it was started in 2010 or 2011.,NO_Q,NO_Q,It is owned by Facebook.,NO_Q,-1.0
530,516,apprentice: i think green is my favourite colour. wizard: i like primary colors like blue too,NO_Q,NO_Q,"By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy.",NO_Q,-1.0
531,517,wizard: i'm organising my spices by their colour and flavour.,NO_Q,NO_Q,Tea likely originated in southwest China during the Shang dynasty as a medicinal drink.,NO_Q,-1.0
532,518,apprentice: i've heard that bowling is one of the major forms of throwing sports.,NO_Q,NO_Q,"In target variations, the aim is usually to get the ball as close to a mark as possible.",NO_Q,-1.0
533,519,just under 4.8 million live in the republic of ireland and just over 1.8 million live in,NO_Q,NO_Q,Just under 4.8 million live in the Republic of Ireland and just over 1.8 million live in Northern Ireland.,NO_Q,-1.0
534,520,"wizard: blue is my favorite color, because its relaxing and reminds me of the cold!",NO_Q,NO_Q,"Stimulants (also often referred to as psychostimulants or colloquially as uppers) is an overarching term that covers many drugs including those that increase activity of the body, drugs that are pleasurable and invigorating, or drugs that have sympathomimetic effects.",NO_Q,-1.0
535,521,"John Grisham is an American bestselling writer, attorney, politician, and activist.",John Grisham,author,"The book was adapted into a 1993 feature film of the same name, starring Tom Cruise, and a 2012 TV series which ""continues the story of attorney Mitchell McDeere and his family 10 years after the events of the film and novel.""",[CLS],0.0
536,522,apprentice: i've been through a breakup.,NO_Q,NO_Q,"The ""social-attachment system"" uses the ""pain system"" to encourage humans to maintain their close social relationships by causing pain when those relationships are lost.",NO_Q,-1.0
537,523,wizard: i prefer defence.,NO_Q,NO_Q,"The first match of American football was played on November 6, 1869, between two college teams, Rutgers and Princeton, under rules based on the association football rules of the time.",NO_Q,-1.0
538,524,"wizard: i love baking, too.",NO_Q,NO_Q,"The English word ""winter"" comes from the Proto-Indo-European root ""wend,"" relating to water.",NO_Q,-1.0
539,525,"Guns N' Roses' debut album, Appetite for Destruction was released in",Appetite for Destruction,Apetite for Destruction,"Guns N' Roses' debut album, ""Appetite for Destruction"" (1987), reached number one on the ""Billboard"" 200 a year after its release, on the strength of ""Sweet Child o' Mine"", the band's only single to reach number one on the ""Billboard"" Hot 100.","""appetite for destruction""",1.0
540,526,"Wizard: Yes, I think so. It's the color between blue and yellow on the",the,the color between blue and yellow on the spectrum,"Conversely, it is a poor absorber of green and near-green portions of the spectrum, which it reflects, producing the green color of chlorophyll-containing tissues.",[CLS],0.0
541,527,"apprentice: i love bowling, but what is the games history, i wonder? wizard:",NO_Q,NO_Q,"In target variations, the aim is usually to get the ball as close to a mark as possible.",NO_Q,-1.0
542,528,"Wizard: ok, equity market or share market is the aggregation of buyers",share market,a share market,"Stock exchanges list shares of common equity as well as other security types, e.g.",stock exchanges,0.0
543,529,the oldest bows known so far come from the holmeg<unk>rd swamp in denmark,NO_Q,NO_Q,The oldest bows known so far come from the Holmegård swamp in Denmark.,NO_Q,-1.0
544,530,John Grisham wrote a book about criminal law.,John Grisham,author,"The book was adapted into a 1993 feature film of the same name, starring Tom Cruise, and a 2012 TV series which ""continues the story of attorney Mitchell McDeere and his family 10 years after the events of the film and novel.""",[CLS],0.0
545,531,"apprentice: yes, there are different kinds of bows.",NO_Q,NO_Q,"In modern times, it is mainly a competitive sport and recreational activity.",NO_Q,-1.0
546,532,apprentice: i love green because it is the color of nature.,NO_Q,NO_Q,Chromium is a chemical element with symbol Cr and atomic number 24.,NO_Q,-1.0
547,533,Wizard: There are several minerals that are green in color such as emeralds,emeralds,jewels,"For this reason, the costume of the ""Mona Lisa"" by Leonardo da Vinci and the benches in the British House of Commons are green while those in the House of Lords are red.",[CLS],0.0
548,534,Apprentice: I love green. It is also one of the main colors in the RGB color model,the RGB color model,color model,"In subtractive color systems, used in painting and color printing, it is created by a combination of yellow and blue, or yellow and cyan; in the RGB color model, used on television and computer screens, it is one of the additive primary colors, along with red and blue, which are mixed in different combinations to create all other colors.",rgb color model,1.0
549,535,"Elvis Presley lived in Memphis, Tennessee.",Elvis Presley,"Presley lived in Memphis, Tennessee.","It is located at 3764 Elvis Presley Boulevard in the vast Whitehaven community, about 9 miles (14.5 km) from Downtown and less than four miles (6 km) north of the Mississippi border.",[CLS],0.0
550,536,"apprentice: yes, i think i have them.",NO_Q,NO_Q,"The Big Five personality traits, also known as the five factor model (FFM), is a model based on common language descriptors of personality.",NO_Q,-1.0
551,537,"apprentice: i'd like to visit someday. have you been? wizard: no,",NO_Q,NO_Q,"The United Kingdom of Great Britain and Northern Ireland, commonly known as the United Kingdom (UK) or Britain, is a sovereign country in western Europe.",NO_Q,-1.0
552,538,apprentice: i wear cardigans because i look classy and cultured. wizard: it,NO_Q,NO_Q,A cardigan is a type of knitted garment (sweater) that has an open front.,NO_Q,-1.0
553,539,wizard: i think that's true. i think what you associate with your favorite color has,NO_Q,NO_Q,"Factors such as gender, age, and culture can influence how an individual perceives color.",NO_Q,-1.0
554,540,wizard: i think it was the aztecs.,NO_Q,NO_Q,"In Mexico, for example, remnants of popcorn have been found that date to around 3600 BC.",NO_Q,-1.0
555,541,wizard: i work in an ambulance and act as an emergency medical service. i'm somewhat,NO_Q,NO_Q,There are different models of care for EMS providers which significantly influence the scope of practice of paramedics in an area.,NO_Q,-1.0
556,542,wizard: i love guns n' roses. what is a good album to,NO_Q,NO_Q,"Saul Hudson (born July 23, 1965), better known by his stage name Slash, is a British-American musician and songwriter.",NO_Q,-1.0
557,543,thierry henry is a striker.,NO_Q,NO_Q,Thierry Daniel Henry (; born 17 August 1977) is a retired French professional footballer who played as a forward and is the second assistant manager of the Belgium national team.,NO_Q,-1.0
558,544,wizard: i think he needs some time to think.,NO_Q,NO_Q,"The concept is cross-cultural, often cited with reference to a desired or lost lover, and dates back at least 3,000 years.",NO_Q,-1.0
559,545,Wizard: It is a parliamentary democracy.,a parliamentary democracy,parliamentary,About five-sixths of the island of Ireland seceded from the United Kingdom in 1921 as the Irish Free State.,[CLS],0.0
560,546,"Kurt Kobain was born in Aberdeen, Washington.",Kurt Kobain,"He was born in Aberdeen, Washington.","Nirvana's debut album ""Bleach"" was released on the independent record label Sub Pop in 1989.",[CLS],0.0
561,547,"apprentice: i love using amazon, have you tried it? wizard: yes. i use it",NO_Q,NO_Q,"As of 2016, customers can shop online using a range of different computers and devices, including desktop computers, laptops, tablet computers and smartphones.",NO_Q,-1.0
562,548,"apprentice: i love green. it is the color of money, green lights when i am driving",NO_Q,NO_Q,Many creatures have adapted to their green environments by taking on a green hue themselves as camouflage.,NO_Q,-1.0
563,549,apprentice: i like accounting.,NO_Q,NO_Q,Practitioners of accounting are known as accountants.,NO_Q,-1.0
564,550,Wizard: I've been to watch Formula One racing. It's really exciting.,Formula One racing,Formula One,The minimum weight permissible is including the driver but not fuel.,[CLS] formula one[SEP] the minimum weight permissible is including the driver but not fuel,0.13333333333333333
565,551,apprentice: i'm watching the british grand prix right now.,NO_Q,NO_Q,"The first organized contest was on April 28, 1887, by the chief editor of Paris publication ""Le Vélocipède"", Monsieur Fossier.",NO_Q,-1.0
566,552,"elvis presley was born in tupelo, mississippi, and relocated to memphis, tennessee",NO_Q,NO_Q,"Presley was born in Tupelo, Mississippi, and relocated to Memphis, Tennessee, with his family when he was 13 years old.",NO_Q,-1.0
567,553,"apprentice: i like honey, but i don't like bees.",NO_Q,NO_Q,"They are found on every continent except Antarctica, in every habitat on the planet that contains insect-pollinated flowering plants.",NO_Q,-1.0
568,554,Elvis Presley is a cultural icon.,Elvis Presley,Presley is a cultural icon.,"Regarded as one of the most significant cultural icons of the 20th century, he is often referred to as the ""King of Rock and Roll"" or simply ""the King"".",,0.0
569,555,apprentice: i am feeling emotional and physical pain.,NO_Q,NO_Q,"Emotional pain that is severe can cause 'broken heart syndrome', including physical damage to the heart.",NO_Q,-1.0
570,556,apprentice: i've always been fascinated by neurosurgery. it's also often,NO_Q,NO_Q,"In most countries, neurosurgeon training requires a minimum period of seven years after graduating from medical school.",NO_Q,-1.0
571,557,"Elvis Aaron Presley was a famous musician and singer known as the ""King of Rock",Elvis Aaron Presley,King of Rock and Roll,"Presley's first RCA single, ""Heartbreak Hotel"", was released in January 1956 and became a number one hit in the United States.",presley,0.5
572,558,"apprentice: i like rap occasionally, mainly like rock and metal.",NO_Q,NO_Q,"The group has established a dedicated following called Juggalos numbering in the ""tens of thousands"".",NO_Q,-1.0
573,559,Wizard: I've heard that Elvis Presley was a singer and actor back in the,Elvis Presley,singer and actor,"Presley was born in Tupelo, Mississippi, and relocated to Memphis, Tennessee, with his family when he was 13 years old.",presley,0.6666666666666666
574,560,"Apprentice: Yeah, I used to do a little bit of cheerleading when I was younger",Apprentice,Apprentice used to do a little bit of cheerleading when she was younger,"Cheerleading originated in the United States, and remains predominantly in America, with an estimated 1.5 million participants in all-star cheerleading.",[CLS],0.0
575,561,"Wizard: Native American Party, renamed the American Party in 1855 and commonly in",Wizard,Native American Party,"Cod is the common name for the genus ""Gadus"" of demersal fishes, belonging to the family Gadidae.",[CLS],0.0
576,562,harry potter books have sold over 500 million copies worldwide. apprentice has heard of harry potter but never,NO_Q,NO_Q,no_passages_used,NO_Q,-1.0
577,563,apprentice: i've never bowled a perfect game. i've only ever,NO_Q,NO_Q,"The PBA Tour is the major professional tour for ten-pin bowling, operated by the Professional Bowlers Association.",NO_Q,-1.0
578,564,wizard: i have been doing gymnastics for about a year.,NO_Q,NO_Q,,NO_Q,-1.0
579,565,wizard: i'm not sure where you live.,NO_Q,NO_Q,Christmas traditions vary from country to country.,NO_Q,-1.0
580,566,apprentice: i like the album appetite for destruction best.,NO_Q,NO_Q,"A hard rock/blues rock band, their music has also been called heavy metal, although they refer to themselves as ""a rock and roll band, nothing more, nothing less"".",NO_Q,-1.0
581,567,"apprentice: i hated accounting in college, i was terrible at it. wizard: accounting is",NO_Q,NO_Q,"The Financial Accounting Standards Board (FASB) is a private, non-profit organization standard setting body whose primary purpose is to establish and improve generally accepted accounting principles (GAAP) within the United States in the public's interest.",NO_Q,-1.0
582,568,apprentice: i like green because it makes my eyes pop. wizard: green is the color between,NO_Q,NO_Q,"In the Middle Ages and Renaissance, green was the color commonly associated with merchants, bankers and the gentry, while red was reserved for the nobility.",NO_Q,-1.0
583,569,chihuahuas are some of my least favorite dogs but i love all,NO_Q,NO_Q,"The Chihuahua's history is convoluted, and there are many theories surrounding the origin of the breed.",NO_Q,-1.0
584,570,"skiing can be a means of transport, a recreational activity or a competitive winter",NO_Q,NO_Q,"The bottom of the short ski was either plain or covered with animal skin to aid this use, while the long ski supporting the weight of the skier was treated with animal fat in a similar manner to modern ski waxing.",NO_Q,-1.0
585,571,"wizard: i like college football, the in between of high school and pro football. apprentice:",NO_Q,NO_Q,"After clinching the SEC East, the Gators defeated then top-ranked Alabama Crimson Tide 31–20 in the SEC Championship Game to win their eighth conference title.",NO_Q,-1.0
586,572,wizard: i wish i could go to the academy drama school in london but it closed in 2007.,NO_Q,NO_Q,no_passages_used,NO_Q,-1.0
587,573,"the dish consists of tortilla chips (or ""totopos"") covered with cheese or cheese",NO_Q,NO_Q,"The dish consists of tortilla chips (or ""totopos"") covered with cheese or cheese-based sauce, and is often served as a snack.",NO_Q,-1.0
588,574,john ray grisham jr is best known for writing popular legal thrillers. do you,NO_Q,NO_Q,"Eight of his other novels have also been adapted into films: ""The Chamber"", ""The Client"", ""A Painted House"", ""The Pelican Brief"", ""The Rainmaker"", ""The Runaway Jury"", ""Skipping Christmas"", and ""A Time to Kill"".",NO_Q,-1.0
589,575,wizard: it's very tasty.,NO_Q,NO_Q,"LOL, or lol, is an acronym for laugh(ing) out loud or lots of laughs, and a popular element of Internet slang.",NO_Q,-1.0
590,576,wizard: i think the best time to visit ireland is during the summer.,NO_Q,NO_Q,Thick woodlands covered the island until the Middle Ages.,NO_Q,-1.0
591,577,"american football evolved in the united states, originating from the sports of association football and rugby football",NO_Q,NO_Q,"American football evolved in the United States, originating from the sports of association football and rugby football.",NO_Q,-1.0
592,578,Apprentice: I like zombie games. Wizard: I like zombie games too. I play on the,Wizard,Wizard likes zombie games too.,"A version for iOS was released in February 2010, and an HD version for the iPad.",[CLS],0.0
593,579,"Wizard: I love Elvis music. He died on August 16, 1977.","August 16, 1977",When did Elvis Presley die?,"With a series of successful network television appearances and chart-topping records, he became the leading figure of the newly popular sound of rock and roll.",[CLS],0.0
594,580,Apprentice's favorite hobby is amateur gymnastics. Wizard has never tried it.,amateur gymnastics,Wizard has never tried it.,"It typically involves the women's events of vault, uneven bars, balance beam and floor exercise.",[CLS],0.0
595,581,wizard: american football is a sport played by two teams on a rectangular field with goal,NO_Q,NO_Q,Points are primarily scored by advancing the ball into the opposing team's end zone for a touchdown or kicking the ball through the opponent's goalposts for a field goal.,NO_Q,-1.0
596,582,wizard: i think they are very comfortable.,NO_Q,NO_Q,"The garment is mostly associated with the college culture of the Roaring Twenties and early 1930s, being also popular throughout the 1950s, the 1970s and the 1990s.",NO_Q,-1.0
597,583,apprentice is a paramedic.,NO_Q,NO_Q,"The scope of the role varies widely across the world, having originally developed as a paraprofession in the United States during the 1970s.",NO_Q,-1.0
598,584,apprentice: i wish it wasn't so expensive. if it wasn't for medical bills,NO_Q,NO_Q,"However, with the advent of medical practice management software, also known as health information systems, it has become possible to efficiently manage large amounts of claims.",NO_Q,-1.0
599,585,"harry potter is a fictional character in the ""harry potter"" series of novels and films",NO_Q,NO_Q,"Death Eaters are fictional characters in the ""Harry Potter"" series of novels and films.",NO_Q,-1.0
600,586,wizard: i'd love to visit the emerald isle. it's so beautiful.,NO_Q,NO_Q,Just under 4.8 million live in the Republic of Ireland and just over 1.8 million live in Northern Ireland.,NO_Q,-1.0
601,587,"wizard: yes, they are very good athletes.",NO_Q,NO_Q,"It can be performed to motivate sports teams, entertain the audience, or for competition.",NO_Q,-1.0
602,588,"apprentice: yes, i was a cheerleader in high school. by chanting,",NO_Q,NO_Q,"Competitive routines typically range anywhere from one to three minutes, and contain components of tumbling, dance, jumps, cheers, and stunting.",NO_Q,-1.0
603,589,apprentice: i love cheerleading competitions. the flyers scare me a bit though,NO_Q,NO_Q,Cheerleading began during the late 18th century with the rebellion of male students.,NO_Q,-1.0
604,590,mississippi,NO_Q,NO_Q,He practiced criminal law for about a decade and served in the House of Representatives in Mississippi from January 1984 to September 1990.,NO_Q,-1.0
605,591,"wizard: yes, it is only done on snow.",NO_Q,NO_Q,"Cross-country skiing is a form of skiing where skiers rely on their own locomotion to move across snow-covered terrain, rather than using ski lifts or other forms of assistance.",NO_Q,-1.0
606,592,"wizard: yes, i think it's the same for everyone.",NO_Q,NO_Q,"The English word ""winter"" comes from the Proto-Indo-European root ""wend,"" relating to water.",NO_Q,-1.0
607,593,Wizard: at a field with goalposts.,Wizard,wizard at a field with goalposts,"American football, referred to as football in the United States and Canada, and also known as gridiron football or simply gridiron, is a team sport played by two teams of eleven players on a rectangular field with goalposts at each end.","[CLS] wizard at a field with goalposts[SEP] american football, referred to as football in the united states and canada, and also known as gridiron football or simply gridiron, is a team sport played by two teams of eleven players on a rectangular field with goalposts at each end",0.04545454545454545
608,594,"hugo william koehler was born on july 19, 1886 in st. louis,",NO_Q,NO_Q,"He received the Navy Cross for his service during World War I.  Hugo William Koehler was born on July 19, 1886 in St. Louis, Missouri.",NO_Q,-1.0
609,595,Khan was born circa 1162 and died in 1227. He was the founder of the Mon,1227,date of death,"His descendants extended the Mongol Empire across most of Eurasia by conquering or creating vassal states in all of modern-day China, Korea, the Caucasus, Central Asia, and substantial portions of Eastern Europe and Southwest Asia.",[CLS],0.0
610,595,Khan was born circa 1162 and died in 1227. He was the founder of the Mon,Khan,Mongol,"His descendants extended the Mongol Empire across most of Eurasia by conquering or creating vassal states in all of modern-day China, Korea, the Caucasus, Central Asia, and substantial portions of Eastern Europe and Southwest Asia.",his descendants extended the mongol empire,0.0
611,596,the patriots lost the super bowl this year.,NO_Q,NO_Q,"Thomas Edward Patrick Brady Jr. (born August 3, 1977) is an American football quarterback for the New England Patriots of the National Football League (NFL).",NO_Q,-1.0
612,597,"the first match of american football was played on november 6, 1869, between two college teams,",NO_Q,NO_Q,"The first match of American football was played on November 6, 1869, between two college teams, Rutgers and Princeton, under rules based on the association football rules of the time.",NO_Q,-1.0
613,598,"apprentice: yes, i have. i worked with a company in the automotive industry.",NO_Q,NO_Q,"Auto racing (also known as car racing, motor racing, or automobile racing) is a motorsport involving the racing of automobiles for competition.",NO_Q,-1.0
614,599,The Wizard explains that green is the color between blue and yellow.,Wizard,green is the color between blue and yellow.,It is evoked by light which has a dominant wavelength of roughly 495570 nm.,[CLS],0.0
615,599,The Wizard explains that green is the color between blue and yellow.,The Wizard,green is the color between blue and yellow.,It is evoked by light which has a dominant wavelength of roughly 495570 nm.,[CLS],0.0
616,600,apprentice: i like the modern version without no buttons and hangs open by design. wizard:,NO_Q,NO_Q,no_passages_used,NO_Q,-1.0
617,601,"wizard: yes, i used to ski when i was younger, but i switched to snowboarding",NO_Q,NO_Q,no_passages_used,NO_Q,-1.0
618,602,apprentice: i like nickelback too. they're canadian and started in 1995. until,NO_Q,NO_Q,"Nickelback is one of the most commercially successful Canadian groups, having sold more than 50 million albums worldwide and ranking as the eleventh best-selling music act, and the second best-selling foreign act in the U.S. of the 2000s, behind The Beatles.",NO_Q,-1.0
619,603,harry potter and the philosopher's stone is the first book of the series.,NO_Q,NO_Q,Harry Potter is a series of fantasy novels written by British author J. K. Rowling.,NO_Q,-1.0
620,604,apprentice: i have been duck hunting.,NO_Q,NO_Q,"In many western countries, commercial waterfowl hunting is prohibited, and duck hunting is primarily an outdoor sporting activity.",NO_Q,-1.0
621,605,"wizard: yes, there are official competitions of some kind.",NO_Q,NO_Q,Some schools make this a two-stage process.,NO_Q,-1.0
622,606,apprentice: i don't like instagram. it's too much ads.,NO_Q,NO_Q,"It was created by Kevin Systrom and Mike Krieger, and launched in October 2010 as a free mobile app exclusively for the iOS operating system.",NO_Q,-1.0
623,607,"apprentice: i've never tried to be a cheerleader, but they were always popular",NO_Q,NO_Q,It can range from chanting slogans to intense physical activity.,NO_Q,-1.0
624,608,wizard: i've never been skiing either. i can't even skate so i doubt,NO_Q,NO_Q,"Although modern skiing has evolved from beginnings in Scandinavia, it may have been practiced more than 100 centuries ago in what is now China, according to an interpretation of ancient paintings.",NO_Q,-1.0
625,609,Elvis Presley began his career way back in 1954.,Elvis Presley,The King of Rock 'n' Roll,"Regarded as one of the most significant cultural icons of the 20th century, he is often referred to as the ""King of Rock and Roll"" or simply ""the King"".","he is often referred to as the ""king of rock and roll"" or simply ""the king"".",0.0
626,609,Elvis Presley began his career way back in 1954.,1954,When did Elvis Presley begin his career?,"Regarded as one of the most significant cultural icons of the 20th century, he is often referred to as the ""King of Rock and Roll"" or simply ""the King"".",[CLS],0.0
627,610,wizard: northern ireland is part of the united kingdom. northern ireland is a part of ireland,NO_Q,NO_Q,"The civil war was waged between two opposing groups, Irish republicans and Irish nationalists, over the Anglo-Irish Treaty.",NO_Q,-1.0
628,611,"Elvis Presley's first RCA single, ""Heartbreak Hotel"", was released in",Heartbreak Hotel,Heartbreak Hotel,"Presley's first RCA single, ""Heartbreak Hotel"", was released in January 1956 and became a number one hit in the United States.","""heartbreak hotel"", was released in january 1956 and became a number one hit in the united states.",0.2666666666666667
629,612,wizard: i've been to the indy 500 a few times. it was,NO_Q,NO_Q,"A V8 engine is an eight-cylinder V configuration engine with the cylinders mounted on the crankcase in two sets (or banks) of four, with all eight pistons driving a common crankshaft.",NO_Q,-1.0
630,613,apprentice: i heard that at most places you have to actually pay to rent shoes.,NO_Q,NO_Q,"A strike is when all the pins are knocked down on the first roll, whereas a spare is when all the pins are knocked over on the second shot.",NO_Q,-1.0
631,614,apprentice: i love it too! it allows me to buy anything over the internet with just my,NO_Q,NO_Q,"A typical online store enables the customer to browse the firm's range of products and services, view photos or images of the products, along with information about the product specifications, features and prices.",NO_Q,-1.0
632,615,wizard: the target is a bowling ball.,NO_Q,NO_Q,"The maximum score is 300, which is achieved by getting 12 strikes in a row.",NO_Q,-1.0
633,616,"wizard: american football is a hybrid of rugby and soccer. apprentice: yes, and our",NO_Q,NO_Q,Michigan was independent of any conference until 1896 when it became one of the founding members of the Western Conference (now known as the Big Ten Conference).,NO_Q,-1.0
634,617,"Elvis Presley's first RCA single, ""Heartbreak Hotel"", was released in",Heartbreak Hotel,Heartbreak Hotel,"Presley's first RCA single, ""Heartbreak Hotel"", was released in January 1956 and became a number one hit in the United States.","""heartbreak hotel"", was released in january 1956 and became a number one hit in the united states.",0.2666666666666667
635,618,"the first match of american football was played on november 6, 1869, between two college teams,",NO_Q,NO_Q,"The first match of American football was played on November 6, 1869, between two college teams, Rutgers and Princeton, under rules based on the association football rules of the time.",NO_Q,-1.0
636,619,wizard: so what is hunting?,NO_Q,NO_Q,"Lawful hunting is distinguished from poaching, which is the illegal killing, trapping or capture of the hunted species.",NO_Q,-1.0
637,620,The Goldendoodle is a cross-breed dog.,a cross-breed dog,The Goldendoodle is a cross breed dog,The Goldendoodle was first bred by Monica Dickens in 1969.,[CLS],0.0
638,621,apprentice: i love the color green. it reminds me of trees and nature. wizard:,NO_Q,NO_Q,"By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy.",NO_Q,-1.0
639,622,apprentice: i bowl all the time. i go to an ally by my house.,NO_Q,NO_Q,Duckpin bowling is a variation of 10-pin bowling.,NO_Q,-1.0
640,623,wizard: i agree. it's often been called the language of business. it can measure,NO_Q,NO_Q,"Financial accounting focuses on the reporting of an organization's financial information, including the preparation of financial statements, to external users of the information, such as investors, regulators and suppliers; and management accounting focuses on the measurement, analysis and reporting of information for internal use by management.",NO_Q,-1.0
641,624,wizard: bowling has been around for a long time. it was invented in the 16,NO_Q,NO_Q,,NO_Q,-1.0
642,625,Apprentice: I like Elvis Presley's songs. Do you? Wizard: Yes I do,Apprentice,Apprentice likes Elvis Presley's songs.,"Craps is a dice game in which the players make wagers on the outcome of the roll, or a series of rolls, of a pair of dice.",[CLS],0.0
643,626,"Wizard: Management consulting is the practice of helping organizations to improve their performance, operating primarily through",Management consulting,consulting,Consulting services are part of the tertiary sector and account for several hundred billion dollars in annual revenues.,consulting services are part of the tertiary sector and account for several hundred billion dollars in annual revenues,0.1111111111111111
644,627,six,NO_Q,NO_Q,"Guns N' Roses has released six studio albums, accumulating sales of more than 100 million records worldwide, including 45 million in the United States, making them the 41st best-selling artist of all time.",NO_Q,-1.0
645,628,apprentice: i don't use it but my niece and mom use it all the time.,NO_Q,NO_Q,The massive influx of personal information that has become available online and stored in the cloud has put user privacy at the forefront of discussion of the databases ability to safely store such personal information.,NO_Q,-1.0
646,629,"wizard: kurt cobain was an american songwriter, singer, and musician, most",NO_Q,NO_Q,"Following the success of ""Nevermind"", Nirvana was labeled ""the flagship band"" of Generation X, and Cobain hailed as ""the spokesman of a generation"".",NO_Q,-1.0
647,630,"wizard: well, the main target is to usually knock over pins at the end of ",NO_Q,NO_Q,"Three consecutive strikes is a known as a ""turkey"".",NO_Q,-1.0
648,631,apprentice: i eat mine with chips.,NO_Q,NO_Q,"A hot dog (also spelled hotdog), also known as a frankfurter (sometimes shortened to frank), dog, or wiener, is a cooked sausage, traditionally grilled or steamed and served in a partially sliced bun.",NO_Q,-1.0
649,632,apprentice: my sister is a cherrleader and she is one of the best in,NO_Q,NO_Q,"Cheerleading originated in the United States, and remains predominantly in America, with an estimated 1.5 million participants in all-star cheerleading.",NO_Q,-1.0
