,episode_idx,topic,round,message,response,knowledge,gold,Q2
521,521,John Grisham,3,I have always heard that. Does he still write new book? Is he still alive?,"After the conclusion of the sixth season of I Love Lucy, the Arnazes decided","The book was adapted into a 1993 feature film of the same name, starring Tom Cruise, and a 2012 TV series which ""continues the story of attorney Mitchell McDeere and his family 10 years after the events of the film and novel.""","Yes hes 63 today, And as of 2012, his books have sold an astounding 275 million copies worldwide.",0.0
522,522,Broken heart,3,Yeah we where together for 4 years,The Impossible Years,"The ""social-attachment system"" uses the ""pain system"" to encourage humans to maintain their close social relationships by causing pain when those relationships are lost.",Im sorry to hear that.  Emotion pain if severe enough can cause actual physical damage to the heart,0.0
526,526,Green,4,"I want to say most plants are green because of that stuff in them, chlorophyll I think? ",Ellington began to make recordings with smaller groups,"Conversely, it is a poor absorber of green and near-green portions of the spectrum, which it reflects, producing the green color of chlorophyll-containing tissues.",Right!  It allows plants to absorb energy from light - and is essential in photosynthesis,0.0
527,527,Bowling,3,"Oh I was talking about the bowling that goes on in bowling lanes, but what are the other forms of bowling?",Lambert is best known for his theatrical performance style and meticulous attention to detail in all aspects of his,"In target variations, the aim is usually to get the ball as close to a mark as possible.","There is pin bowling which you're probably familiar with. There is also target bowling, where the rolling surface could be grass or gravel!",0.0
528,528,Stock market,4,Who uses the stock exchange?,"Cronin was named player-manager of the Senators in 1933, a post ","Stock exchanges list shares of common equity as well as other security types, e.g.","buy and sell shares of stock, bonds",0.0
529,529,Archery,3,"Back in the midwest, a lot of people still use it to hunt. A lot of states allow people to archery hunt earlier in the season before rifle season opens. ","Bolton and Kern had a musical, Very Good Eddie, running at the Princess Theatre in",The oldest bows known so far come from the Holmegård swamp in Denmark.,"Very cool. Archery can be traced back as early as 10,000 BC in the late Paleolithic where they were used to hunt.",0.0
531,531,Archery,3,Are there different kinds of bows?,Shen Kuo was born in Qiantang (modern-day Hangzhou) in,"In modern times, it is mainly a competitive sport and recreational activity.","There is the composite bow, a traditional bow of horn, wood and sinew.",0.0
535,535,Elvis Presley,3,Can you tell me more about him? Like where he lived?,Jane Goodall Institute,"It is located at 3764 Elvis Presley Boulevard in the vast Whitehaven community, about 9 miles (14.5 km) from Downtown and less than four miles (6 km) north of the Mississippi border.","Yeah! He was born in Tupelo, Mississippi and moved to Memphis when he was 13 years old.",0.0
538,538,Cardigan (sweater),3,"That's cool, do you know when they were first made?",The Roaring Twenties,A cardigan is a type of knitted garment (sweater) that has an open front.,"I'm unsure of its earliest origins, but the earliest popularized date of the shirt I'm aware of is from the 1930s.  I'm sure it's been around for longer.",0.0
547,547,Online shopping,3,"i'm currently living in a fairly rural location for work and it's just so much easier to use Amazon Prime for shopping, my only other alternative is driving 30 minutes to walmart",Carpentier studied music theory at the Lycee Jeanson de Sailly when ,"As of 2016, customers can shop online using a range of different computers and devices, including desktop computers, laptops, tablet computers and smartphones.","It is so much easier, especially when you live in rural locations.  I also like how you can use online shopping to compare among alternative vendors for the same product with different retailers.  ",0.0
548,548,Green,3,"Yes it is. It is also the color of Emeralds, and sometimes the color of camouflage.",Kelly's first professional race was the Etoile de Besseges. It started on,Many creatures have adapted to their green environments by taking on a green hue themselves as camouflage.,I have read it has a dominant wavelength of roughly 495570 nm.,0.0
549,549,Accounting,3,"If it is very serious, but it is an exciting job that allows to do all financial processes in an orderly manner.","Bobby Darin was reared by his maternal grandmother, whom he believed was his mother",Practitioners of accounting are known as accountants.,Accounting was established by an Italian mathematician in 1494!,0.0
554,554,Elvis Presley,3,"yes, I do. I am familiar with his big hits","Joel recorded his second Columbia album in Los Angeles, Streetlife Serenade.","Regarded as one of the most significant cultural icons of the 20th century, he is often referred to as the ""King of Rock and Roll"" or simply ""the King"".",He was born Elvis Aaron Presley!  I actually really like his whole name.,0.0
555,555,Broken heart,3,"Yeah, I am feeling both right now... :(  Do you know how to make it stop? ",Mystique becomes the adoptive mother of the four-year-old girl Rogue.,"Emotional pain that is severe can cause 'broken heart syndrome', including physical damage to the heart.","If it is mental suffering, sometimes you just need time.",0.0
557,557,Elvis Presley,4,"That makes sense, his music was very similar in sound to that of African American music back in the day. I'd love to hear more!","Mudvayne participated in the Summer Sanitarium Tour, headlined by Metallica","Presley's first RCA single, ""Heartbreak Hotel"", was released in January 1956 and became a number one hit in the United States.","Yes.  His music was not always accepted by the masses.  The youth truly enjoyed his uptempo, backbeat-driven music.  Elvis as a pioneer in fusing country music with rhythm and blues.  His style was original and unique for its time!",0.0
559,559,Elvis Presley,4,That's actually one of my favorite songs by him. If I had to choose it would be that or Jailhouse Rock.,Wizard: Yeah I have listened to his music. Heartbreak Hotel was a number one,"Presley was born in Tupelo, Mississippi, and relocated to Memphis, Tennessee, with his family when he was 13 years old.","That was a very popular song. He didn't write it though, but then again most artists don't.",0.0
561,561,Cod,4,What do you mean?,"Sheehan's death was ruled an accidental drug overdose, with cocaine, Val","Cod is the common name for the genus ""Gadus"" of demersal fishes, belonging to the family Gadidae.","Know Nothings"" believed a ""Romanist"" conspiracy was afoot to subvert  politically organize native-born Protestants .",0.0
565,565,Winter,4,"I was just thinking that it is winter in some parts of the world, but I can't remember where!","They reported, but attempted to leave after only a few minutes.",Christmas traditions vary from country to country.,In the northern hemisphere it will be winter and then in the southern hemisphere it's summer. ,0.0
573,573,Popcorn,3,yup. that sounds good and the popping sound will be amazing to hear,The Kinks started out playing the then popular R&B and blues styles; then,"The dish consists of tortilla chips (or ""totopos"") covered with cheese or cheese-based sauce, and is often served as a snack.",I agree with you.  Experts have found that the popping of the kernels happened by people as far back as the early 19th Century! So it not just a modern day food.,0.0
575,575,Hunting,4,Really? have eaten deer meat  and how does deer meat taste?,Cronkite's tenure as anchor of the CBS Evening News made him an icon,"LOL, or lol, is an acronym for laugh(ing) out loud or lots of laughs, and a popular element of Internet slang.","Yeah deer meat is a little tougher than beer, although that may have been my mistake for overcooking it.",0.0
582,582,Cardigan (sweater),4,They are extremely comfortable.,Roy Rogers was honored with three stars on the Hollywood Walk of Fame: for Motion Pictures at,"The garment is mostly associated with the college culture of the Roaring Twenties and early 1930s, being also popular throughout the 1950s, the 1970s and the 1990s.",The more modern versions now have no buttons and just kinda hang open - my daughters like those kind.,0.0
584,584,Medical billing,3,i wish it wasnt so expensive. if it wasnt for medical bills i would probably have alot better credit,Hayes had his finest hour as a sprinter. He won the 100m at,"However, with the advent of medical practice management software, also known as health information systems, it has become possible to efficiently manage large amounts of claims.",Do you receive your bills on paper still?,0.0
587,587,Cheerleading,3,Cheerleaders have to be pretty good athletes themselves. Many of them do all kinds of stunts!,"Akram was a man possessed of accurate control of line and length, accompanied by","It can be performed to motivate sports teams, entertain the audience, or for competition.",Yes the activities can be chanting of  slogans to intense physical activity.,0.0
589,589,Cheerleading,3,"It's pretty risky. A cheerleader from Southern Illinois University fractured her back and hit her head from falling from a pyramid stunt. She's fully recovered now though,thank goodness.",Terry Fator was on America's Got Talent in 2007.,Cheerleading began during the late 18th century with the rebellion of male students.,"Oh that is very serious. Good she is okay. Routines don't last long, but they incorporate dance, tumbling and such.",0.0
593,593,American football,4,"oh wow that sounds complex, where do they play these foot ball at ?",Bert Bell wanted to become an owner of a team based in Philadelphia.,"American football, referred to as football in the United States and Canada, and also known as gridiron football or simply gridiron, is a team sport played by two teams of eleven players on a rectangular field with goalposts at each end.",Usually its a rectangular field some teams have stadiums,0.0
595,595,Genghis Khan,3,Didn't that empire stretch over most of the continent and then some?,"He won Paris-Nice (where he became the first, and still the only,","His descendants extended the Mongol Empire across most of Eurasia by conquering or creating vassal states in all of modern-day China, Korea, the Caucasus, Central Asia, and substantial portions of Eastern Europe and Southwest Asia.","Yes, by the end of Khan's life, the Mongol Empire stretched across Central Asia and China.",0.0
596,596,American football,3,Cool I am a Ravens fan. I'm sure you're disappointed about your Super Bowl loss this year.,Krauss' second Union Station album Every Time You Say Goodbye was released in 1992,"Thomas Edward Patrick Brady Jr. (born August 3, 1977) is an American football quarterback for the New England Patriots of the National Football League (NFL).","I am very disappointed but our offense did really well advancing down the field, our running and passing game wasn't too bad.",0.0
598,598,Auto racing,4,"That's cool, have you ever seen a live race before?",American Bison,"Auto racing (also known as car racing, motor racing, or automobile racing) is a motorsport involving the racing of automobiles for competition.",No but auto racing is definitely intiguing to me with the competitions and fast cars and such,0.0
599,599,Green,3,That makes sense! I remember mixing blue and yellow paint in school to make green.  My favorite shade is like an emerald green.,"After Osceola's death, army doctor Frederick Weedon persu",It is evoked by light which has a dominant wavelength of roughly 495570 nm.,"By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize ",0.0
601,601,Skiing,4,Snowboarding completely eliminates the needs for those poles too. Interesting that they used to only use one pole. Maybe they were the first snowboarders!,Vladimir Tismaneanu is a noted author of memoirs. This part of his work,no_passages_used,"The developers of snowboarding got inspiration from skateboarding, sledding, surfing and skiing. I also used to skateboard and surf when I was younger, but I would look a little silly skateboarding now. Have you ever gone surfing?",0.0
604,604,Waterfowl hunting,3,"Sort of yes, it is duckhunting and you sometimes have a dog with you to retrieve them","Donovan published an autobiography, Fatso, in 1987.","In many western countries, commercial waterfowl hunting is prohibited, and duck hunting is primarily an outdoor sporting activity.",Are shotguns usually the go to gun for this?,0.0
608,608,Skiing,4,"Yes it is. It looks hard to do. Even if you could get your balance, to actually navigate the snow would be hard.",Santorum served in the United States Senate representing Pennsylvania from 1995 to 2007,"Although modern skiing has evolved from beginnings in Scandinavia, it may have been practiced more than 100 centuries ago in what is now China, according to an interpretation of ancient paintings.",I love watching all the talented sking events at the olympic games,0.0
614,614,Online shopping,3,isn't it amazing? and then it gets delivered right to your door,"Jenner was the American champion in the men's decathlon event in 1974, and","A typical online store enables the customer to browse the firm's range of products and services, view photos or images of the products, along with information about the product specifications, features and prices.",I love the search option that stores have so I can find what I need rather quickly.,0.0
615,615,Bowling,4,What is the target?,Timmons moved to New York in 1954. He played with Kenny Dorham in,"The maximum score is 300, which is achieved by getting 12 strikes in a row.",target is usually to knock over pins at the end of a lane,0.0
618,618,American football,3,I'm sure it's a complete different game then it is today. The year the Detroit Lions will win the super bowl.,John Candy,"The first match of American football was played on November 6, 1869, between two college teams, Rutgers and Princeton, under rules based on the association football rules of the time.",The first match was between Rutgers and Princeton.,0.0
619,619,Hunting,4,oh yea well it wouldnt be hunting if you didnt,"Turner's fifth studio album, Punching Bag, was released via MCA Nashville on June","Lawful hunting is distinguished from poaching, which is the illegal killing, trapping or capture of the hunted species.",Hunting wild life is commoly done by humans,0.0
622,622,Bowling,3,I do I play all the time! I go to a ally by my house.,The ABBA Generation was released in 1999.,Duckpin bowling is a variation of 10-pin bowling.,What do you think about ten-pin bowling?,0.0
628,628,Instagram,3,I actually don't use it but my niece and mom use it all the time.  do you like to use it?,Bob Fitzsimmons won a disputed version of the World Heavyweight Championship,The massive influx of personal information that has become available online and stored in the cloud has put user privacy at the forefront of discussion of the databases ability to safely store such personal information.,I do enjoy it. Instagram allows people to upload pictures and videos and get views and likes. Some people are even famous because of it.,0.0
631,631,Hot dog,4,You do mayonnaise I will pass but I over to put mustard and ketchup. Do you eat yours with fried or chips?,Salvador Dali,"A hot dog (also spelled hotdog), also known as a frankfurter (sometimes shortened to frank), dog, or wiener, is a cooked sausage, traditionally grilled or steamed and served in a partially sliced bun.","yes i like eating it with a potato chip or a crisp, it gives some crunch to it :D Have you tried smoked frankfurters?",0.0
632,632,Cheerleading,3,"yeah they are, they go to competitions all the time. Could you tell me more about cheerleading?","Curfew met Sunday School, which con","Cheerleading originated in the United States, and remains predominantly in America, with an estimated 1.5 million participants in all-star cheerleading.","Yeah, the competitive routines tend to range from one to three minutes and will include various activities like dance and tumbling.  Does your sister have a specialty on the team?",0.0
641,641,Archery,3,Interesting.  When was archery first used?,The band was moved up to Megaforce's parent label Atlantic Records for the release of their,The bow and arrow seems to have been invented in the later Paleolithic or early Mesolithic periods.,Hunting with a bow and arrows was one of the first hunting methods to develop after the spear. ,0.0
642,642,Winter,4,"In my area, they say ""If you don't like the weather, just wait ten minutes.""  So adaptation to vagarities is the norm.",Alston played minor league baseball as an infielder for the Greenwood Chiefs and Hunt,"The climate of the Arctic is characterized by long, cold winters and short, cool summers.","More so,many regions, winter is associated with snow and freezing temperatures.",0.0
645,645,Bowling,4,Yeah i guass it can be fun,Schirra was commissioned as an ensign in the United States Navy in 1945,I Like Music has grown 100% organically and retains full independence despite its hundreds of thousands of monthly visitors.,do you like music? video games have great music,0.0
650,650,Green,3,"My girlfriend always teases me about green being my favorite color.. Do me a favor, tell me the best fact you know about green, or the coolest instance of green in nature, etc. Just something to show her it's a good color to choose as your favorite.","Sara Evans was born in Boonville, Missouri, in 1971, and is of Welsh,",It also has a long historical tradition as the color of Ireland and of Gaelic culture.,"You should know that in the Middle Ages and Renaissance, green was associated with merchants and bankers! I bet your girlfriend might be impressed by that!",0.0
651,651,Cardigan (sweater),4,ok buddy good. it is good for cool weather,"Hattie died of breast cancer at age 57 on October 26, 1952, in the hospital","The garment is mostly associated with the college culture of the Roaring Twenties and early 1930s, being also popular throughout the 1950s, the 1970s and the 1990s.","Yeah! It's for the fresh kind of weather, where you can't be without a sweater because it's too cold nor can you be with a jacket because then it gets too hot. You know?",0.0
653,653,Cycling,3,"Well, I'm just a casual rider. What type of rider are you?",Van Helsing refers to the act of drinking blood by both the vampire and the,The California Trail was an emigrant trail of about across the western half of the North American continent from Missouri River towns to what is now the state of California.,I am a mountain biker. I enjoy riding over rough terrain and up and down mountains.  have you heard of this sport?,0.0
654,654,Hot dog,4,This type of sausage was culturally imported from Germany and popularized in the United States,The Federation of Northern Syria - Rojava,"Typical garnishes include mustard, ketchup, onions, mayonnaise, relish, coleslaw, cheese, chili, olives, and sauerkraut.","Yea, they are also classified as sausage sandwiches",0.0
658,658,American football,3,My husband loves the Giants.  My best friend is a Jet fanatic lol I am like OMG when is the season over ,"N.W.A.'s original lineup consisted of Arabian Prince, Dr.","In Canada, the term ""football"" may refer to Canadian football and American football collectively, or to either sport specifically, depending on context.","thats funny! i just don't like the fact that you have to advance the ball 10 yards in four downs, or they turn over the ball, its so confusing",0.0
663,663,American football,4,Wow!  I did not know it was that old.  Do you know who the teams were?,In 1962 Thompson entered three John Crosthwaite designed cars in the Indianapolis 500. Un,"American football evolved in the United States, originating from the sports of association football and rugby football.",The teams were Rutgers and Princeton. Two college teams.,0.0
665,665,Goldendoodle,4,Has it been successful for that purpose?,Frost was chosen by writer and producer Ned Sherrin to host the satir,Dander is a protein that sheds from the skin and causes allergies in humans.,"Yes, it has. Their coats do not shed, so it reduces allergies in humans.",0.0
668,668,Elvis Presley,3,Personally I always preferred Johnny Cash over Elvis but you cannot deny that he had the moves,The Brewers,"Presley's first RCA single, ""Heartbreak Hotel"", was released in January 1956 and became a number one hit in the United States.",I mean he was a pioneer of uptempo rockabilly music. It don't get much better than that.,0.0
669,669,American football,4,Oh! I think I get it! Does each player have a different role to play on the team? Do some kick and some block?,"Swift has said she owes her confidence to her mother, who helped her prepare for","American football, referred to as football in the United States and Canada, and also known as gridiron football or simply gridiron, is a team sport played by two teams of eleven players on a rectangular field with goalposts at each end.","Essentially, yes! There are those who block for the quarterback, who throws the ball to the wide receivers to catch it, or he can give it to the running back to carry it. And the defense has both those to rush the quarterback and to guard the receivers. Interestingly, this all started from evolving from rugby football!",0.0
670,670,Hunting,3,"It does sound fun, but I think I'd have a hard time killing an animal unless I absolutely had to!","Glover was a member of the Black Students' Union, which, along with the Third","Hunting wildlife or feral animals is most commonly done by humans for food, recreation, to remove predators that are dangerous to humans or domestic animals, or for trade.","I do it because I live out in the middle of nowhere, so I need food. Others might do it just for fun, or to trade.",0.0
672,672,Accounting,3,"Wow, I had no idea they've been around so long. I've only been working for a few months since I finished school. Do you know what kind of things they do?","Pierre Monteux's first high-profile conducting experience came in 1895, when he","The terms ""accounting"" and ""financial reporting"" are often used as synonyms.",they measure process and communicate financial information about economic entities like business and corporations. a good field for people who love math,0.0
673,673,Bodybuilding supplement,4,"Burns a lot of calories too. Much more than running I think,per hour ",Chapman went on tour to several Asian countries. His website claims his concert for U.,The training focuses on performing quality weight training repetitions to the point of momentary muscular failure.,HIT created in the 70's by Arthur Jones also burns calories. ,0.0
677,677,Discovery Channel,3,Damn that's a lot of people that must watch it then.,Fellini's first screenplay was Mario Mattoli's Il pirata sono,"Programming on the flagship Discovery Channel in the U.S. is primarily focused on reality television series, such as speculative investigation (with shows such as ""MythBusters"", ""Unsolved History"", and ""Best Evidence""), automobiles, and occupations (such as ""Dirty Jobs"" and ""Deadliest Catch""); it also features documentaries specifically aimed at families and younger audiences.",Yeah in america almost 97% of people own a TV so im sure alot of people are tuned in all the time! What is your favorite show?,0.0
679,679,Medical billing,3,Absolutely! It is a very complex issue with no real clear answers in sight. I do feel for families though who can't afford to take care of their loved ones.,Said criticized the American military involvement in the Kosovo War (1998-99) as an,"One of the earliest health care proposals at the federal level was the 1854 Bill for the Benefit of the Indigent Insane, which would have established asylums for the indigent insane, as well as the blind, and deaf via federal land grants to the states.",It's been going on for a long time.  One of the earliest proposals at the federal level was in 1854.,0.0
680,680,Winter,3,What else can you tell me about the season of winter?,Breakfast at Tiffany's: A Short Novel and Three Stories (1958) brought together the title,Winter is caused by the axis of the Earth in that hemisphere being oriented away from the Sun.,"Well, in different cultures they define it differently as far as the start goes.  Some also define it based on the weather.",0.0
681,681,Green,4,YES ITS VERY CORRECT,Earl had to leave due to World War I.,"By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy.",It is used in painting and color printing ,0.0
682,682,Dylan's Candy Bar,3,"Sure, I'd love to hear about it. What kinds of things do they make?",Dylan's Candy Bar is a chain boutique candy shop located in the U.S.,"It is owned by Dylan Lauren, daughter of fashion designer Ralph Lauren.","They claim to be the largest unique candy store in the world, which was inspired by Roald Dahl's story of the Willy Wonka Chocolate Factory.",0.0
684,684,Hunting,4,Isn't too much hunting bad for the environment? ,"Flo Rida's debut album, Mail on Sunday, was released in March 2008",no_passages_used,"it is, but that's why there are laws. Lawful hunting is distinguished from poaching which is the illegal killing or trapping animals",0.0
686,686,Genghis Khan,3,oh yea and he conquered so much so fast,Conrad was relieved of russian subject after the publication of Chance in 1913.,These campaigns were often accompanied by large-scale massacres of the civilian populations – especially in the Khwarazmian and Western Xia controlled lands.,"after he named himself genghis, he proceeded to capture most of uerasia",0.0
690,690,Stock market,3,"Interesting. So technically, when people purchase stocks, they are purchasing a small claim or share on a business?",Lewontin has worked in both theoretical and experimental population genetics. A hallmark of his,Examples of the latter include shares of private companies which are sold to investors through equity crowdfunding platforms.,they can also include securities listed on a public stock exchange as well as those only traded privately,0.0
694,694,Green,3,I do love the reds and greens of Christmas. I wonder where that tradition originated?,"Hannity's comeback coincided with his early, eager embrace of his fellow New York","In the Middle Ages and Renaissance, green was the color commonly associated with merchants, bankers and the gentry, while red was reserved for the nobility.",I suppose the natural greenery and trees brought in from outside contributed to it.,0.0
697,697,The Walking Dead (TV series),4,Where is it streaming? I have Netflix and Hulu.,"Howard graduated from Lafayette High School (Wildwood, St. Louis County, Mo.","Beginning with its third season, ""The Walking Dead"" has attracted the most 18- to 49-year-old viewers of any cable or broadcast television series.",It's streaming on Netflix. Most of it is also filmed in Atlanta Georgia and Alexandria Virginia.,0.0
698,698,Elvis Presley,3,Very talented man. I also remember the day he died - I was at work as a server in a pub and the news came over the radio. Very sad.,"Auerbach died of a heart attack on October 28, 2006 at the age of 89","Elvis Aaron Presley (January 8, 1935 – August 16, 1977) was an American singer, musician, and actor.","Yes, August 16th, 1977 was a very sad day for many people, especially his fans.",0.0
700,700,Green,3,Is it a primary colour?,Bush was president,"By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy.","Not, in the subtractive color system. But in the RGB system used for television it is used. ",0.0
702,702,Irish coffee,3,"There is a shop in my town that serves Irish Coffee, called the Dirty Mug.",Subhas Chandra Bose,"Irish coffee () is a cocktail consisting of hot coffee, Irish whiskey, and sugar (some recipes specify that brown sugar should be used), stirred, and topped with thick cream.",Do you prefer an irish coffee made with brown sugar or white sugar?,0.0
704,704,Cardigan (sweater),4,Haha those are my favorite. I love to go to GoodWill or Salvation Army to find the ones from the 80s!,Bryzgalov played two seasons with Lada Togliatti before joining the,"It is present in 128 countries, running charity shops, operating shelters for the homeless and disaster relief and humanitarian aid to developing countries.",That is awesome!  The Salvation Army is a great charity organization,0.0
707,707,Cheerleading,3,"Thats a lot of people, I guess I would have thought more though.","On January 4, 2000, Cuban purchased a majority stake in the NBA's Dallas Ma","Varsity Spirit Corp. is an American organization that sells cheerleading and dance apparel, trains cheerleaders and dancers at educational camps and hosts cheerleading competitions.",I think it's a fair number as they are mostly to motivate sports teams and entertain the audience. I assume there are so many teams to cheer for!,0.0
710,710,Broken heart,3,ohhhhhhh i didnt know that,The Aquabats were promptly signed to Goldenvoice Records and released their second album The Fury,"The concept is cross-cultural, often cited with reference to a desired or lost lover, and dates back at least 3,000 years.",Emotion pain that is severe can cause physical damage to the heart,0.0
715,715,Guns N' Roses,3,"I've heard that before.. but what's interesting about them? So, first off, I can't even remember what decade they're from. '80s? '70s?",'80s,"Guns N' Roses' debut album, ""Appetite for Destruction"" (1987), reached number one on the ""Billboard"" 200 a year after its release, on the strength of ""Sweet Child o' Mine"", the band's only single to reach number one on the ""Billboard"" Hot 100.","The lineup, when first signed to Geffen Records in 1986 so they consider themselves an 80s band. ",0.0
717,717,Popcorn,3,Do you always get popcorn right before entering movie hall?,"McDaniel died of breast cancer at age 57 on October 26, 1952, in","Popcorn, or pop corn, is a variety of corn kernel, which forcefully expands and puffs up when heated.",the pressure continues eating,0.0
719,719,List of national parks of the United States,3,That's very true. Tedy Roosevelt also had a lot to do with National Parks too  I believe. ,"Paul Reubens was born Paul Rubenfeld in Peekskill, New York, and","Seven national parks (including six in Alaska) are paired with a national preserve, areas with different levels of protection that are administered together but considered separate units and whose areas are not included in the figures below.","That sounds right, but I'm not sure. I do know that Yellowstone is one of 59 protected areas known as a national park, so it's definitely in a small group of national treasures.",0.0
723,723,Motivation,4,Interesting. I wonder how some people are more motivated than others. Perhaps it has to do with their reward system.,Zico was charged with a crime.,"Motivation theories can be classified on a number of bases:  Motivation as a desire to perform an action is usually defined as having two parts, directional such as directed towards a positive stimulus or away from a negative one, as well as the activated ""seeking phase"" and consummatory ""liking phase"".","Yes, some people probably require more prompting to act in a certain way.",0.0
724,724,Green,3,"I didnt realize that either, I mainly like it because it is the color of nature, trees, grass, it is soothing","Griffey accepted a contract offer from the Mariners on February 18, 2009, after ""","Chlorophyll is essential in photosynthesis, allowing plants to absorb energy from light.","Interestingly, chlorophyll is the largest contributor to green in nature!  Red is nice, but green is where it's at!",0.0
728,728,The Walking Dead (TV series),4,Post apocalyptic horror . I like sci fi movies and this is on cable so it's fairly easy to catch if you want to watch it. ,Apprentice: I've never watched the Walking Dead. It's a horror television series,"Beginning with its third season, ""The Walking Dead"" has attracted the most 18- to 49-year-old viewers of any cable or broadcast television series.",I should be completely interested in it - I mean it's filmed right here in Atlanta - I even have friends that have run into the actors just around town.,0.0
729,729,Instagram,4,"That sounds neat! What is street style - street style as in clothes, right?","Wizard: Yes, clothes. I like posting photos of clothes that I like.","The goth subculture adopts dark fashion elements such as black clothing, dyed black hair, dark eyeliner, black fingernails, and black period-styled clothing and a focus on gothic rock and a range of other music genres.",Street style is British fashion culture that is new. What style do you like?,0.0
730,730,Motivation,4,"Yes perhaps. But depending on what it is, you could also develop a dependence on them. ","Pearl Jam has cited many punk rock and classic rock bands as influences, including The Who","This type of motivation has neurobiological roots in the basal ganglia, and mesolimbic dopaminergic pathways.","Yup that kind of ""wanting behavior"" can also be cause by dopaminergic drugs. ",0.0
735,735,Dylan's Candy Bar,4,Candy shop turned boutique where cloths are sold?,"It is owned by Dylan Lauren, daughter of fashion designer Ralph Lauren.","It is owned by Dylan Lauren, daughter of fashion designer Ralph Lauren.","No it doesn't make clothes, boutique as in artisinal! It was inspired by Willy Wonka",1.0
737,737,Nickelback,3,oh really? I didnt know that,Rob Wright returned to his family's home in Victoria after studying in Calgary. His younger brother,"Nickelback is one of the most commercially successful Canadian groups, having sold more than 50 million albums worldwide and ranking as the eleventh best-selling music act, and the second best-selling foreign act in the U.S. of the 2000s, behind The Beatles.","Yep, when Adair replaced drummer Ryan Vikedal. It caused quite a stir amongst the fans.",0.0
741,741,Elvis Presley,4,amazing. she sounds like she was fun... Do you like elvis??,"Joseph recorded his first demo tape and sent it off to Greek composer Yanni, who was",no_passages_used,"I'm not much of an Elvis fan, and I was mistaken.  He was born in 1935, but his career began in 1954.  Oops!  Are you an Elvis fan?",0.0
742,742,Drama school,3,What school do you suggest?,Hardy made his debut for Total Nonstop Action Wrestling (TNA) at the,"Auditions usually involve the performance of monologues and group workshops, and may also include a singing activity.",There are many you should research on the internet.  Entry is usually through a competitive audition process though,0.0
744,744,The Walking Dead (TV series),3,It's one of the most popular shows in the Country.  It's based off of a comic book series.,"The Walking Dead premiered in the United States on October 31, 2010.","""The Walking Dead"" premiered in the United States on October 31, 2010, exclusively shown on cable television channel AMC and internationally on Fox International Channels.",I know there is alI guess kind of a survival horror type show/comic/game,1.0
751,751,Accounting,3,Neat! I just got recently hired. I wonder how long accounting has been around before? Do you use a lot of math?,"Carradine was arrested for assaulting a police officer in the late 1950s, while","Accounting, which has been called the ""language of business"", measures the results of an organization's economic activities and conveys this information to a variety of users, including investors, creditors, management, and regulators.","A long time! The modern form was established by Luca Pacioli, an Italian mathematician in 1494",0.0
754,754,Green,4,Yes and green can have many variations. Do you like all the variations of green?,"The song, ""It's Hard out Here for a Pimp"" from the","Several minerals have a green color, including the emerald, which is colored green by its chromium content.","Most yes, The biggest contributor to green in nature is chlorophyll. in plants.",0.0
755,755,Kendrick Lamar,3,Yeah I've noticed that he is ridiculously popular at this point.,"Kendrick Lamar Duckworth (born June 17, 1987) is an American rapper and ","Kendrick Lamar Duckworth (born June 17, 1987) is an American rapper and songwriter.",yea and Kendrick Lamar is quite young for a popular rapper,0.7
756,756,Harry Potter,4,"Yes, my daughter really likes him as well.  I hear there is another movie coming out soon.",Yen learned Tai Chi from a young age under his mother's tutelage,"The books have won multiple awards, and sold more than 400 million copies.","Yes, I believe that it is the first in what is going to be a new series of films.",0.0
761,761,Bowling,4,"I don't care how many pins there are really, they are fun to knock down! Haha. I don't really like wearing the bowling shoes though.","Hunter had the hit, ""Ninety-Nine Ways.""",no_passages_used,"I agree, wearing borrowed shoes is not very enjoyable for me either.",0.0
764,764,Irish coffee,3,"Also, coffee! : ) ","Graf played a series of exhibition matches against former rivals in New Zealand, Japan, Spain","Different variations of coffee cocktails pre-date the now-classic Irish coffee by at least 100 years, before Joe Sheridan, a head chef at the restaurant and coffee shop in the Foynes Airbase Flying boat terminal building, County Limerick played his part in 1942 or 1943 after a group of American passengers disembarked from a several-hour failed Atlantic crossing due to bad weather conditions on a Pan Am Clipper flying boat.","Yea, coffee too. You are not supposed to use whipped cream but modern recipes do so.",0.0
765,765,Instagram,4,"Yeah, anything you put online or on social media is essentially permanent. Even if you delete it after posting it, there is no telling if someone saved it without telling you!","McDaniel's Oscar is currently unknown. In 1992, Jet magazine reported that",no_passages_used,Yes. I was told facebook even has profile of people that never signed up!,0.0
766,766,Dylan's Candy Bar,3,and what is it made of though?,Dylan's Candy Bar is a chain of boutique candy shops and candy supplier currently located in,"Dylan's Candy Bar is a chain of boutique candy shops and candy supplier currently located in New York City; East Hampton, New York; Los Angeles, Chicago and Miami Beach, as well as in wholesale venues around the globe.","Its not a candy bar that is the name of a chain of candy stores owned by Dylan Lauren, Ralph Laurens daughter",1.0
