index,dialogue,knowledge,speakers,number_of_turns,word_count
927,"[' Apprentice: Skiing is one of my favorite pasttimes. I wish I could do it more.', ' Wizard: It is a lot of fun and has been around a long time.  It goes back almost 5000 years!', ' Apprentice: I wonder what they used for skiis back then.', ' Wizard: The word ski actually comes from skio.  That is Old Norse for split piece of wood', ' Apprentice: Now that is pretty cool. So they named it after the piece of wood they originally used.', ' Wizard: Yes, it was orginally used to aid travel in snowy areas, but now it is pretty much just recreation', ' Apprentice: Oh ok, so it was created out of necessity.', ' Wizard: Yes, and early skiers actually used spears as ski poles.  ', ' Apprentice: How long has skiing been around?', ' Wizard: For over 5000 years, but the first instance of a skier with two ski poles was 1741']","['Skiing can be a means of transport, a recreational activity or a competitive winter sport in which the participant uses skis to glide on snow.', 'Many types of competitive skiing events are recognized by the International Olympic Committee (IOC), and the International Ski Federation (FIS).', 'Skiing has a history of almost five millennia.', 'Although modern skiing has evolved from beginnings in Scandinavia, it may have been practiced more than 100 centuries ago in what is now China, according to an interpretation of ancient paintings.', 'The word ""ski"" is one of a handful of words Norway has exported to the international community.', 'It comes from the Old Norse word ""skíð"" which means ""split piece of wood or firewood"".', 'Asymmetrical skis were used at least in northern Finland and Sweden until the late 19th century.', 'On one leg the skier wore a long straight non-arching ski for sliding and on the other a shorter ski for kicking.', 'The bottom of the short ski was either plain or covered with animal skin to aid this use, while the long ski supporting the weight of the skier was treated with animal fat in a similar manner to modern ski waxing.', 'Early skiers used one long pole or spear.', 'The first depiction of a skier with two ski poles dates to 1741.']","['Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard']",11,144178
928,"["" Apprentice: Hey! Do you like hot dogs? I feel like they're an American classic."", ' Wizard: I LOVE hot dogs with mayonnaise, chili, onions and cheese', ' Apprentice: Classic combo. I like mine with relish. Ever had one in New York? They sell them at nearly every street corner.', "" Wizard: No, not in NY, but LA has great Street Food hot dogs.  They're grilled and wrapped with bacon"", "" Apprentice: Wow! That sounds amazing. I'll have to try one sometime. I went to New Zealand a few years ago and instead of buns, they just use white bread for theirs."", ' Wizard: In Atlanta they had a kiosk for Street Food that had special foot long buns that were U shaped.  They were awesome', ' Apprentice: Have you heard of the new Texas Rangers\' ""pickle dog?""', ' Wizard: No, what is a Pickle Dog?  New kind of Street Food?', "" Apprentice: It's a hot dog in a pickle and then fried like a corn dog. It's a bit excessive if you ask me, but it's gone viral."", "" Wizard: I've totally missed it and Street Food is kinda my hobby""]","['A hot dog (also spelled hotdog), also known as a frankfurter (sometimes shortened to frank), dog, or wiener, is a cooked sausage, traditionally grilled or steamed and served in a partially sliced bun.', 'It is a type of sausage sandwich.', 'Typical garnishes include mustard, ketchup, onions, mayonnaise, relish, coleslaw, cheese, chili, olives, and sauerkraut.', 'Hot dog variants include the corn dog and pig in a blanket.', ""The hot dog's cultural traditions include the Nathan's Hot Dog Eating Contest and the Oscar Mayer Wienermobile."", 'This type of sausage was culturally imported from Germany and popularized in the United States, where it became a working-class street food sold at hot dog stands and carts.', 'The hot dog became closely associated with baseball and American culture.', 'Hot dog preparation and condiments vary regionally in the US.', 'Although particularly connected with New York City and New York City cuisine, the hot dog became ubiquitous throughout the US during the 20th century, and emerged as an important part of some regional cuisines (notably Chicago street cuisine).', 'Claims about hot dog invention are difficult to assess, as stories assert the creation of the sausage, the placing of the sausage (or another kind of sausage) on bread or a bun as finger food, the popularization of the existing dish, or the application of the name ""hot dog"" to a sausage and bun combination most commonly used with ketchup or mustard and sometimes relish.']","['Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard']",10,144360
929,"[' Apprentice: Hey! How familiar are you with Kurt Cobain?', ' Wizard: Yeah, he was from Washington, where he formed the band Nirvana. Are you a fan?', "" Apprentice: I've heard a few of his songs but not a huge know it all about anything of his"", ' Wizard: Nevermind was their first album with their drummer Dave Grohl. Do you know him from the Foo Fighters?', "" Apprentice: I do not. I think I've maybe heard one song by them"", ' Wizard: Nirvana was a major part of the Frune scene. It started around the Pacific Northwest. Do you like Grunge music in general?', ' Apprentice: My husband listens to it more than I do so I just hear it by association usually', ' Wizard: Do you like alternative music? What is your favorite type of music?']","['Kurt Donald Cobain (February 20, 1967\xa0– April 5, 1994) was an American singer, songwriter, and musician.', 'Born in Aberdeen, Washington, Cobain formed the band Nirvana with Krist Novoselic and Aaron Burckhard in 1987 and established it as part of the Seattle music scene which later became known as grunge.', 'Nirvana\'s debut album ""Bleach"" was released on the independent record label Sub Pop in 1989.', 'After signing with major label DGC Records, Nirvana found breakthrough success with ""Smells Like Teen Spirit"" from their second album ""Nevermind"" (1991).', 'Following the success of ""Nevermind"", Nirvana was labeled ""the flagship band"" of Generation X, and Cobain hailed as ""the spokesman of a generation"".', 'Cobain, however, was uncomfortable with the label, believing his message and artistic vision had been misinterpreted by the public, with his personal problems often subject to media attention.', 'During the last years of his life, Cobain struggled with heroin addiction, chronic health problems and depression.', 'He also had difficulty coping with his fame and public image, and the professional and personal pressures surrounding himself and his wife, musician Courtney Love.', 'On April 8, 1994, Cobain was found dead at his home in Seattle; the death was ruled a suicide by a self-inflicted shotgun wound to the head.']","['Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard']",9,144490
930,"[' Apprentice: I like the color green as it is so present in nature. What is your favorite color?', ' Wizard: I like both blue and yellow because when you mix the two together, you get green!', ' Apprentice: I always find this interesting. What else can you tell me about the color green?', ' Wizard: Well, I can tell you that most plants in nature are green, due to photosynthesis.', ' Apprentice: Photosynthesis is an interesting process. Can you tell me more about it?', "" Wizard: It's a process plants use to live - it converts light into chemical energy that they use to grow and survive."", ' Apprentice: Do you know any other interesting facts about the color green?', ' Wizard: Some minerals in nature can be found with a greenish color. In particular, emeralds, which is a very popular jewel.', ' Apprentice: I love emeralds! They are so beautiful!', ' Wizard: I do too! Emeralds come from a mineral called ""Beryl""']","['Green is the color between blue and yellow on the visible spectrum.', 'It is evoked by light which has a dominant wavelength of roughly 495570 nm.', 'In subtractive color systems, used in painting and color printing, it is created by a combination of yellow and blue, or yellow and cyan; in the RGB color model, used on television and computer screens, it is one of the additive primary colors, along with red and blue, which are mixed in different combinations to create all other colors.', 'By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy.', 'Many creatures have adapted to their green environments by taking on a green hue themselves as camouflage.', 'Several minerals have a green color, including the emerald, which is colored green by its chromium content.', 'In the Middle Ages and Renaissance, green was the color commonly associated with merchants, bankers and the gentry, while red was reserved for the nobility.', 'For this reason, the costume of the ""Mona Lisa"" by Leonardo da Vinci and the benches in the British House of Commons are green while those in the House of Lords are red.', 'It also has a long historical tradition as the color of Ireland and of Gaelic culture.']","['Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard']",9,144644
931,"["" Apprentice: Hi, My favorite artist is Guns N' Roses, do you have any thoughts on their music?"", ' Wizard: They are a great hard rock band I heard some of their music.', ' Apprentice: Nice! I see you would categorize them as a hard rock band, are there any other genres that you think they can fit in?', ' Wizard: No I would only place them in that category from the sound of the drummers and guitarist they are perfect for that genre. ', ' Apprentice: Cool, I like your decisiveness. Can you think of any other band with 5 original members?', ' Wizard: I believe little River Band does they was a successful ban in both Australia and United States. ', "" Apprentice: Great example and international, are there any bands that you feel we're more successful that started in the 80's ?"", "" Wizard: I'm a 90's baby so I grew up on teen pop and dance pop trends I can't speak for the 80's. lol""]","[""Guns N' Roses, often abbreviated as GNR, is an American hard rock band from Los Angeles, California, formed in 1985."", 'The lineup, when first signed to Geffen Records in 1986, consisted of vocalist Axl Rose, lead guitarist Slash, rhythm guitarist Izzy Stradlin, bassist Duff McKagan, and drummer Steven Adler.', ""Guns N' Roses has released six studio albums, accumulating sales of more than 100 million records worldwide, including 45 million in the United States, making them the 41st best-selling artist of all time."", 'Guns N\' Roses\' debut album, ""Appetite for Destruction"" (1987), reached number one on the ""Billboard"" 200 a year after its release, on the strength of ""Sweet Child o\' Mine"", the band\'s only single to reach number one on the ""Billboard"" Hot 100.', 'The album has sold approximately 30 million copies worldwide, including 18 million units in the United States, making it the best-selling debut album of all time in the US, as well as the eleventh best-selling album in the United States.', 'The success of the debut was followed by the eight-song album ""G N\' R Lies"" (1988) which reached number two on the ""Billboard"" 200.', 'The twin albums ""Use Your Illusion I"" and ""Use Your Illusion II"" (1991) debuted at number two and number one on the ""Billboard"" 200 respectively and have sold a combined 35 million copies worldwide, including 14 million units in the United States.']","['Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard']",7,144803
932,"[' Apprentice: Hey have you ever been to Ireland? My friend just got back funny enough.', "" Wizard: I haven't! I heard it was the third biggest island in all of Europe though."", ' Apprentice: Really? Is the UK and Scotland the other two?', ' Wizard: Great Britain is one of them, but I am unsure about Scotland. Great Britain is larger than Ireland.', ' Apprentice: I want to visit there sometime. What do you know about Great Britain?', ' Wizard: Yes I do. The entirity of the British Isles have an area equal to 315,159 km, and around 70 million people.', "" Apprentice: Really? That's a lot of people. Although where I live in the US there are a lot. What else do you know?"", ' Wizard: There are actually two parts of Ireland divided by politics- the Republic of Ireland and Northern Ireland.']","['Ireland (; ; Ulster-Scots: ) is an island in the North Atlantic.', ""It is separated from Great Britain to its east by the North Channel, the Irish Sea, and St George's Channel."", 'Ireland is the third-largest island in Europe.', 'It is the second largest island in the British Isles, after Great Britain.', 'Politically, Ireland is divided between the Republic of Ireland (officially named Ireland), which covers five-sixths of the island, and Northern Ireland, which is part of the United Kingdom, in the northeast of the island.', 'In 2011, the population of Ireland was about 6.6\xa0million, ranking it the second-most populous island in Europe after Great Britain.', 'Just under 4.8\xa0million live in the Republic of Ireland and just over 1.8\xa0million live in Northern Ireland.', ""The island's geography comprises relatively low-lying mountains surrounding a central plain, with several navigable rivers extending inland."", 'The island has lush vegetation, a product of its mild but changeable climate which is free of extremes in temperature.', 'Thick woodlands covered the island until the Middle Ages.', 'As of 2013, the amount of land that is wooded in Ireland is about 11% of the total, compared with a European average of 35%.', 'There are twenty-six extant mammal species native to Ireland.']","['Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard']",12,144940
933,"[' Apprentice: I love auto racing, do you like it?', ' Wizard: Auto racing is cool, racing auto motives and cars in Motorsports is awesome ', ' Apprentice: What is the best kind of race car?', ' Wizard: When it comes to auto racing and motorsports, the fastest automobiles are usually formula 1 cars', ' Apprentice: Cool, who is the best formula 1 driver?', ' Wizard: Not sure but formula one cars are specially modified racing cars with regulations unique to the championship', ' Apprentice: What is the formula 1 championship called?', ' Wizard: THE FIA Formula one world championship', ' Apprentice: Awesome, where is that held?', ' Wizard: The FIA formula one world championship is different place every time']","['Auto racing (also known as car racing, motor racing, or automobile racing) is a motorsport involving the racing of automobiles for competition.', 'Almost as soon as automobiles had been invented, races of various sorts were organised, with the first recorded as early as 1867.', 'Many of the earliest events were effectively reliability trials, aimed at proving these new machines were a practical mode of transport, but soon became an important way for competing makers to demonstrate their machines.', 'By the 1930s specialist racing cars had developed.', 'There are now numerous different categories, each with different rules and regulations.', 'The first prearranged match race of two self-powered road vehicles over a prescribed route occurred at 4:30 A.M. on August 30, 1867, between Ashton-under-Lyne and Old Trafford, a distance of eight miles.', 'It was won by the carriage of Isaac Watt Boulton.', 'Internal combustion auto racing events began soon after the construction of the first successful gasoline-fueled automobiles.', 'The first organized contest was on April 28, 1887, by the chief editor of Paris publication ""Le Vélocipède"", Monsieur Fossier.', 'It ran from Neuilly Bridge to the Bois de Boulogne.', 'On July 22, 1894, the Parisian magazine ""Le Petit Journal"" organized what is considered to be the world\'s first motoring competition, from Paris to Rouen.']","['Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard']",11,145049
934,"["" Wizard: I'd like to invest in the stock market, but I'm worried I miht make a mistake and lose my money."", ' Apprentice: Yes! It is risky. What stocks are you thinking of investing it', "" Wizard: Well, I'd like to buy shares in companies I like, like Coca-Cola and Nintendo.  But I also want to make some money, so I'd maybe invest in Apple or Tesla."", ' Apprentice: Neat! I have always heard good things about Apple and Tesla. Amazon would have been great to get into 10 years ago!', ' Wizard: You know a fun fact about stock markets is that, while the U.S> has the largest stock market, Tiny Japan has the second largest, even beating out China!', "" Apprentice: Wow! Companies like Samsung and Nintendo probably were a good influence on Japan. I'm just glad we are past the 2008 crash."", ' Wizard: Samsung is South Korean, heh.  And definitely the 2008 crash was a major bummer, althought 2009 would have been a GREAT time to buy stocks.', ' Apprentice: Oh gotcha! haha I knew that company was in that part of the world. Yes! Some people probably made serious money buying stocks at their low prices.', "" Wizard: Buy Low, Sell High.  That's the first rule of investing in the stock market.  Might be the only rule, heh"", "" Apprentice: Yes that is important! Also I think that diversifying your portfolio is vital. Don't put your eggs all in one basket!""]","['A stock market, equity market or share market is the aggregation of buyers and sellers (a loose network of economic transactions, not a physical facility or discrete entity) of stocks (also called shares), which represent ownership claims on businesses; these may include ""securities"" listed on a public stock exchange as well as those only traded privately.', 'Examples of the latter include shares of private companies which are sold to investors through equity crowdfunding platforms.', 'Stock exchanges list shares of common equity as well as other security types, e.g.', 'corporate bonds and convertible bonds.', 'Stocks can be categorised in various ways.', 'One way is by the country where the company is domiciled.', 'For example, Nestlé and Novartis are domiciled in Switzerland, so they may be considered as part of the Swiss stock market, although their stock may also be traded on exchanges in other countries, for example, as American depository receipts (ADRs) on U.S. stock markets.', 'As of mid 2017, the size of the world stock market (total market capitalisation) was about US$76.3 trillion.', 'By country, the largest market was the United States (about 34%), followed by Japan (about 6%) and the United Kingdom (about 6%).']","['Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice']",9,145286
935,"["" Apprentice: I'm dying to learn how to bowl! All of my friends love it and I'm feeling left out!"", ' Wizard: well you have come to the right place! Bowling is a sport or leisure activity in which a player rolls or throws a bowling ball towards a target!', "" Apprentice: The target being pins I guess! That's the extent of my knowledge! Do I have to knock them all down on my first try?"", ' Wizard: The goal is to get a strike. you get a strike when all the pins are knocked down on the first roll, whereas a spare is when all the pins are knocked over on the second shot.', "" Apprentice: Oh good! I'll definitely need two chances!! How long has bowling been around?"", ' Wizard: Since 1000 BC! the maximum score is 300, which is achieved by getting 12 strikes in a row.', "" Apprentice: Oh my!! I had no idea bowling has been around that long! 300 seems like an impossible score, but I'll do my best!"", ' Wizard: Yea, well Jesus created it but it was created 1000 before he was born cause he is the creator of all things! Further strings of strikes are referred to as the number with the word ""bagger"" such as a ""four-bagger"" ', ' Apprentice: That sounds pretty tough! Do I need special shoes to go bowling?', ' Wizard: you will need shoes for the flat wooden or synthetic surface that the game is played on']","['Bowling is a sport or leisure activity in which a player rolls or throws a bowling ball towards a target.', 'It is one of the major forms of throwing sports.', 'In pin bowling variations, the target is usually to knock over pins at the end of a lane.', 'A strike is when all the pins are knocked down on the first roll, whereas a spare is when all the pins are knocked over on the second shot.', 'The maximum score is 300, which is achieved by getting 12 strikes in a row.', 'Three consecutive strikes is a known as a ""turkey"".', 'Further strings of strikes are referred to as the number with the word ""bagger"", such as ""four-bagger"" for four consecutive strikes.', 'The term ""hambone"" has also been used to describe four consecutive strikes.', 'In target variations, the aim is usually to get the ball as close to a mark as possible.', 'The pin version of bowling is often played on a flat wooden or other synthetic surface (which can be oiled in different patterns for different techniques), while in target bowling, the surface may be grass, gravel or a synthetic surface.', 'The most common types of pin bowling include ten-pin, nine-pin, candlepin, duckpin and five-pin bowling, while in target bowling, bowls, skittles, kegel, bocce, carpet bowls, pétanque, and boules, both indoor and outdoor varieties are popular.']","['Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard']",11,145526
936,"[' Apprentice: I am a huge fan of the Walking Dead TV series. Do you follow it? ', ' Wizard: Oh yeah, Andrew lincoln does a great job as the sheriff.', ' Apprentice: I agree! Do you think the show has diminished over time though? Not as great as the original series.', ' Wizard: All things do with time, but it really took off in the third season when it attracted the 18 to 49 demographic.', "" Apprentice: Yeah. Everyone was honestly into it during that time. It's nowhere near as prevalent nowadays sadly. Have you ever tried playing the Walking Dead games?"", ' Wizard: I never played it but I am aware it was an episodic choice based game.', ' Apprentice: Yes! That is correct. They are excellent, although much like the real show dropped off in quality over time. Very emotional and worth trying them. They are cheap.', "" Wizard: I just can't believe its been eight years since The walking dead premiered in 2010.""]","['The Walking Dead is an American post-apocalyptic horror television series developed by Frank Darabont for AMC that is based on the comic book series of the same name by Robert Kirkman, Tony Moore, and Charlie Adlard.', 'Andrew Lincoln plays the show\'s lead character, sheriff\'s deputy Rick Grimes, who awakens from a coma discovering a world overrun by zombies, commonly referred to as ""walkers"".', 'Grimes reunites with his family and becomes the leader of a group he forms with other survivors.', 'Together they struggle to survive and adapt in a post-apocalyptic world filled with walkers and opposing groups of survivors, who are often more dangerous than the walkers themselves.', 'Much of the series takes place in and around Atlanta, Georgia, and later Alexandria, Virginia.', '""The Walking Dead"" premiered in the United States on October 31, 2010, exclusively shown on cable television channel AMC and internationally on Fox International Channels.', 'As a result of very favorable Nielsen ratings that rank the show unprecedentedly high for a cable series, AMC has renewed the series each year.', 'Beginning with its third season, ""The Walking Dead"" has attracted the most 18- to 49-year-old viewers of any cable or broadcast television series.']","['Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard']",8,145684
937,"[' Wizard: Nickleback is a Canadian band that formed in 1995!', ' Apprentice: Yes I remember them. Do you know their band line up?', ' Wizard: guitarist and lead vocalist Chad Kroeger, guitarist, keyboardist and backing vocalist Ryan Peake, bassist Mike Kroeger, and drummer Daniel Adair.', ' Apprentice: Sounds very familiar. And whats their most popular song?', ' Wizard: ""How You Remind Me"" was listed as the best-selling song.', ' Apprentice: Its a bit of a classic isnt it! What kind of music do they make?', ' Wizard: Mostly pop rock songs!', ' Apprentice: I see just my type! Do you listen to Linkin Park?']","['Nickelback is a Canadian rock band formed in 1995 in Hanna, Alberta, Canada.', 'The band is composed of guitarist and lead vocalist Chad Kroeger, guitarist, keyboardist and backing vocalist Ryan Peake, bassist Mike Kroeger, and drummer Daniel Adair.', 'The band went through a few drummer changes between 1995 and 2005, achieving its current lineup when Adair replaced drummer Ryan Vikedal.', 'Nickelback is one of the most commercially successful Canadian groups, having sold more than 50 million albums worldwide and ranking as the eleventh best-selling music act, and the second best-selling foreign act in the U.S. of the 2000s, behind The Beatles.', '""Billboard"" ranks them the most successful rock group of the decade; their song ""How You Remind Me"" was listed as the best-selling rock song of the decade and the fourth best-selling of the decade.', 'They were listed number seven on the ""Billboard"" top artist of the decade, with four albums listed on the ""Billboard"" top albums of the decade.', 'The band signed with Roadrunner Records in 1999 and re-released their once-independent album ""The State"".', 'The band achieved commercial success with the release of their 2000 album ""The State"" and then they achieved mainstream success with the release of their 2001 album ""Silver Side Up"".']","['Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice']",8,145781
938,"[' Apprentice: Out of all of the colors of the rainbow I think Green is my favorite', ' Wizard: Green is such a great color and it is between blue and yellow.', ' Apprentice: do you know if it is considered a warm color?', ' Wizard: Yeah, and I also know that it has a dominant wavelength of between 495-570 nm.', ' Apprentice: Oh really? As in sound?', ' Wizard: No as in the wavelength of the color compared to other colors from appearance. Or at least the dominant wavelength.', ' Apprentice: Ah I have never heard that about colors. What else can you tell me about green?', ' Wizard: In the RGB system it is a mixture of cyan and yellow.']","['Green is the color between blue and yellow on the visible spectrum.', 'It is evoked by light which has a dominant wavelength of roughly 495570 nm.', 'In subtractive color systems, used in painting and color printing, it is created by a combination of yellow and blue, or yellow and cyan; in the RGB color model, used on television and computer screens, it is one of the additive primary colors, along with red and blue, which are mixed in different combinations to create all other colors.', 'By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy.', 'Many creatures have adapted to their green environments by taking on a green hue themselves as camouflage.', 'Several minerals have a green color, including the emerald, which is colored green by its chromium content.', 'In the Middle Ages and Renaissance, green was the color commonly associated with merchants, bankers and the gentry, while red was reserved for the nobility.', 'For this reason, the costume of the ""Mona Lisa"" by Leonardo da Vinci and the benches in the British House of Commons are green while those in the House of Lords are red.', 'It also has a long historical tradition as the color of Ireland and of Gaelic culture.']","['Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard']",9,145895
939,"[' Apprentice: Harry Potter is one of the enduring books that has ever been written in the modern history. Words can describe how fascinated I am by this novel', ' Wizard: Harry Potter was created by JK Rowling.  Do you like it.', ' Apprentice: J.K. was truly imaginative and full of dream-like creativity in developing the characters. I just adore the story-telling of this book', "" Wizard: I think it's cool that it chronicled the life of wizards at hogwarts.  I'm glad you like it.  What movie was your favorite"", ' Apprentice: My favorite among the series was the deathly hallows part 2 where Professor Snape is revealed as a caring person for all these times', "" Wizard: It's amazing how long it took potter to take down valdemort.  Snape was a good guy from the get  go.  Was snape your favorite character"", ' Apprentice: Snape became my favorite after watching the last movie. But till that time, professor Dumbledore was the one I admired as the most wisest one', "" Wizard: I can't believe the books have sold more than 500 million copies.  wow"", ' Apprentice: It should not be a surprise for you. Given the greatness and epicness of the novel, it is quite understandable', "" Wizard: I don't get why people criticize it so much.  But it for sure helped to shape it.  It included concern with a dark tone and had a depiction of graphic violence.""]","['Harry Potter is a series of fantasy novels written by British author J. K. Rowling.', 'The novels chronicle the life of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley, all of whom are students at Hogwarts School of Witchcraft and Wizardry.', ""The main story arc concerns Harry's struggle against Lord Voldemort, a dark wizard who intends to become immortal, overthrow the wizard governing body known as the Ministry of Magic, and subjugate all wizards and muggles, a reference term that means non-magical people."", 'Since the release of the first novel, ""Harry Potter and the Philosopher\'s Stone"", on 26 June 1997, the books have found immense popularity, critical acclaim, and commercial success worldwide.', 'They have attracted a wide adult audience as well as younger readers, and are often considered cornerstones of modern young adult literature.', 'The series has also had its share of criticism, including concern about the increasingly dark tone as the series progressed, as well as the often gruesome and graphic violence it depicts.', ', the books have sold more than 500 million copies worldwide, making them the best-selling book series in history, and have been translated into seventy-three languages.']","['Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard']",7,146125
940,"["" Wizard: Don't you just love green things!  Green grass, green mint - it's my favorite color that is between blue and yellow on the visible spectrum!"", ' Apprentice: What is green commonly associated with?', "" Wizard: It's associated with television and computer screens because it is one of the additive primary colors"", ' Apprentice: Why are plants green?', "" Wizard: They're green mainly because of chlorophyll  "", ' Apprentice: How was green used in ancient times?', ' Wizard: During the Middle Ages green was usually associated with merchants and bankers.', "" Apprentice: What is the Green party i've heard of it, but I don't know what it is, or what they do?"", "" Wizard: Many countries has its own Green Party - in Canada it is a political party in federal politics.  It's been around in Canada since 1983."", ' Apprentice: Do they call themselves the green party because they believe in environmentalism, or what?']","['Green is the color between blue and yellow on the visible spectrum.', 'It is evoked by light which has a dominant wavelength of roughly 495570 nm.', 'In subtractive color systems, used in painting and color printing, it is created by a combination of yellow and blue, or yellow and cyan; in the RGB color model, used on television and computer screens, it is one of the additive primary colors, along with red and blue, which are mixed in different combinations to create all other colors.', 'By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy.', 'Many creatures have adapted to their green environments by taking on a green hue themselves as camouflage.', 'Several minerals have a green color, including the emerald, which is colored green by its chromium content.', 'In the Middle Ages and Renaissance, green was the color commonly associated with merchants, bankers and the gentry, while red was reserved for the nobility.', 'For this reason, the costume of the ""Mona Lisa"" by Leonardo da Vinci and the benches in the British House of Commons are green while those in the House of Lords are red.', 'It also has a long historical tradition as the color of Ireland and of Gaelic culture.']","['Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice']",9,146270
941,"[' Wizard: Green is perhaps my favorite color and lies between yellow and lbue on the visible spectrum', ' Apprentice: What are the other colors on the visible spectrum?', ' Wizard: Blue, red, and orange are definitely there. Apparently green can be made by a combination of yellow and blue', ' Apprentice: What else can you tell me about the color green?', ' Wizard: The color green has a very rich history in Gaelic and Irish culture', "" Apprentice: I always wear green on St. Patrick's Day. Why is the color green popular in Irish culture?"", "" Wizard: St. Patrick's Day is widely celebrated throughout the greater United States. Green has been a staple in Irish culture since the Gaelic eras, even appearing on the flag."", ' Apprentice: Do you know why green is so important to the Irish?', ' Wizard: I do not. I wonder if chromium or emerald were a part of the landscape - maybe that started things off', "" Apprentice: It's definitely a major part of the Irish for sure! lol Maybe it's the lucky clover!""]","['Green is the color between blue and yellow on the visible spectrum.', 'It is evoked by light which has a dominant wavelength of roughly 495570 nm.', 'In subtractive color systems, used in painting and color printing, it is created by a combination of yellow and blue, or yellow and cyan; in the RGB color model, used on television and computer screens, it is one of the additive primary colors, along with red and blue, which are mixed in different combinations to create all other colors.', 'By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy.', 'Many creatures have adapted to their green environments by taking on a green hue themselves as camouflage.', 'Several minerals have a green color, including the emerald, which is colored green by its chromium content.', 'In the Middle Ages and Renaissance, green was the color commonly associated with merchants, bankers and the gentry, while red was reserved for the nobility.', 'For this reason, the costume of the ""Mona Lisa"" by Leonardo da Vinci and the benches in the British House of Commons are green while those in the House of Lords are red.', 'It also has a long historical tradition as the color of Ireland and of Gaelic culture.']","['Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice']",9,146440
942,"[' Wizard: I am an accountant. Thanks to the establishment of  the Italian mathematician Luca Pacioli in 1494.', ' Apprentice: Oh? How was Luca Pacioli instrumental in the establishment of accountancy?', ' Wizard: As the founder, he is called The Father of Accounting and Bookkeeping', ' Apprentice: What is it about being an accountant that you enjoy?', ' Wizard: It is that feeling you have when you do the financial reporting. And to let you know accounting is sometimes called financial reporting', ' Apprentice: I took several accounting courses in college and I must confess to feeling quite lost! lol', ' Wizard: Which of the accounting field did you go for. We have financial accounting, management accounting, external auditing, tax accounting and cost accounting?', ' Apprentice: I was a business major so my courses were basic accounting courses required for the core requirements. I am actually great at math but account left me with a blank stare! lol']","['Accounting or accountancy is the measurement, processing, and communication of financial information about economic entities such as businesses and corporations.', 'The modern field was established by the Italian mathematician Luca Pacioli in 1494.', 'Accounting, which has been called the ""language of business"", measures the results of an organization\'s economic activities and conveys this information to a variety of users, including investors, creditors, management, and regulators.', 'Practitioners of accounting are known as accountants.', 'The terms ""accounting"" and ""financial reporting"" are often used as synonyms.', 'Accounting can be divided into several fields including financial accounting, management accounting, external auditing, tax accounting and cost accounting.', 'Accounting information systems are designed to support accounting functions and related activities.', ""Financial accounting focuses on the reporting of an organization's financial information, including the preparation of financial statements, to external users of the information, such as investors, regulators and suppliers; and management accounting focuses on the measurement, analysis and reporting of information for internal use by management.""]","['Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice']",8,146590
