,episode_idx,topic,round,message,response,knowledge,gold,Q2
688,688,Nickelback,4,I can't remember what their big hits were.,Alec Baldwin made his Broadway debut in 1986 in a revival of Joe Orton's,"The band achieved commercial success with the release of their 2000 album ""The State"" and then they achieved mainstream success with the release of their 2001 album ""Silver Side Up"".",Nickelback sold 50 million albums making them one of Canadas most successful bands,0.0
689,689,Elvis Presley,3,Aw im sorry to hearthat. he was before my time as well. do you know anyone who listned to him?,O'Mara claimed that American producer Judd Bernard pulled down her panties during ,"Presley's first RCA single, ""Heartbreak Hotel"", was released in January 1956 and became a number one hit in the United States.","Not exactly, but I know everyone loved him and called him the king or rock and roll",0.0
701,701,Green,3,Oh cool! I just love how many different shades there are too!,"Paul Reubens was born Paul Rubenfeld in Peekskill, New York, and","By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy.",Same here! Lots of animals and insects and other creatures have adapted to the green in their environments by taking on green hues themselves as a means of camoflage,0.0
706,706,Harry Potter,4,I love the stories theme of her stories and how she made them grow up in each book,"The first major female tennis star to turn professional, Lenglen was paid US$50,000","The series has also had its share of criticism, including concern about the increasingly dark tone as the series progressed, as well as the often gruesome and graphic violence it depicts.","Yes, a wonder chronicle and Hogwarts fits a whitchcraft and wizard school.",0.0
713,713,Skiing,3,He does it as a competitive winter sport.,"The American Bison was one primary resource for items which people used for everyday life, including","Norway won the most medals with twelve and most golds with five, all in the men's cross-country skiing events, including three from Petter Northug.",That's awesome. My favorite form of skiing is cross-country skiing. I love the mountainous terrain as well as groomed courses. You experience a bizarre rush going down a mountain/hill! ,0.0
714,714,Harry Potter,4,They follow a young wizard named Harry Potter throughout his schooling years. ,The series follows a young wizard named Harry Potter throughout his schooling years.,"The series has also had its share of criticism, including concern about the increasingly dark tone as the series progressed, as well as the often gruesome and graphic violence it depicts.",Would you suggest reading the books over watching the movies?,0.0
715,715,Guns N' Roses,3,"I've heard that before.. but what's interesting about them? So, first off, I can't even remember what decade they're from. '80s? '70s?",'80s,"Guns N' Roses' debut album, ""Appetite for Destruction"" (1987), reached number one on the ""Billboard"" 200 a year after its release, on the strength of ""Sweet Child o' Mine"", the band's only single to reach number one on the ""Billboard"" Hot 100.","The lineup, when first signed to Geffen Records in 1986 so they consider themselves an 80s band. ",0.0
720,720,Skiing,3,"Good. Because I hate it! Snowboarding too! That's just like skiing, but with one BIG ski!","Amon won eight non-championship GPs, the Silverstone International Trophy,","It comes from the Old Norse word ""skíð"" which means ""split piece of wood or firewood"".",It's a shame though. Since skiing has existed for almost five millennia!,0.0
722,722,Kurt Cobain,4,I'm not too familiar with the Foo Fighters.  What popular songs did they sing?,The Fabulous Mae West,He is the drummer and co-founder of the rock supergroup Them Crooked Vultures.,"My favorite song is ""Big Me"" on their debut album called ""Foo Fighters"".",0.0
723,723,Motivation,4,Interesting. I wonder how some people are more motivated than others. Perhaps it has to do with their reward system.,Lunalilo was elected as king,"Motivation theories can be classified on a number of bases:  Motivation as a desire to perform an action is usually defined as having two parts, directional such as directed towards a positive stimulus or away from a negative one, as well as the activated ""seeking phase"" and consummatory ""liking phase"".","Yes, some people probably require more prompting to act in a certain way.",0.0
727,727,Consulting firm,3,What is your best information about a consulting firm?,Bruce decided to get away from gang life and start a career in professional wrestling. Bruce,"Consultancy aim the executives of companies by providing them with consultants, also known as industry-specific specialists/consultants and subject-matter experts, usually trained in management or business schools.","There's a lot to say about consulting firms. Between 2010 and 2015, the 10 biggest firms made a total of 170 billion dollars in growth revenue. And that's just the top 10!",0.0
728,728,The Walking Dead (TV series),4,Post apocalyptic horror . I like sci fi movies and this is on cable so it's fairly easy to catch if you want to watch it. ,"Conrad retired from NASA and the Navy in 1973, and went to work for American Television and","Beginning with its third season, ""The Walking Dead"" has attracted the most 18- to 49-year-old viewers of any cable or broadcast television series.",I should be completely interested in it - I mean it's filmed right here in Atlanta - I even have friends that have run into the actors just around town.,0.0
733,733,The Walking Dead (TV series),3,"I agree, it keeps getting better as it goes on","George Meyer grew up in Tucson, Arizona. He is the eldest of eight children","Much of the series takes place in and around Atlanta, Georgia, and later Alexandria, Virginia.",it's cool that it was based on the comic book series,0.0
735,735,Dylan's Candy Bar,4,Candy shop turned boutique where cloths are sold?,"Dylan's Candy Bar is owned by Dylan Lauren, daughter of fashion designer Ralph Lauren.","It is owned by Dylan Lauren, daughter of fashion designer Ralph Lauren.","No it doesn't make clothes, boutique as in artisinal! It was inspired by Willy Wonka",0.5
737,737,Nickelback,3,oh really? I didnt know that,"Riley played basketball for Linton High School in Schenectady, New York.","Nickelback is one of the most commercially successful Canadian groups, having sold more than 50 million albums worldwide and ranking as the eleventh best-selling music act, and the second best-selling foreign act in the U.S. of the 2000s, behind The Beatles.","Yep, when Adair replaced drummer Ryan Vikedal. It caused quite a stir amongst the fans.",0.0
740,740,Green,4,"yes, its very beautiful, i have heard of it, and looked at the pictures, i would like to visit it someday","T-Pain's third studio album, Thr33 Ringz, was released","Steve Robson (born November 1969, Jarrow, Tyne and Wear) is an English songwriter, record producer and multi-instrumentalist.",It was actually in Star wars the first movie ,0.0
741,741,Elvis Presley,4,amazing. she sounds like she was fun... Do you like elvis??,The new band began a hectic schedule of performing in Britain and the World and prepared material for,no_passages_used,"I'm not much of an Elvis fan, and I was mistaken.  He was born in 1935, but his career began in 1954.  Oops!  Are you an Elvis fan?",0.0
744,744,The Walking Dead (TV series),3,It's one of the most popular shows in the Country.  It's based off of a comic book series.,"Turner was born in Springfield, Massachusetts on November 5, 1977. At an early age, his family","""The Walking Dead"" premiered in the United States on October 31, 2010, exclusively shown on cable television channel AMC and internationally on Fox International Channels.",I know there is alI guess kind of a survival horror type show/comic/game,0.0
748,748,Guns N' Roses,4,What's the name of the album? I don't remember which one was the 6th one,"Daniel Barenboim was born in 1942 in Buenos Aires, Argentina,","It topped the ""Billboard"" 200 and became the best-selling debut album as well as the 11th best-selling album in the United States.","I will find out what the name of the album is. DO you know about their debut too? It is called ""Appetite for Destruction"" and released in 1987",0.0
749,749,Paramedic,4,I bet that can be very stressful. Is it difficult to deal with people who are sick? I bet it takes an emotional toll.,"During 1981-82, Boone toured the United States in a production of the",In some countries 'Paramedic' is a protected title and accountable to a professional regulatory body.,Yes it is and In some countries 'Paramedic' is a protected title ,0.0
750,750,Nickelback,3,Really? I thought they were American.,"Frege's 1892 paper, ""On Sense and Reference"" (""Uber Sinn","Nickelback is a Canadian rock band formed in 1995 in Hanna, Alberta, Canada.",nope they formed as a band in 1995,0.0
752,752,Elvis Presley,3,"I agree, what is your favorite Elvis song?",Aguilera's seventh studio album Lotus was released in November 2012.,"His music career began there in 1954, recording at Sun Records with producer Sam Phillips, who wanted to bring the sound of African American music to a wider audience.","""heartbreak hotel""! it was released in january 1956. what about you?",0.0
753,753,Skiing,4,I watched some of the games.  Really?  That long ago?  I had no idea.,"The first Winter Olympics, the 1924 Winter Olympics, was held in Chamonix, France","The first Winter Olympics, the 1924 Winter Olympics, was held in Chamonix, France.",Actually the concept stretches back to the 8th century BC.,1.0
756,756,Harry Potter,4,"Yes, my daughter really likes him as well.  I hear there is another movie coming out soon.","Alecia Beth Moore was born on September 8, 1979, in Doylestown, Pennsylvania, to","The books have won multiple awards, and sold more than 400 million copies.","Yes, I believe that it is the first in what is going to be a new series of films.",0.0
759,759,Guns N' Roses,4,Sweet Child O mine is another good one.,"Koko B. Ware spent his early days in the sport in the Mid-South,","Slash has since released three solo albums: ""Slash"" (2010), featuring an array of famous guest musicians, and ""Apocalyptic Love"" (2012) and ""World on Fire"" (2014), recorded with his band, Myles Kennedy and the Conspirators.",Can you believe that song makes Slash sick? or at least that's what he said in 1990,0.0
762,762,Goldendoodle,4,Awesome!  When did this cross breeding start?,"From 1929 to 1931, he attended the University of Missouri, in Columbia, where ",The original purpose of the cross was to develop guide dogs suitable for visually impaired individuals with allergies.,The first Goldendoodle was bred in 1969 by Monica Dickens,0.0
765,765,Instagram,4,"Yeah, anything you put online or on social media is essentially permanent. Even if you delete it after posting it, there is no telling if someone saved it without telling you!",The project became the award-winning TV series Homicide: Life on the Street (1993,no_passages_used,Yes. I was told facebook even has profile of people that never signed up!,0.0
766,766,Dylan's Candy Bar,3,and what is it made of though?,Dylan's Candy Bar is a chain of boutique candy shops and candy supplier currently located in,"Dylan's Candy Bar is a chain of boutique candy shops and candy supplier currently located in New York City; East Hampton, New York; Los Angeles, Chicago and Miami Beach, as well as in wholesale venues around the globe.","Its not a candy bar that is the name of a chain of candy stores owned by Dylan Lauren, Ralph Laurens daughter",1.0
770,770,Guns N' Roses,3,Yeah I guess it'd be easier to type it that way. I wonder what their first song was?,"Guns N' Roses' debut album, ""Appetite for Destruction""","Guns N' Roses' debut album, ""Appetite for Destruction"" (1987), reached number one on the ""Billboard"" 200 a year after its release, on the strength of ""Sweet Child o' Mine"", the band's only single to reach number one on the ""Billboard"" Hot 100.","Oh it was Appetite for Destruction, killer tune! 1987",1.0
772,772,Skiing,3,It is a recreational activity or a competitive winter sport in which the participant uses skis to glide on snow,Cronkite's tenure as anchor of the CBS Evening News made him an icon,no_passages_used,Yeah and skiing has been around for almost five millenia. That is a long time!,0.0
773,773,Kurt Cobain,4,yea really shook up the scene,"Tara VanDerveer was born on June 26, 1953, to Dunbar and Rit","Nirvana's debut album ""Bleach"" was released on the independent record label Sub Pop in 1989.","i didn't even know he struggled with a heroin addiction, that definitely doesn't help",0.0
774,774,Cheerleading,3,"Yes, and a lot of people do not know how dangerous it can be.  Not just the normal wear and tear, but injuries can be pretty bad","After the 1997 broadcast of ESPN's International cheerleading competition, and the worldwide release of the","The global presentation of cheerleading was led by the 1997 broadcast of ESPN's International cheerleading competition, and the worldwide release of the 2000 film ""Bring It On"".",Chearleading is very strenuous. Especially now that it also considered a competitive sport in itself. Routines range from one to three minutes. The routines contain lots of tumbling and jumps.,0.0
775,775,Green,3,Yea mixing those two gives green so it makes sense,"The album featured the well-known BOC songs ""Cities on Flame with Rock and Roll",It is evoked by light which has a dominant wavelength of roughly 495570 nm.,It is a mixture of yellow and blue in subtractive color systems though.,0.0
778,778,Bowling,4,I never heard of this term. What else do you know about bowling?,The Tambapanni are a Sinhalese kingdom.,no_passages_used,Hambone is when you get four consecutive strikes. I've never gotten that.,0.0
784,784,Guns N' Roses,4,"That's a tremendous amount! I'm more of a fan of AC/DC myself, although they have only sold 63 million as opposed to 100 million. I am more of a fan of their earlier stuff, where the main vocalist at the time was Bon Scott. It's very different from the rest of their stuff since then.","They separated in 2000, and finalized a divorce in 2002.","American entertainer Michael Jackson (1958–2009) debuted on the professional music scene at the age of 5, as a member of The Jackson 5, and began a solo career in 1971 while being a member of the group, known as the ""King of Pop"" , five of his solo studio albums have become some of the world's best-selling records: ""Off the Wall"" (1979), ""Thriller"" (1982), ""Bad"" (1987), ""Dangerous"" (1991) and """" (1995).","Another great singer was.Michael Joseph Jackson.,he was dubbed the king of pop music.He shook the music industry ",0.0
793,793,The Walking Dead (TV series),4,"Oh, yes, Rick! He does a great job portraying that role. How did you feel about how they handled Rick's son, Carl, on the last season?",Zhang Heng's mechanical inventions influenced later Chinese inventors such as Yi X,"Much of the series takes place in and around Atlanta, Georgia, and later Alexandria, Virginia.",I have not consistently watched each season - what happened?,0.0
794,794,Accounting,3,I see. What course do i need to take to become an accountant? ,The 1983 album Havana Moon revisited Santana's early musical experiences in,"College admissions in the United States refers to the process of applying for entrance to institutions of higher education for undergraduate study at one of the nation's 2,675 schools.",You need to get the title of CPA. Its for qualified accountants in numerous countries. ,0.0
795,795,Gymnastics,4,Can you tell me more about it?,"Drake self-released his debut mixtape, Room for Improvement, in 2006.","Men's events are floor exercise, pommel horse, still rings, vault, parallel bars and horizontal bar.","Sure thing - competitive gymnastics is best known for its event during the Olympics.  You typically see women's event of vault, uneven bars, balance beam and floor exercise.",0.0
800,800,Dylan's Candy Bar,4,That's interesting. I wonder what gave her the idea to start it?,"Dylan Lauren, the daughter of the American fashion designer Ralph Lauren, started Dylan's Candy Bar","It stocks 7,000 candies from around the world.","Supposedly she was inspired by Willy Wonka and the Chocolate Factory, by Roald Dahl. ",0.0
802,802,American football,3,The Ravens... They represent my home town.,Glavine signed with the Atlanta Braves in 1987.,no_passages_used,Thats cool. My father is from Baltimore so I watched the Ravens growing up quite a bit. My mother was a Steelers fan so there was quite a rivalry ,0.0
806,806,American football,4,awesome alot of people don't support us or think what we do isn't important so it's nice to hear that.  So tell me more what an offensive lineman does,Pat Riley was head coach of the New York Knicks starting with the 1991-92 season,"Thomas Edward Patrick Brady Jr. (born August 3, 1977) is an American football quarterback for the New England Patriots of the National Football League (NFL).",Mainly running as fast as he can. I take my inspiration from Jake Long who was a former offensive tackle in American football history,0.0
812,812,Accounting,3,"Yes, I like to balance ledgers and wear my green visor. I don't wear a pocket protector though.",The modern field was established by the Italian mathematician Luca Pacioli,The modern field was established by the Italian mathematician Luca Pacioli in 1494.,That's the way they make accountants appear on television right.,0.0
814,814,Elvis Presley,4,"Not at all, I can't do accents very well and my hips don't move like that.","Day26 was founded on the Making the Band 4 Season 1 finale on August 26, 2007.","Professional Elvis impersonators, commonly known as Elvis tribute artists (ETAs), work all over the world as entertainers, and such tribute acts remain in great demand due to the unique iconic status of Elvis.",Practice makes perfects!  They make a living doing it and there are even radio stations that exclusively feature Elvis impersonator material.  ,0.0
815,815,Gymnastics,4,Really? The Greeks were flipping over bars 10 times rapidly for fun? I didn't know that!,Willie Mays played for the New York Giants.,Competitive artistic gymnastics is the best known of the gymnastic events.,haha not bars no! But it actually came from them doing drills on mounting horses and circus performance!,0.0
820,820,Green,3,"It actually does. Vegetable of course, like broccoli and spinach.",Jayan was killed in an accident on the set of the movie Kolilakkam (,Broccoli is often boiled or steamed but may be eaten raw.,Do you like eating broccoli and spinach raw or steamed? ,0.0
828,828,Instagram,3,Yes it is. Do you know when it was created?,"After a rebuilding season in 2012-2013 (15-17), Brown brought SMU into the",It is owned by Facebook.,It was created in October of 2010 by Kevin systrom and Mike Krieger and it originally launced exclusively for the iOS operating system,0.0
829,829,Game design,4,when was the principle of game design invented?,The Gulf Playhouse producer Fred Coe saw the Danger and Manhunt episodes and en,"The effort is undertaken by a game developer, which may range from a single person to an international team dispersed across the globe.","I'm not sure on that one, but I know that in 2007, the first Game Design Expo was hosted in Vancouver. While it was invented much earlier, technology has exponentially increased this field.",0.0
833,833,Dog training,4,I see. So there are many different methods. Can you tell me more about dog training?,"Galbraith was born on October 15, 1908, to Canadians of Scottish descent,","For a dog to be considered obedient rather than simply trained in obedience, it must respond reliably each time its handler gives a command.","which training method do you want me to tell you about? Koehler method, clicker training, motivational training. dominance-based training?",0.0
836,836,Dylan's Candy Bar,4,i meant it is chocolate or fruity candy,Dylan's Candy Bar is a chain of boutique candy shops and candy supplier currently located in,"Dylan's Candy Bar is a chain of boutique candy shops and candy supplier currently located in New York City; East Hampton, New York; Los Angeles, Chicago and Miami Beach, as well as in wholesale venues around the globe.",Its not a candy bar its a place to buy candy. Like a candy shop.,1.0
838,838,Green,4,"Yeah, exactly. The grass is green, it also signifies cleanliness","Taylor Swift was born on December 13, 1989, in Reading, Pennsylvania. Her father, Scott Kings",no_passages_used,"A lot of minerals have the color green in them as well, like emeralds ",0.0
840,840,Stock market,3,"Oh, so I could tell my kids they own part of a company.  That's cool.  Maybe I should get them a share in a company they know then, like Apple or XBox or Snapchat?","The anonymous play The True Tragedy of Richard III (c. 1590), performed in","As of mid 2017, the size of the world stock market (total market capitalisation) was about US$76.3 trillion.","Yes, it's like the shares of a company are sold to investors through equity crowdfunding platforms.",0.0
842,842,Kurt Cobain,4,That's interesting. It seems to be more like a blues guitar than a rock guitar. Does that make sense?,The Fland was held on 7 February 1977.,An electric guitar is a guitar that uses one or more pickups to convert the vibration of its strings into electrical signals.,"I sort of get what you're saying. I know the Mustang was a pretty cool guitar, having a unique vibrato system and two single-coil pickups.",0.0
845,845,Insane Clown Posse,3,Haha. I came across the Insane Clown Posse on the internet and they are so fascinatingly weird. What else do you know about them?,Beveridge briefly served as Member of Parliament (MP) for the constituency of Berwick,The duo has earned two platinum and five gold albums.,They were founded in 1989 in Detroit and their hip hop style is known as horrorcore and they love to give a good show!,0.0
847,847,American football,3,"I think I just liked it because my uncle did, we were 4 yrs apart and like brother and sister, we watched together","Sinatra was known for his sense of style. He always dressed immaculately,","A quarterback (commonly abbreviated ""QB"") is a position in American and Canadian football.",I loved it when my team went to the spread offense.   The no huddle approach is so exciting,0.0
848,848,Japanese language,3,Oh okay I see. So its much less complicated then learning English or Spanish? I took 3 years of Spanish and can only say as many phrases as I can count with my two hands. Its challenging to learn a new languege,It was televised on HBO in the United States and Sky Sports in the UK.,"Word order is normally subject–object–verb with particles marking the grammatical function of words, and sentence structure is topic–comment.","Yes, Japanese is somewhat similar to English because a lot of their words have English roots.",0.0
850,850,Cardigan (sweater),3,One of my favorite cardigans I got from American Eagle. I like cotton because wool is itchy to me.,Leno had a contract for five years for the show. NBC repor Question,"The cardigan was named after James Brudenell, 7th Earl of Cardigan, a British Army Major General who led the Charge of the Light Brigade at the Battle of Balaclava during the Crimean War.","I meanly wear pull over ,you know the one without buttons that one can pull over the head. Hence the name pull over",0.0
852,852,Kurt Cobain,4,"Oh I see, I think I have heard of him. What are his famous songs or albums?","Kurt Cobain is a songwriter, a musician, and an American singer","After signing with major label DGC Records, Nirvana found breakthrough success with ""Smells Like Teen Spirit"" from their second album ""Nevermind"" (1991).","he was the singer for Norvana, their album Bleach was released in 1989",0.0
854,854,Gymnastics,4,And the incredible strength makes me jealous! I bet that is a lot of work.,"Carson began his broadcasting career in 1950 at WOW radio and television in Omaha, Nebraska. Carson","The movements involved in gymnastics contribute to the development of the arms, legs, shoulders, back, chest and abdominal muscle groups.","I can only imagine the hard work that goes into it, as well as the self-confidence and self-discipline!",0.0
862,862,Guns N' Roses,3,I've been their fan for ages. Shadow of your love is my favorite song. What is your favorite song?,Criss Angel Mindfreak: Postmodern illusionist,"Guns N' Roses' debut album, ""Appetite for Destruction"" (1987), reached number one on the ""Billboard"" 200 a year after its release, on the strength of ""Sweet Child o' Mine"", the band's only single to reach number one on the ""Billboard"" Hot 100.","""Appetite for Destruction"" was my favorite album",0.0
869,869,Bodybuilding supplement,4,How far back does that go? When did athletics come about?,The John Butler Trio was formed in Fremantle.,"Later, bodybuilder Earle Liederman advocated the use of ""beef juice"" or ""beef extract"" (basically, consomme) as a way to enhance muscle recovery.",Since Ancient times...many cultures have been using supplements since ancient times.,0.0
871,871,Green,4,No I haven't. Can you tell me more?,"He was the son of Garcia Alvarez de Toledo y Zuniga, heir","Colour can indeed influence a person; however, it is important to remember that these effects differ between people.",Sure! For example study suggest that heterosexual men tend to report that red outfits enhance the attractiveness of women.,0.0
873,873,Kurt Cobain,3,"Yes, he was!  His music was wonderful and his loss was one of many musician tragedies.",Hearst's wife refused to give him a divorce.,"Nirvana's debut album ""Bleach"" was released on the independent record label Sub Pop in 1989.","Cobain was born in Aberdeen, Washington",0.0
877,877,Elvis Presley,4,ITS TOO BAD ,Edwards cast himself as a Louisiana populist in the tradition of Huey P.,"With a series of successful network television appearances and chart-topping records, he became the leading figure of the newly popular sound of rock and roll.",he pioneered rockabilly how neat is thaty,0.0
880,880,Bowling,4,"Yeah the good shoes really help you slide on the lane, since that is a big part of throwing the ball well.","Petty joined George Harrison's group, the Traveling Wilburys, in 1988.","The maximum score is 300, which is achieved by getting 12 strikes in a row.",So do these shoes help get all pins knocked down on the first roll?,0.0
881,881,Instagram,3,Ya. That is why you get messages in FB about Instagram. I heard the younger people like Instagram better than FB. ,Heaven Shall Burn's label debut Antigone was released on April 26.,The massive influx of personal information that has become available online and stored in the cloud has put user privacy at the forefront of discussion of the databases ability to safely store such personal information.,"I am not too old, mainly lazy.  Originally Instagram only allowed photos to be uploaded in a distinct square shape.  ",0.0
891,891,Green,4,Oh really? Can you tell me more about that? ,"Herbert Alexander Simon was born in Milwaukee, Wisconsin, on June 15, 1916. His father, Arthur","Factors such as gender, age, and culture can influence how an individual perceives color.",Sure thing! It covers many different topics including how color can even influence the taste of food.,0.0
898,898,Guns N' Roses,3,"Yes, the best rock band ever.","DeMarcus moved to Nashville in 1992, earning his first record deal as part of ","Guns N' Roses' debut album, ""Appetite for Destruction"" (1987), reached number one on the ""Billboard"" 200 a year after its release, on the strength of ""Sweet Child o' Mine"", the band's only single to reach number one on the ""Billboard"" Hot 100.",Cool! When were they formed?,0.0
901,901,Nickelback,3,What kind of music do you like?,James Maury Henson,"In 1968, three of the genre's most famous acts, Led Zeppelin, Black Sabbath and Deep Purple were founded.",I would have to say my favorite kind of music is classical and metal.,0.0
912,912,Ireland,4,"I have never heard of the great potato famine, what is that?","Flair became the first person to be inducted into the WWE Hall of Fame twice, the","It is sometimes referred to, mostly outside Ireland, as the Irish Potato Famine, because about two-fifths of the population was solely reliant on this cheap crop for a number of historical reasons.",Over a million people died during that period and another million left Ireland.  It was caused by potato blight.,0.0
916,916,Bowling,3,"I know!  I love it when I just knock one down - LOL!!  My kids want to WIN, I just like playing.","After her break up with Rob Lowe, Gilbert left for New York City to star in the","In pin bowling variations, the target is usually to knock over pins at the end of a lane.","Since it is one of the major throwing sports, it is a lot loke the javelin throw.",0.0
922,922,Green,3,I never heard that before. Why was green associated with the banker class?,"Bushido provoked much discussion through his use of controversial song lyrics, which can be",It also has a long historical tradition as the color of Ireland and of Gaelic culture.,"Well it was mainly that they wanted to be close to nobility so they wanted an official color too, like Red was for the nobility",0.0
923,923,Online shopping,3,what did you often purchase?,Bobby Darin,"Online stores typically enable shoppers to use ""search"" features to find specific models, brands or items.","Anything and everything! Housewares, clothing, electronics, you name it! I like the convenience of browsing stores on my laptop, tablet computer and smartphone!",0.0
933,933,Auto racing,3,What is the best kind of race car?,"The lead single being ""Culo""",The regulations governing the cars are unique to the championship.,"When it comes to auto racing and motorsports, the fastest automobiles are usually formula 1 cars",0.0
934,934,Stock market,4,Neat! I have always heard good things about Apple and Tesla. Amazon would have been great to get into 10 years ago!,Wallis Simpson,no_passages_used,"You know a fun fact about stock markets is that, while the U.S> has the largest stock market, Tiny Japan has the second largest, even beating out China!",0.0
935,935,Bowling,3,The target being pins I guess! That's the extent of my knowledge! Do I have to knock them all down on my first try?,"Anal Cunt was formed on March 1, 1988, in the city of Newton, Massachusetts","The maximum score is 300, which is achieved by getting 12 strikes in a row.","The goal is to get a strike. you get a strike when all the pins are knocked down on the first roll, whereas a spare is when all the pins are knocked over on the second shot.",0.0
939,939,Harry Potter,3,J.K. was truly imaginative and full of dream-like creativity in developing the characters. I just adore the story-telling of this book,"The presiding judge closed the proceedings, ruling that Mielke was not mentally fit","The main story arc concerns Harry's struggle against Lord Voldemort, a dark wizard who intends to become immortal, overthrow the wizard governing body known as the Ministry of Magic, and subjugate all wizards and muggles, a reference term that means non-magical people.",I think it's cool that it chronicled the life of wizards at hogwarts.  I'm glad you like it.  What movie was your favorite,0.0
943,943,Cheerleading,4,True -- and it's not just limited to football games anymore. There are dedicated competitions for cheerleading and cheerleaders -- and they are *serious*!,"They were introduced on April 20, 2007 as part of CBC Radio 3's 100th podcast",Cheerleading began during the late 18th century with the rebellion of male students.,"yeah! in fact it can be performed to motivate sports teams, or to entertain the audience, or just for competition.",0.0
951,951,Hot dog,3,I thought frankfurters were different than hot dogs - like higher quality meat?,Divac and former teammate Predrag Danilovic took over their former club KK,Hot dog variants include the corn dog and pig in a blanket.,"Well, it would interest you to know that there are varieties of hot dogs which may include   corn dog and pig in a blanket.",0.0
965,965,List of national parks of the United States,3,I wish I was on the west coast sometimes.  I feel like I'd spend a lot more time out in nature if I had better choices nearby.,"The Flaming Lips formed in Norman, Oklahoma in 1983 with Wayne Coyne",Many current national parks had been previously protected as national monuments by the president under the Antiquities Act before being upgraded by Congress.,"If you ever get a chance to visit the West Coast, I'd recommend Miur Woods in California. It's also a National Park. ",0.0
