,episode_idx,topic,round,message,response,knowledge,gold,Q2
489,489,Paramedic,4,They are so important because they see patients at critical lif or death moments before a doctor.,Sheila formed a female group C.O.E.D. (Chroni,In some countries 'Paramedic' is a protected title and accountable to a professional regulatory body.,Exactly! They also make autonomous decisions on the emergency care of these patients.,0.0
490,490,Cod,3,"no, i don't think so! I would like to know more :)",Yelberton Abraham Tittle Jr.,"Dry cod may be prepared as unsalted stockfish, as cured salt cod or clipfish.","Well there are two main types, the Atlantic cod and the Pacific cod. I think you an guess where each type lives? :)",0.0
491,491,Green,4,"Interesting. I find red stressful, and yellow too. ",The name was inspired by a fictional secret society on the Amos 'n' Andy,no_passages_used,"Yes, they seem harsh compared to blue.",0.0
492,492,Instagram,3,Do you have alot of followers or do you follow alot of people?,The Timelords,"It was created by Kevin Systrom and Mike Krieger, and launched in October 2010 as a free mobile app exclusively for the iOS operating system.",a decent amount. you know it is owned by facebook?,0.0
493,493,Green,3,I love green on clothing and accessories and to decorate.,"The capital village of ""Powhatan"" was believed to be in the present-day",Many creatures have adapted to their green environments by taking on a green hue themselves as camouflage.,"my parents are Irish, we Irish love the color so much we adopted it as our national color",0.0
494,494,Skiing,3,Do you have any idea about the history of the sport? What year it started and where?,Alba was sent to Italy as commander in chief of the Spanish-Habsburg army in,Early skiers used one long pole or spear.,Skiing has a history of almost five millenia! Can you believe that?,0.0
495,495,Broken heart,3,I'm trying to figure out how to move on but it's still too broken to do that yet,After a tag-team tournament in 1983,That is strategies which reduce stress.,"Talking to your friends and family can help, it isn't good to bottle up emotions.  Maybe they can help you move on.",0.0
497,497,Elvis Presley,4,I believe he got his start in music by promoting African American songs.,"Hiatt finally came into success in 1987, when he released his first big hit,","""Blue Suede Shoes"" is a rock-and-roll standard written and first recorded by Carl Perkins in 1955.","He did, with his producer Sam Philips at Sun Records they wanted to bring African American music to a wider audience",0.0
498,498,Instagram,4,Interesting. Glad that it's available for Android now. Do a lot of people us Instagram? ,Reasoner took over the anchor chair after Collingwood tossed it to him at 5:,"They can add hashtags to their posts, linking the photos up to other content on Instagram featuring the same subject or overall topic.",Yes the apps popularity caused an Android version to be released in 2012,0.0
499,499,Green,4,I am interested in rocks in general. Do you have interesting rocks in your area? ,"Thalia returned to Mexico and released her first studio album as a solo artist, self-","The Grand Canyon is long, up to wide and attains a depth of over a mile ().","Yes i used to live in Arizona and the grand canyon was there, and also every other desert beatufill rocks all over the state",0.0
500,500,Harry Potter,3,Very good movies .  What is your favorite film from harry potter?,Povenmire worked on the show in 1993.,The following are notable teachers and staff members who do not have their own articles or who are not listed in other articles.,I liked Harry Potter and the Dealthy Hallows I saw that one first before actually watching them in order what is your favorite?,0.0
501,501,Archery,3,"Yes, it is quite neat how it has evolved. It can be challenging at first but once you get the hang of it, it becomes a lot of fun.",It is mainly a competitive sport and recreational activity.,The oldest bows known so far come from the Holmegård swamp in Denmark.,"I would like to try it some day. It dates way back to 10,000-9000 BC, it's definitely something much older than most modern day ""sports""!",0.0
502,502,Game design,3,Yes! I enjoy making sports and strategy games. I love the way players caninteract on a sports game in a simulated environment.,"Daniel Barenboim was born in 1942 in Buenos Aires, Argentina,","Game design creates goals, rules and challenges to define a board game, card game, dice game, casino game, role-playing game, sport, video game, war game or simulation that produces desirable interactions among its participants and, possibly, spectators.","Same and Increasingly, elements and principles of game design are also applied to other interactions",0.0
504,504,Green,4,"Like most gemstones, yeah. Hard to scratch but easy to shatter.",Erich Mielke was imprisoned for ordering the shootings of East German,Those properties determine the major industrial application of diamond in cutting and polishing tools and the scientific applications in diamond knives and diamond anvil cells.,Except diamonds that have the highest hardness.  Hard to shatter thoses!,0.0
505,505,Green,3,I like wearing green shirts because it makes my eyes pop,After graduating from Cheltenham High School.,Many creatures have adapted to their green environments by taking on a green hue themselves as camouflage.,"I bet it does. The largest contributor to green in nature is chlorophyll, a chemical produced in plants.",0.0
507,507,Motivation,3,"I really lack motivation, but I've heard it's more important to have discipline.","Mangeshkar sang duets with Asha Bhosle, Suraiy","A motive is what prompts the person to act in a certain way, or at least develop an inclination for specific behavior.","Yes, motivation helps direct one's behavior and actions",0.0
508,508,Green,3,Its very vibrant and has many different shades,The album's a success in the US,"By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy.",It's used a lot in paintings and is one of the additive primary colors,0.0
509,509,Bowling,4,Are there any names for getting more than three strikes? Is getting four strikes called anything?,Parker's life was riddled with depression and heroin addiction. This addiction caused him to,"Further strings of strikes are referred to as the number with the word ""bagger"", such as ""four-bagger"" for four consecutive strikes.","I believe some people call four strikes in a row a ""hambone"". How odd.",0.0
511,511,Bowling,3,"Same, it was fun while in highschool.",Carter was a professional boxer.,"In pin bowling variations, the target is usually to knock over pins at the end of a lane.","I had a lot of fun with it back then too. It is one of the major types of throwing sports today, which really didn't surprise me.",0.0
512,512,Motivation,3,I need to lose about 50 pounds but it's for my health. TBH I don't mind being a bit heavy but my health does.,"The Olmec had their roots in early farming cultures of Tabasco, which began between",no_passages_used,I actually lost 35 pounds last year. Now at my ideal weight. I found I was really motivated when I kept track of the weight loss. ,0.0
513,513,Skiing,4,"Wow, five millennia, that is a lot.  Why didn't you like it?",Washington's introduction to surveying began at an early age through school exercises that taught him the,"The word ""ski"" is one of a handful of words Norway has exported to the international community.","modern skiing has evolved from beginnings in Scandinavia, i have tried it there, but i like their beer and cheese more :D",0.0
514,514,Cycling,4,"Yeah it's a fun way to explore. Biking is the most fun type of exercise in my opinion, I like going fast so I don't even notice how hard I'm working lol",Dickinson went to audition for Iron Maiden at a rehearsal room in Hackney in,"Unlike a transit bus service, which has frequent stops throughout a city or town, an intercity bus service generally has a single stop at one location in or near a city, and travels long distances without stopping at all.",Same here.  I have used our local bus services where I live to try out new places since our buses have racks on the front.,0.0
515,515,Instagram,4,Yeah they have many neat features. I wonder when it was started?,"After completing 14 home-study Army Extension Courses, Reagan enlisted in the",It is owned by Facebook.,"Well, it was originally launched in 2010 for iOS devices. A few years later, it came to Android, and then the website appeared.",0.0
516,516,Green,3,"Yes to be honest I like them both however when you go into nature and you see the greens of the forests, the grass, the mountains it can be just amazing.",Holland a,"By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy.","Yes, chlorophyll in plants is an amazing substance",0.0
517,517,Organizing (structure),4,I am organising my spices by their colour and flavour. Interesting how cultures have these small differences.,Hedin was a monarchist. From 1905 onwards he took a,Tea likely originated in southwest China during the Shang dynasty as a medicinal drink.,"Different cultures drink different spiced teas. After water, tea is the most popular drink in the world.",0.0
519,519,Ireland,3,That is good to know.    What about the population?,"Brett made his professional acting debut in rep at the Library Theatre in Manchester in 1954, and his",Just under 4.8 million live in the Republic of Ireland and just over 1.8 million live in Northern Ireland.,It was about 6.6 million in 2011. It was ranked the second most populous island in Europe.,0.0
520,520,Green,4,"Oh I see, what other colors can affect the human behavior?","Phillips auditioned in Savannah, Georgia. He sang ""Superstition"" by","Stimulants (also often referred to as psychostimulants or colloquially as uppers) is an overarching term that covers many drugs including those that increase activity of the body, drugs that are pleasurable and invigorating, or drugs that have sympathomimetic effects.",One example is that red and orange are tied to stimulants. ,0.0
521,521,John Grisham,3,I have always heard that. Does he still write new book? Is he still alive?,"After the conclusion of the sixth season of I Love Lucy, the Arnazes decided","The book was adapted into a 1993 feature film of the same name, starring Tom Cruise, and a 2012 TV series which ""continues the story of attorney Mitchell McDeere and his family 10 years after the events of the film and novel.""","Yes hes 63 today, And as of 2012, his books have sold an astounding 275 million copies worldwide.",0.0
522,522,Broken heart,3,Yeah we where together for 4 years,The Impossible Years,"The ""social-attachment system"" uses the ""pain system"" to encourage humans to maintain their close social relationships by causing pain when those relationships are lost.",Im sorry to hear that.  Emotion pain if severe enough can cause actual physical damage to the heart,0.0
523,523,American football,4,yeah they do! Do you prefer offence or defence,Bono died of injuries from hitting a tree while skiing at Heavenly Ski Resort in Lake,"The first match of American football was played on November 6, 1869, between two college teams, Rutgers and Princeton, under rules based on the association football rules of the time.",I prefer offense since the feeling when you get to the end zone for a touchdown is so good.,0.0
524,524,Winter,4,"Those are all great.  I love all of the Christmas baking, too!",Mohyeldin's first major assignments happened shortly after 9/11.,"The English word ""winter"" comes from the Proto-Indo-European root ""wend,"" relating to water.","Oh me too! Interestingly, when it is winter in the Northern Hemisphere, it is summer in the Southern Hemisphere!",0.0
526,526,Green,4,"I want to say most plants are green because of that stuff in them, chlorophyll I think? ",Ellington began to make recordings with smaller groups,"Conversely, it is a poor absorber of green and near-green portions of the spectrum, which it reflects, producing the green color of chlorophyll-containing tissues.",Right!  It allows plants to absorb energy from light - and is essential in photosynthesis,0.0
527,527,Bowling,3,"Oh I was talking about the bowling that goes on in bowling lanes, but what are the other forms of bowling?",Lambert is best known for his theatrical performance style and meticulous attention to detail in all aspects of his,"In target variations, the aim is usually to get the ball as close to a mark as possible.","There is pin bowling which you're probably familiar with. There is also target bowling, where the rolling surface could be grass or gravel!",0.0
528,528,Stock market,4,Who uses the stock exchange?,"Cronin was named player-manager of the Senators in 1933, a post ","Stock exchanges list shares of common equity as well as other security types, e.g.","buy and sell shares of stock, bonds",0.0
529,529,Archery,3,"Back in the midwest, a lot of people still use it to hunt. A lot of states allow people to archery hunt earlier in the season before rifle season opens. ","Bolton and Kern had a musical, Very Good Eddie, running at the Princess Theatre in",The oldest bows known so far come from the Holmegård swamp in Denmark.,"Very cool. Archery can be traced back as early as 10,000 BC in the late Paleolithic where they were used to hunt.",0.0
530,530,John Grisham,3,Does he have any best sellers?,John Grisham,"The book was adapted into a 1993 feature film of the same name, starring Tom Cruise, and a 2012 TV series which ""continues the story of attorney Mitchell McDeere and his family 10 years after the events of the film and novel.""","Yes he does. His first novel, ""A Time to Kill,"" was published in June 1989, and went on sell 2 million copies!",0.0
531,531,Archery,3,Are there different kinds of bows?,Shen Kuo was born in Qiantang (modern-day Hangzhou) in,"In modern times, it is mainly a competitive sport and recreational activity.","There is the composite bow, a traditional bow of horn, wood and sinew.",0.0
533,533,Green,4,Emeralds are pretty. What other minerals are green?,The benches in the British House of Commons are green while those in the House of Lords,"For this reason, the costume of the ""Mona Lisa"" by Leonardo da Vinci and the benches in the British House of Commons are green while those in the House of Lords are red.","Oh so many, but I forget, Emeralds are the most common ones though. I bet you know that green has a long historical tradition as the color of Ireland!",0.6666666666666666
534,534,Green,3,Yes! Green is also one of the main colors in the RGB color model I believe. It is also a great shirt color.,The film did not air on HBO,"In subtractive color systems, used in painting and color printing, it is created by a combination of yellow and blue, or yellow and cyan; in the RGB color model, used on television and computer screens, it is one of the additive primary colors, along with red and blue, which are mixed in different combinations to create all other colors.",I have heard Green has a dominant wavelength of roughly 495570 nm,0.0
535,535,Elvis Presley,3,Can you tell me more about him? Like where he lived?,Jane Goodall Institute,"It is located at 3764 Elvis Presley Boulevard in the vast Whitehaven community, about 9 miles (14.5 km) from Downtown and less than four miles (6 km) north of the Mississippi border.","Yeah! He was born in Tupelo, Mississippi and moved to Memphis when he was 13 years old.",0.0
536,536,Paramedic,3,They have to stay calm and professional in all situations. Do you think that you have those traits?,"Johansson has been called ""ScarJo"" by the media and fans,","The Big Five personality traits, also known as the five factor model (FFM), is a model based on common language descriptors of personality.",Yes and know. But it is a part of the Big Five personality traits model.,0.0
538,538,Cardigan (sweater),3,"That's cool, do you know when they were first made?",The Roaring Twenties,A cardigan is a type of knitted garment (sweater) that has an open front.,"I'm unsure of its earliest origins, but the earliest popularized date of the shirt I'm aware of is from the 1930s.  I'm sure it's been around for longer.",0.0
539,539,Green,4,"That makes a lot of sense, if you correlate the color with nature a lot.I think what you associate with your favorite color has a lot to do with why someone picks it as their favorite.",The convenience store chain 7-Eleven transformed 11 of its stores in the U.S.,"Factors such as gender, age, and culture can influence how an individual perceives color.","That might be so, there are perceptions  based on color that are not really obvious like how things taste.",0.0
540,540,Popcorn,4,"I see, I wonder who first discovered it",Latour,"In Mexico, for example, remnants of popcorn have been found that date to around 3600 BC.","well if we go all the way back, corn was first domesticated 9000 years ago in what is now known as mexico",0.0
541,541,Paramedic,4,I did not know that! What all does your daily job entail?,"He turned down a full scholarship at Oberlin College, which did not have an established jazz",There are different models of care for EMS providers which significantly influence the scope of practice of paramedics in an area.,"It varies widely. But it's a role that finds itself closely related to other healthcare positions, especially EMS roles, where you have a higher grade role, which is to say you'll be granted both more responsibility and autonomy.",0.0
542,542,Guns N' Roses,4,That's impressive! Can you tell me more about the band members?,Saul Hudson,"Saul Hudson (born July 23, 1965), better known by his stage name Slash, is a British-American musician and songwriter.","when first signed to geffen in 86 the lineup was axl rose on vocals, slash on lead, izzy on rythm, duff mckagan on bass and steve adler on drums. i would say slash was my favourite, even though i play bass lol",0.0
543,543,Thierry Henry,4,"Yeah, I remember seeing him often wearing a blue jersey if recall correctly. Is he a striker?",Thierry Henry is a striker.,Thierry Daniel Henry (; born 17 August 1977) is a retired French professional footballer who played as a forward and is the second assistant manager of the Belgium national team.,"Yeah he was a stricker, he is now retired though, he also played for Barcelona with Ronaldihno and Messi. ",0.0
544,544,Broken heart,4,"Oh ok, yeah its important to give him some time to think and give him fresh air. when my girlfriend cheated on my, My heart was broken so bad that I thought id never date anyone again. ","Eurythmics released their next album, Revenge, in 1986.","The concept is cross-cultural, often cited with reference to a desired or lost lover, and dates back at least 3,000 years.","That is the worse. I know how you felt. Some people can even suffer emotional pain so severe it can cause ""broken heart syndrome"". It can even lead to physical damage to the heart.",0.0
546,546,Kurt Cobain,4,oh yea? i didnt know that,Cellier joined the D'Oyly Carte company as musical director at the Opera Com,"Nirvana's debut album ""Bleach"" was released on the independent record label Sub Pop in 1989.",Yeah Cobain formed the band Nirvana with Krist Novoselic and Aaron Burckhard in 1987,0.0
547,547,Online shopping,3,"i'm currently living in a fairly rural location for work and it's just so much easier to use Amazon Prime for shopping, my only other alternative is driving 30 minutes to walmart",Carpentier studied music theory at the Lycee Jeanson de Sailly when ,"As of 2016, customers can shop online using a range of different computers and devices, including desktop computers, laptops, tablet computers and smartphones.","It is so much easier, especially when you live in rural locations.  I also like how you can use online shopping to compare among alternative vendors for the same product with different retailers.  ",0.0
548,548,Green,3,"Yes it is. It is also the color of Emeralds, and sometimes the color of camouflage.",Kelly's first professional race was the Etoile de Besseges. It started on,Many creatures have adapted to their green environments by taking on a green hue themselves as camouflage.,I have read it has a dominant wavelength of roughly 495570 nm.,0.0
549,549,Accounting,3,"If it is very serious, but it is an exciting job that allows to do all financial processes in an orderly manner.","Bobby Darin was reared by his maternal grandmother, whom he believed was his mother",Practitioners of accounting are known as accountants.,Accounting was established by an Italian mathematician in 1494!,0.0
550,550,Auto racing,4,Haha I know - doesn't stop me trying though!! My other half is in to all that and has been to watch formula one racing.,The UNIVAC was the first known large-scale electronic computer on the market in 1950.,The minimum weight permissible is including the driver but not fuel.,Maybe it will make you feel better to know that Formula One got its name from having a set of rules (formula) to which cars must conform.  Increases safetly.,0.0
551,551,Auto racing,3,It sure has come a long way. This formula 1 race right now is downright bonkers.,There was a shootout at Pine Ridge.,"The first organized contest was on April 28, 1887, by the chief editor of Paris publication ""Le Vélocipède"", Monsieur Fossier.",By the 30's there had been special racing cars created.,0.0
552,552,Elvis Presley,3,do you like his songs?,"Elvis Presley was born in Tupelo, Mississippi, and relocated to Memphis, Tennessee","Presley was born in Tupelo, Mississippi, and relocated to Memphis, Tennessee, with his family when he was 13 years old.",Yeah ..He's referred to as the king of rock 'n' roll in the 80's,0.8888888888888888
553,553,Bee,3,Yeah they give us honey and i like that atleast,They might accurately be described as a loose collection of families of diverse origins who migrated,"They are found on every continent except Antarctica, in every habitat on the planet that contains insect-pollinated flowering plants.","We research says that  Bees are a monophyletic lineage within the superfamily Apoidea and are presently considered a clade, called Anthophila",0.0
554,554,Elvis Presley,3,"yes, I do. I am familiar with his big hits","Joel recorded his second Columbia album in Los Angeles, Streetlife Serenade.","Regarded as one of the most significant cultural icons of the 20th century, he is often referred to as the ""King of Rock and Roll"" or simply ""the King"".",He was born Elvis Aaron Presley!  I actually really like his whole name.,0.0
555,555,Broken heart,3,"Yeah, I am feeling both right now... :(  Do you know how to make it stop? ",Mystique becomes the adoptive mother of the four-year-old girl Rogue.,"Emotional pain that is severe can cause 'broken heart syndrome', including physical damage to the heart.","If it is mental suffering, sometimes you just need time.",0.0
556,556,Neurosurgery,3,Definitely interesting. It must be one of the more difficult fields to go into.,Chris Benoit and Kurt Angle competed in a Triple Threat match against Chris Ben,"In most countries, neurosurgeon training requires a minimum period of seven years after graduating from medical school.","It's really difficult. In different countries, there are different requirements for an individual to legally practice neurosurgery,",0.0
557,557,Elvis Presley,4,"That makes sense, his music was very similar in sound to that of African American music back in the day. I'd love to hear more!","Mudvayne participated in the Summer Sanitarium Tour, headlined by Metallica","Presley's first RCA single, ""Heartbreak Hotel"", was released in January 1956 and became a number one hit in the United States.","Yes.  His music was not always accepted by the masses.  The youth truly enjoyed his uptempo, backbeat-driven music.  Elvis as a pioneer in fusing country music with rhythm and blues.  His style was original and unique for its time!",0.0
558,558,Insane Clown Posse,4,"Not as much of a rap fan but i like rap occasionally, mainly like rock and metal",Adelson,"The group has established a dedicated following called Juggalos numbering in the ""tens of thousands"".",Ah ok. You should give ICP another shot. They won 2 platinum and 5 goal albums. That's pretty good!,0.0
559,559,Elvis Presley,4,That's actually one of my favorite songs by him. If I had to choose it would be that or Jailhouse Rock.,Wizard: Yeah I have listened to his music. Heartbreak Hotel was a number one,"Presley was born in Tupelo, Mississippi, and relocated to Memphis, Tennessee, with his family when he was 13 years old.","That was a very popular song. He didn't write it though, but then again most artists don't.",0.0
560,560,Cheerleading,3,Thats awesome. Do you take part in cheerleading competitions?,"The Cardigans returned in 2002 to record Long Gone Before Daylight (2003), ","Cheerleading originated in the United States, and remains predominantly in America, with an estimated 1.5 million participants in all-star cheerleading.",Somtimes its is more of a intense physical activity now-a-days but sometimes we still do chants.,0.0
561,561,Cod,4,What do you mean?,"Sheehan's death was ruled an accidental drug overdose, with cocaine, Val","Cod is the common name for the genus ""Gadus"" of demersal fishes, belonging to the family Gadidae.","Know Nothings"" believed a ""Romanist"" conspiracy was afoot to subvert  politically organize native-born Protestants .",0.0
562,562,Harry Potter,4,That is a lot! When did the books first come out? I remember I was still in elementary school I believe.,"The books have sold over 500 million copies worldwide, so they certainly are popular!",no_passages_used,Harry Potter and the sorcerers stone release June 26th 1997!,0.0
563,563,Bowling,4,"How many strikes in a row do you have to get to get a perfect game, and what score is that? I wouldn't know. I've only ever bowled 120!","The toys featured were Airfix, Plasticine, Meccano, Scalextric,","The PBA Tour is the major professional tour for ten-pin bowling, operated by the Professional Bowlers Association.","Well, if you get 12 strikes in a row, you will achieve the maximum score of 300",0.0
565,565,Winter,4,"I was just thinking that it is winter in some parts of the world, but I can't remember where!","They reported, but attempted to leave after only a few minutes.",Christmas traditions vary from country to country.,In the northern hemisphere it will be winter and then in the southern hemisphere it's summer. ,0.0
567,567,Accounting,3,Only took two course for my business degree because it was required.,He led a group of conservative Senators in blocking federal Immigration Legislation that would have,"The Financial Accounting Standards Board (FASB) is a private, non-profit organization standard setting body whose primary purpose is to establish and improve generally accepted accounting principles (GAAP) within the United States in the public's interest.", Financial reporting and accounting as synonymous as a field of study?,0.0
568,568,Green,3,"I used to use blue and yellow paint to make green, so that makes sense",The Casbah,"In the Middle Ages and Renaissance, green was the color commonly associated with merchants, bankers and the gentry, while red was reserved for the nobility.",Many creatures have adapted to green environments by turning green themselves.,0.0
569,569,Chihuahua (dog),3,They are pretty tiny. What is the largest bredd?,"The Chihuahua's history is convoluted, and there are","The Chihuahua's history is convoluted, and there are many theories surrounding the origin of the breed.","Irish Wolfhounds are up there, but they don't range as much in colors or coat length like chihuahuas do.",1.0
571,571,American football,3,What are some of your favorite teams?,He has worked as a commentator for CBS Sports' college football broadcasts.,"After clinching the SEC East, the Gators defeated then top-ranked Alabama Crimson Tide 31–20 in the SEC Championship Game to win their eighth conference title.",I favor the Florida Gators,0.0
572,572,Drama school,4,Do you know why it closed?,The Academy Drama School in London closed in 2007.,no_passages_used,I'm not sure but it was founded by Tim and Judith Reynolds in 1985 as the Evening Academy of Dramatic Art,0.0
573,573,Popcorn,3,yup. that sounds good and the popping sound will be amazing to hear,The Kinks started out playing the then popular R&B and blues styles; then,"The dish consists of tortilla chips (or ""totopos"") covered with cheese or cheese-based sauce, and is often served as a snack.",I agree with you.  Experts have found that the popping of the kernels happened by people as far back as the early 19th Century! So it not just a modern day food.,0.0
574,574,John Grisham,3,Im not really sure. It does sound interesting though. Does he still write?,After The Sea Chase,"Eight of his other novels have also been adapted into films: ""The Chamber"", ""The Client"", ""A Painted House"", ""The Pelican Brief"", ""The Rainmaker"", ""The Runaway Jury"", ""Skipping Christmas"", and ""A Time to Kill"".","He does, and as of 2012 all of his books had sold over 275 million copies across the globe",0.0
575,575,Hunting,4,Really? have eaten deer meat  and how does deer meat taste?,Cronkite's tenure as anchor of the CBS Evening News made him an icon,"LOL, or lol, is an acronym for laugh(ing) out loud or lots of laughs, and a popular element of Internet slang.","Yeah deer meat is a little tougher than beer, although that may have been my mistake for overcooking it.",0.0
576,576,Ireland,4,I didn't know that.  What's the ideal time for a visit?,"Botha was elected head of the National Party Youth in 1946, and two years later won ",Thick woodlands covered the island until the Middle Ages.,"months of March to May and September to November, as the weather isn't as cold as during the winter months",0.0
577,577,American football,4,I'm way into football too and these are cool facts I never knew. Is there many football teams?,"No, they were not arrested.","American football evolved in the United States, originating from the sports of association football and rugby football.","There are so many. Especially considering all the high school, college, and professional teams.",0.0
578,578,The Walking Dead (TV series),3,"Well, after a few seasons, it really just felt tooooo dark and inescapable. I guess zombies will do that to you...! What's your favorite game?",The Walking Dead,"A version for iOS was released in February 2010, and an HD version for the iPad.",I enjoy strategy games the most.  One of my favorites is Plants Vs. Zombies.  Have you played that one?  It's about homeowners that use plants to try and stop zombies from invading.,0.0
579,579,Elvis Presley,4,"Yes, it is so sad, and speaking of heart it is said that he died from a heart attack.","No, he never acted in his plays.","With a series of successful network television appearances and chart-topping records, he became the leading figure of the newly popular sound of rock and roll.",Well he was into a lot of drugs I mean he had been singing since 1954 recording for Sun Records so I'm sure he was partying for at least 2 decades,0.0
580,580,Gymnastics,3,"Hehe you can try it, and then maybe you become flexible :D be sure to use a lot of chalk before you try, it really helps your grip",Disraeli Gears,"It typically involves the women's events of vault, uneven bars, balance beam and floor exercise.","Have you ever been involved in competitive artistic gymnastics which is the best known of events? And by the way, I would need MORE than chalk! lol",0.0
581,581,American football,4,Probably because the field used to have gridirons painted on. Now they just have the horizontal yard markings.,Koolhaas's next landmark publications were a product of his position as,Points are primarily scored by advancing the ball into the opposing team's end zone for a touchdown or kicking the ball through the opponent's goalposts for a field goal.,Points are scored by getting the ball into the other teams end zone and scoring a touchdown,0.0
582,582,Cardigan (sweater),4,They are extremely comfortable.,Roy Rogers was honored with three stars on the Hollywood Walk of Fame: for Motion Pictures at,"The garment is mostly associated with the college culture of the Roaring Twenties and early 1930s, being also popular throughout the 1950s, the 1970s and the 1990s.",The more modern versions now have no buttons and just kinda hang open - my daughters like those kind.,0.0
583,583,Paramedic,3,"Aw, thank you. What do you do?",East West vetoed this plan during the recording sessions.,"The scope of the role varies widely across the world, having originally developed as a paraprofession in the United States during the 1970s.",I'm an armed guard! It's funny that in some countries paramedic is accountable to a professional regulatory body,0.0
584,584,Medical billing,3,i wish it wasnt so expensive. if it wasnt for medical bills i would probably have alot better credit,Hayes had his finest hour as a sprinter. He won the 100m at,"However, with the advent of medical practice management software, also known as health information systems, it has become possible to efficiently manage large amounts of claims.",Do you receive your bills on paper still?,0.0
586,586,Ireland,4,It sounds beautiful! Are there any old buildings or landmarks you plan to visit?,The Dalai Lama and his retinue fled Tibet with the help of,Just under 4.8 million live in the Republic of Ireland and just over 1.8 million live in Northern Ireland.,The Blarney Stone! And some of the wildlife. There are 26 species of mammal native to Ireland,0.0
587,587,Cheerleading,3,Cheerleaders have to be pretty good athletes themselves. Many of them do all kinds of stunts!,"Akram was a man possessed of accurate control of line and length, accompanied by","It can be performed to motivate sports teams, entertain the audience, or for competition.",Yes the activities can be chanting of  slogans to intense physical activity.,0.0
588,588,Cheerleading,3,"yes, it could be. By chanting, do you mean saying things in unison? ","In August 1965, they were introduced to Bob Dylan by manager Albert Grossman's assistant,","Competitive routines typically range anywhere from one to three minutes, and contain components of tumbling, dance, jumps, cheers, and stunting.",Cheerleaders cheer for their team to root for them.,0.0
589,589,Cheerleading,3,"It's pretty risky. A cheerleader from Southern Illinois University fractured her back and hit her head from falling from a pyramid stunt. She's fully recovered now though,thank goodness.",Terry Fator was on America's Got Talent in 2007.,Cheerleading began during the late 18th century with the rebellion of male students.,"Oh that is very serious. Good she is okay. Routines don't last long, but they incorporate dance, tumbling and such.",0.0
590,590,John Grisham,4,Politican? Where is he a politican?,"Averill hit a line drive back at the mound, hitting Dean on the foot",He practiced criminal law for about a decade and served in the House of Representatives in Mississippi from January 1984 to September 1990.,84-90 he served Mississippi House of Representatives,0.0
591,591,Skiing,4,"Is it only done on snow,I mean ice?","Alex Gaskarth on vocals, Jack Barakat on guitar, TJ Ih","Cross-country skiing is a form of skiing where skiers rely on their own locomotion to move across snow-covered terrain, rather than using ski lifts or other forms of assistance.",not sure but skiing has evolved from beginnings in scandinavia and even long ago in china,0.0
592,592,Winter,4,"I kinda thought it was the same for everyone, but then I've also lived in Texas my whole life, so what do I know right? LOL","No, he didn't move during this time.","The English word ""winter"" comes from the Proto-Indo-European root ""wend,"" relating to water.",winter is associated with snow and freezing rain here I'm guessing it's not the same in Texas?,0.0
593,593,American football,4,"oh wow that sounds complex, where do they play these foot ball at ?",Bert Bell wanted to become an owner of a team based in Philadelphia.,"American football, referred to as football in the United States and Canada, and also known as gridiron football or simply gridiron, is a team sport played by two teams of eleven players on a rectangular field with goalposts at each end.",Usually its a rectangular field some teams have stadiums,0.0
594,594,Dog training,4,"I've never heard of the Koehler method - I've heard of clicker training, though, and positive reinforcement. What can you tell me about the Koehler method?",Cesar Romero,"He received the Navy Cross for his service during World War I.  Hugo William Koehler was born on July 19, 1886 in St. Louis, Missouri.",Hugo Koehler developed it.  He was a US Navy Commander who served as military attache to Russia,0.0
595,595,Genghis Khan,3,Didn't that empire stretch over most of the continent and then some?,"He won Paris-Nice (where he became the first, and still the only,","His descendants extended the Mongol Empire across most of Eurasia by conquering or creating vassal states in all of modern-day China, Korea, the Caucasus, Central Asia, and substantial portions of Eastern Europe and Southwest Asia.","Yes, by the end of Khan's life, the Mongol Empire stretched across Central Asia and China.",0.0
596,596,American football,3,Cool I am a Ravens fan. I'm sure you're disappointed about your Super Bowl loss this year.,Krauss' second Union Station album Every Time You Say Goodbye was released in 1992,"Thomas Edward Patrick Brady Jr. (born August 3, 1977) is an American football quarterback for the New England Patriots of the National Football League (NFL).","I am very disappointed but our offense did really well advancing down the field, our running and passing game wasn't too bad.",0.0
597,597,American football,4,Do you know how many teams are in the NFL?,Silent Alarm,"The first match of American football was played on November 6, 1869, between two college teams, Rutgers and Princeton, under rules based on the association football rules of the time.",32 total. I'm a bigger college football fan. It's hard to believe it evolved from rugby football.,0.0
598,598,Auto racing,4,"That's cool, have you ever seen a live race before?",American Bison,"Auto racing (also known as car racing, motor racing, or automobile racing) is a motorsport involving the racing of automobiles for competition.",No but auto racing is definitely intiguing to me with the competitions and fast cars and such,0.0
599,599,Green,3,That makes sense! I remember mixing blue and yellow paint in school to make green.  My favorite shade is like an emerald green.,"After Osceola's death, army doctor Frederick Weedon persu",It is evoked by light which has a dominant wavelength of roughly 495570 nm.,"By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize ",0.0
