,id,response,cand,question,knowledge,knowledge_ans,score
1530,589,Terry Fator was on America's Got Talent in 2007.,America's Got Talent,What show did Terry Fator appear on?,Cheerleading began during the late 18th century with the rebellion of male students.,[CLS],0.0
1531,590,"Averill hit a line drive back at the mound, hitting Dean on the foot",Dean,Who did Averill hit on the foot?,He practiced criminal law for about a decade and served in the House of Representatives in Mississippi from January 1984 to September 1990.,[CLS],0.0
1532,590,"Averill hit a line drive back at the mound, hitting Dean on the foot",Averill,Who hit a line drive back at the mound?,He practiced criminal law for about a decade and served in the House of Representatives in Mississippi from January 1984 to September 1990.,[CLS],0.0
1533,590,"Averill hit a line drive back at the mound, hitting Dean on the foot",a line,What type of drive did Averill hit?,He practiced criminal law for about a decade and served in the House of Representatives in Mississippi from January 1984 to September 1990.,[CLS],0.0
1534,590,"Averill hit a line drive back at the mound, hitting Dean on the foot",the mound,Where did Averill hit Dean on the foot?,He practiced criminal law for about a decade and served in the House of Representatives in Mississippi from January 1984 to September 1990.,[CLS],0.0
1535,590,"Averill hit a line drive back at the mound, hitting Dean on the foot",the foot,What did Averill hit Dean on?,He practiced criminal law for about a decade and served in the House of Representatives in Mississippi from January 1984 to September 1990.,[CLS],0.0
1536,591,"Alex Gaskarth on vocals, Jack Barakat on guitar, TJ Ih",Alex Gaskarth,Who sings on vocals?,"Cross-country skiing is a form of skiing where skiers rely on their own locomotion to move across snow-covered terrain, rather than using ski lifts or other forms of assistance.",[CLS],0.0
1537,591,"Alex Gaskarth on vocals, Jack Barakat on guitar, TJ Ih",Jack Barakat,Who plays guitar?,"Cross-country skiing is a form of skiing where skiers rely on their own locomotion to move across snow-covered terrain, rather than using ski lifts or other forms of assistance.",[CLS],0.0
1538,591,"Alex Gaskarth on vocals, Jack Barakat on guitar, TJ Ih",vocals,What does Alex Gaskarth do?,"Cross-country skiing is a form of skiing where skiers rely on their own locomotion to move across snow-covered terrain, rather than using ski lifts or other forms of assistance.",[CLS],0.0
1539,591,"Alex Gaskarth on vocals, Jack Barakat on guitar, TJ Ih",guitar,What instrument does Jack Barakat play?,"Cross-country skiing is a form of skiing where skiers rely on their own locomotion to move across snow-covered terrain, rather than using ski lifts or other forms of assistance.",[CLS],0.0
1540,592,"No, he didn't move during this time.",he,Who didn't move during this time?,"The English word ""winter"" comes from the Proto-Indo-European root ""wend,"" relating to water.",[CLS],0.0
1541,593,Bert Bell wanted to become an owner of a team based in Philadelphia.,Bert Bell,Who wanted to become an owner of a team based in Philadelphia?,"American football, referred to as football in the United States and Canada, and also known as gridiron football or simply gridiron, is a team sport played by two teams of eleven players on a rectangular field with goalposts at each end.",[CLS],0.0
1542,593,Bert Bell wanted to become an owner of a team based in Philadelphia.,Philadelphia,Where was Bert Bell's team based?,"American football, referred to as football in the United States and Canada, and also known as gridiron football or simply gridiron, is a team sport played by two teams of eleven players on a rectangular field with goalposts at each end.",[CLS],0.0
1543,593,Bert Bell wanted to become an owner of a team based in Philadelphia.,a team,What did Bell want to own?,"American football, referred to as football in the United States and Canada, and also known as gridiron football or simply gridiron, is a team sport played by two teams of eleven players on a rectangular field with goalposts at each end.",[CLS],0.0
1544,594,Cesar Romero,Cesar Romero,Who is the name of the person who is known for being a great actor?,"He received the Navy Cross for his service during World War I.  Hugo William Koehler was born on July 19, 1886 in St. Louis, Missouri.",[CLS],0.0
1545,595,"He won Paris-Nice (where he became the first, and still the only,",Paris-Nice,What competition did he win?,"His descendants extended the Mongol Empire across most of Eurasia by conquering or creating vassal states in all of modern-day China, Korea, the Caucasus, Central Asia, and substantial portions of Eastern Europe and Southwest Asia.",[CLS],0.0
1546,595,"He won Paris-Nice (where he became the first, and still the only,",first,"At Paris-Nice, where did he rank?","His descendants extended the Mongol Empire across most of Eurasia by conquering or creating vassal states in all of modern-day China, Korea, the Caucasus, Central Asia, and substantial portions of Eastern Europe and Southwest Asia.",[CLS],0.0
1547,596,Krauss' second Union Station album Every Time You Say Goodbye was released in 1992,1992,When was Krauss' second album released?,"Thomas Edward Patrick Brady Jr. (born August 3, 1977) is an American football quarterback for the New England Patriots of the National Football League (NFL).",[CLS],0.0
1548,597,Silent Alarm,Silent Alarm,What is the name of the alarm system?,"The first match of American football was played on November 6, 1869, between two college teams, Rutgers and Princeton, under rules based on the association football rules of the time.",[CLS],0.0
1549,598,American Bison,American,What is the nationality of the Bison?,"Auto racing (also known as car racing, motor racing, or automobile racing) is a motorsport involving the racing of automobiles for competition.",[CLS],0.0
1550,598,American Bison,American Bison,What is the name of the animal that lives in the United States?,"Auto racing (also known as car racing, motor racing, or automobile racing) is a motorsport involving the racing of automobiles for competition.",[CLS],0.0
1551,599,"After Osceola's death, army doctor Frederick Weedon persu",Osceola,Who died?,It is evoked by light which has a dominant wavelength of roughly 495570 nm.,[CLS],0.0
1552,599,"After Osceola's death, army doctor Frederick Weedon persu",Frederick Weedon,Who was the army doctor?,It is evoked by light which has a dominant wavelength of roughly 495570 nm.,[CLS],0.0
1553,599,"After Osceola's death, army doctor Frederick Weedon persu",Osceola's death,What caused Frederick Weedon to persu?,It is evoked by light which has a dominant wavelength of roughly 495570 nm.,[CLS],0.0
1554,600,"Rosa Parks died of natural causes on October 24, 2005, at the age of 92,",Rosa Parks,"Who died on October 24, 2005?",no_passages_used,[CLS],0.0
1555,600,"Rosa Parks died of natural causes on October 24, 2005, at the age of 92,","October 24, 2005",When did Rosa Parks die?,no_passages_used,[CLS],0.0
1556,600,"Rosa Parks died of natural causes on October 24, 2005, at the age of 92,",natural causes,What was Rosa Parks' cause of death?,no_passages_used,[CLS],0.0
1557,600,"Rosa Parks died of natural causes on October 24, 2005, at the age of 92,",October,What month did Rosa Parks die?,no_passages_used,[CLS],0.0
1558,601,Vladimir Tismaneanu is a noted author of memoirs. This part of his work,Vladimir Tismaneanu,Who is a noted author of memoirs?,no_passages_used,[CLS],0.0
1559,601,Vladimir Tismaneanu is a noted author of memoirs. This part of his work,memoirs,What type of work is Vladimir Tismaneanu known for?,no_passages_used,[CLS],0.0
1560,602,the film,NO_Q,NO_Q,"Nickelback is one of the most commercially successful Canadian groups, having sold more than 50 million albums worldwide and ranking as the eleventh best-selling music act, and the second best-selling foreign act in the U.S. of the 2000s, behind The Beatles.",NO_Q,-1.0
1561,603,"The second season did considerably better, making it into the Top 20 finishing its second season (1996",20,The second season of American Idol finished in the top what number?,Harry Potter is a series of fantasy novels written by British author J. K. Rowling.,[CLS],0.0
1562,603,"The second season did considerably better, making it into the Top 20 finishing its second season (1996",second,Which season of American Idol finished in the Top 20?,Harry Potter is a series of fantasy novels written by British author J. K. Rowling.,[CLS],0.0
1563,603,"The second season did considerably better, making it into the Top 20 finishing its second season (1996",1996,In what year did American Idol finish its second season?,Harry Potter is a series of fantasy novels written by British author J. K. Rowling.,[CLS],0.0
1564,604,"Donovan published an autobiography, Fatso, in 1987.",Donovan,Who wrote Fatso?,"In many western countries, commercial waterfowl hunting is prohibited, and duck hunting is primarily an outdoor sporting activity.",[CLS],0.0
1565,604,"Donovan published an autobiography, Fatso, in 1987.",Fatso,What was the name of Donovan's 1987 autobiography?,"In many western countries, commercial waterfowl hunting is prohibited, and duck hunting is primarily an outdoor sporting activity.",[CLS],0.0
1566,604,"Donovan published an autobiography, Fatso, in 1987.",1987,When did Donovan publish his autobiography?,"In many western countries, commercial waterfowl hunting is prohibited, and duck hunting is primarily an outdoor sporting activity.",[CLS],0.0
1567,604,"Donovan published an autobiography, Fatso, in 1987.",an autobiography,Fatso is what type of work?,"In many western countries, commercial waterfowl hunting is prohibited, and duck hunting is primarily an outdoor sporting activity.",[CLS],0.0
1568,605,The movie was released in 1987.,1987,When was the movie released?,Some schools make this a two-stage process.,[CLS],0.0
1569,605,The movie was released in 1987.,The movie,What was released in 1987?,Some schools make this a two-stage process.,[CLS],0.0
1570,606,"Durant signed with the Warriors on a two-year, $54.3 million contract with ",two-year,How long was Durant's contract with the Warriors?,"It was created by Kevin Systrom and Mike Krieger, and launched in October 2010 as a free mobile app exclusively for the iOS operating system.",[CLS],0.0
1571,606,"Durant signed with the Warriors on a two-year, $54.3 million contract with ",$54.3 million,How much was Durant's contract worth?,"It was created by Kevin Systrom and Mike Krieger, and launched in October 2010 as a free mobile app exclusively for the iOS operating system.",[CLS],0.0
1572,606,"Durant signed with the Warriors on a two-year, $54.3 million contract with ",the Warriors,What team did Durant sign with?,"It was created by Kevin Systrom and Mike Krieger, and launched in October 2010 as a free mobile app exclusively for the iOS operating system.",[CLS],0.0
1573,607,"No, he did not accept that appointment.",that appointment,What did he not accept?,It can range from chanting slogans to intense physical activity.,[CLS],0.0
1574,608,Santorum served in the United States Senate representing Pennsylvania from 1995 to 2007,Santorum,Who served in the US Senate from 1995 to 2007?,"Although modern skiing has evolved from beginnings in Scandinavia, it may have been practiced more than 100 centuries ago in what is now China, according to an interpretation of ancient paintings.",[CLS],0.0
1575,608,Santorum served in the United States Senate representing Pennsylvania from 1995 to 2007,United States,What country did Santorum serve in?,"Although modern skiing has evolved from beginnings in Scandinavia, it may have been practiced more than 100 centuries ago in what is now China, according to an interpretation of ancient paintings.",[CLS],0.0
1576,608,Santorum served in the United States Senate representing Pennsylvania from 1995 to 2007,Pennsylvania,In what state did Santorum serve from 1995 to 2007?,"Although modern skiing has evolved from beginnings in Scandinavia, it may have been practiced more than 100 centuries ago in what is now China, according to an interpretation of ancient paintings.",[CLS],0.0
1577,608,Santorum served in the United States Senate representing Pennsylvania from 1995 to 2007,1995 to 2007,When did Santorum serve in the US Senate?,"Although modern skiing has evolved from beginnings in Scandinavia, it may have been practiced more than 100 centuries ago in what is now China, according to an interpretation of ancient paintings.",[CLS],0.0
1578,608,Santorum served in the United States Senate representing Pennsylvania from 1995 to 2007,the United States Senate,Where did Santorum serve from 1995 to 2007?,"Although modern skiing has evolved from beginnings in Scandinavia, it may have been practiced more than 100 centuries ago in what is now China, according to an interpretation of ancient paintings.",[CLS],0.0
1579,609,Monteux made a large number of recordings throughout his career. His first recording was as ,Monteux,Who made a large number of recordings throughout his career?,"Regarded as one of the most significant cultural icons of the 20th century, he is often referred to as the ""King of Rock and Roll"" or simply ""the King"".",[CLS],0.0
1580,609,Monteux made a large number of recordings throughout his career. His first recording was as ,a large number,How many recordings did Monteux make?,"Regarded as one of the most significant cultural icons of the 20th century, he is often referred to as the ""King of Rock and Roll"" or simply ""the King"".",[CLS],0.0
1581,609,Monteux made a large number of recordings throughout his career. His first recording was as ,recordings,What did Monteux make a large number of?,"Regarded as one of the most significant cultural icons of the 20th century, he is often referred to as the ""King of Rock and Roll"" or simply ""the King"".",[CLS],0.0
1582,609,Monteux made a large number of recordings throughout his career. His first recording was as ,his career,Monteux made a large number of recordings throughout what?,"Regarded as one of the most significant cultural icons of the 20th century, he is often referred to as the ""King of Rock and Roll"" or simply ""the King"".",20th century,0.0
1583,610,"The hero's first name, Milos, is a Slavic given name",Milos,What is the hero's first name?,"The civil war was waged between two opposing groups, Irish republicans and Irish nationalists, over the Anglo-Irish Treaty.",[CLS],0.0
1584,610,"The hero's first name, Milos, is a Slavic given name",Slavic,What nationality is Milos?,"The civil war was waged between two opposing groups, Irish republicans and Irish nationalists, over the Anglo-Irish Treaty.",[CLS],0.0
1585,611,"Hattie McDaniel died of breast cancer at age 57 on October 26,",Hattie McDaniel,Who died of breast cancer?,"Presley's first RCA single, ""Heartbreak Hotel"", was released in January 1956 and became a number one hit in the United States.",[CLS],0.0
1586,611,"Hattie McDaniel died of breast cancer at age 57 on October 26,",October 26,When did Hattie McDaniel die?,"Presley's first RCA single, ""Heartbreak Hotel"", was released in January 1956 and became a number one hit in the United States.",[CLS],0.0
1587,611,"Hattie McDaniel died of breast cancer at age 57 on October 26,",breast cancer,What was Hattie McDaniel's cause of death?,"Presley's first RCA single, ""Heartbreak Hotel"", was released in January 1956 and became a number one hit in the United States.",[CLS],0.0
1588,611,"Hattie McDaniel died of breast cancer at age 57 on October 26,",October,What month did Hattie McDaniel die?,"Presley's first RCA single, ""Heartbreak Hotel"", was released in January 1956 and became a number one hit in the United States.",[CLS],0.0
1589,612,wizard: i've been to the indy 500 a few times. i',NO_Q,NO_Q,"A V8 engine is an eight-cylinder V configuration engine with the cylinders mounted on the crankcase in two sets (or banks) of four, with all eight pistons driving a common crankshaft.",NO_Q,-1.0
1590,613,Black sold none.,Black,What color sold none?,"A strike is when all the pins are knocked down on the first roll, whereas a spare is when all the pins are knocked over on the second shot.",[CLS],0.0
1591,613,Black sold none.,none,How many items did Black sell?,"A strike is when all the pins are knocked down on the first roll, whereas a spare is when all the pins are knocked over on the second shot.",[CLS],0.0
1592,614,"Jenner was the American champion in the men's decathlon event in 1974, and",American,What was Jenner's nationality?,"A typical online store enables the customer to browse the firm's range of products and services, view photos or images of the products, along with information about the product specifications, features and prices.",[CLS],0.0
1593,614,"Jenner was the American champion in the men's decathlon event in 1974, and",1974,In what year was Jenner the American champion?,"A typical online store enables the customer to browse the firm's range of products and services, view photos or images of the products, along with information about the product specifications, features and prices.",[CLS],0.0
1594,614,"Jenner was the American champion in the men's decathlon event in 1974, and",Jenner,Who was the American champion in 1974?,"A typical online store enables the customer to browse the firm's range of products and services, view photos or images of the products, along with information about the product specifications, features and prices.",[CLS],0.0
1595,614,"Jenner was the American champion in the men's decathlon event in 1974, and",the American champion,Who was Jenner in 1974?,"A typical online store enables the customer to browse the firm's range of products and services, view photos or images of the products, along with information about the product specifications, features and prices.",[CLS],0.0
1596,615,Timmons moved to New York in 1954. He played with Kenny Dorham in,New York,Where did Timmons move to in 1954?,"The maximum score is 300, which is achieved by getting 12 strikes in a row.",[CLS],0.0
1597,615,Timmons moved to New York in 1954. He played with Kenny Dorham in,1954,When did Timmons move to New York?,"The maximum score is 300, which is achieved by getting 12 strikes in a row.",[CLS],0.0
1598,615,Timmons moved to New York in 1954. He played with Kenny Dorham in,Kenny Dorham,Who did Timmons play with in 1954?,"The maximum score is 300, which is achieved by getting 12 strikes in a row.",[CLS],0.0
1599,615,Timmons moved to New York in 1954. He played with Kenny Dorham in,Timmons,Who moved to New York in 1954?,"The maximum score is 300, which is achieved by getting 12 strikes in a row.",[CLS],0.0
1600,616,Robert Owen became the manager of the New Lanark mill in January 1800.,Robert Owen,Who was the manager of the New Lanark mill?,Michigan was independent of any conference until 1896 when it became one of the founding members of the Western Conference (now known as the Big Ten Conference).,[CLS],0.0
1601,616,Robert Owen became the manager of the New Lanark mill in January 1800.,January 1800,When did Owen become manager of the New Lanark mill?,Michigan was independent of any conference until 1896 when it became one of the founding members of the Western Conference (now known as the Big Ten Conference).,[CLS],0.0
1602,616,Robert Owen became the manager of the New Lanark mill in January 1800.,the manager,What position did Robert Owen hold at the New Lanark mill?,Michigan was independent of any conference until 1896 when it became one of the founding members of the Western Conference (now known as the Big Ten Conference).,[CLS],0.0
1603,616,Robert Owen became the manager of the New Lanark mill in January 1800.,the New Lanark mill,What was Robert Owen's job at?,Michigan was independent of any conference until 1896 when it became one of the founding members of the Western Conference (now known as the Big Ten Conference).,[CLS],0.0
1604,617,Starr and the other members of the Beatles were appointed Members of the Order of the British Empire,Starr,"Along with the rest of the Beatles, who was a member of the Order of the British Empire?","Presley's first RCA single, ""Heartbreak Hotel"", was released in January 1956 and became a number one hit in the United States.",[CLS],0.0
1605,617,Starr and the other members of the Beatles were appointed Members of the Order of the British Empire,Beatles,Starr was a member of what band?,"Presley's first RCA single, ""Heartbreak Hotel"", was released in January 1956 and became a number one hit in the United States.",[CLS],0.0
1606,617,Starr and the other members of the Beatles were appointed Members of the Order of the British Empire,the Beatles,Starr was a member of what band?,"Presley's first RCA single, ""Heartbreak Hotel"", was released in January 1956 and became a number one hit in the United States.",[CLS],0.0
1607,617,Starr and the other members of the Beatles were appointed Members of the Order of the British Empire,the British Empire,Starr and other members of the Beatles were appointed Members of the Order of what?,"Presley's first RCA single, ""Heartbreak Hotel"", was released in January 1956 and became a number one hit in the United States.",[CLS],0.0
1608,618,John Candy,John Candy,Who is the name of the person who is known for being a great singer?,"The first match of American football was played on November 6, 1869, between two college teams, Rutgers and Princeton, under rules based on the association football rules of the time.",[CLS],0.0
1609,619,"Turner's fifth studio album, Punching Bag, was released via MCA Nashville on June",Turner,Who released his fifth studio album?,"Lawful hunting is distinguished from poaching, which is the illegal killing, trapping or capture of the hunted species.",[CLS],0.0
1610,619,"Turner's fifth studio album, Punching Bag, was released via MCA Nashville on June",fifth,How many albums did Turner release?,"Lawful hunting is distinguished from poaching, which is the illegal killing, trapping or capture of the hunted species.",[CLS],0.0
1611,619,"Turner's fifth studio album, Punching Bag, was released via MCA Nashville on June",Punching Bag,What was Turner's fifth album called?,"Lawful hunting is distinguished from poaching, which is the illegal killing, trapping or capture of the hunted species.",[CLS],0.0
1612,619,"Turner's fifth studio album, Punching Bag, was released via MCA Nashville on June",MCA Nashville,Who released Turner's fifth album?,"Lawful hunting is distinguished from poaching, which is the illegal killing, trapping or capture of the hunted species.",[CLS],0.0
1613,619,"Turner's fifth studio album, Punching Bag, was released via MCA Nashville on June",June,When was Turner's fifth album released?,"Lawful hunting is distinguished from poaching, which is the illegal killing, trapping or capture of the hunted species.",[CLS],0.0
1614,620,Salonga became a columnist in the Philippine Daily Inquirer with her column,the Philippine Daily Inquirer,Where did Salonga become a columnist?,The Goldendoodle was first bred by Monica Dickens in 1969.,[CLS],0.0
1615,620,Salonga became a columnist in the Philippine Daily Inquirer with her column,Salonga,Who became a columnist for the Philippine Daily Inquirer?,The Goldendoodle was first bred by Monica Dickens in 1969.,[CLS],0.0
1616,620,Salonga became a columnist in the Philippine Daily Inquirer with her column,a columnist,What did Salonga become with the Daily Inquirer?,The Goldendoodle was first bred by Monica Dickens in 1969.,[CLS],0.0
1617,621,Thompson was involved in a similar suit in Alabama in 2005 on behalf of the families of police,Thompson,Who was involved in a similar suit in Alabama?,"By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy.",[CLS],0.0
1618,621,Thompson was involved in a similar suit in Alabama in 2005 on behalf of the families of police,Alabama,In what state was Thompson involved in a similar suit?,"By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy.",[CLS],0.0
1619,621,Thompson was involved in a similar suit in Alabama in 2005 on behalf of the families of police,2005,When was Thompson involved in a similar suit?,"By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy.",[CLS],0.0
1620,621,Thompson was involved in a similar suit in Alabama in 2005 on behalf of the families of police,a similar suit,What was Thompson involved in in 2005?,"By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy.",[CLS],0.0
1621,621,Thompson was involved in a similar suit in Alabama in 2005 on behalf of the families of police,police,Thompson was involved in a similar suit in 2005 on behalf of the families of whom?,"By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy.",[CLS],0.0
1622,622,The ABBA Generation was released in 1999.,The ABBA Generation,What album was released in 1999?,Duckpin bowling is a variation of 10-pin bowling.,[CLS],0.0
1623,622,The ABBA Generation was released in 1999.,1999,When was the ABBA Generation released?,Duckpin bowling is a variation of 10-pin bowling.,[CLS],0.0
1624,623,Rockefeller traveled widely and met with both foreign rulers and U.S. president,Rockefeller,Who met with foreign rulers and the U.S. president?,"Financial accounting focuses on the reporting of an organization's financial information, including the preparation of financial statements, to external users of the information, such as investors, regulators and suppliers; and management accounting focuses on the measurement, analysis and reporting of information for internal use by management.",[CLS],0.0
1625,623,Rockefeller traveled widely and met with both foreign rulers and U.S. president,U.S.,Along with the president of what country did Rockefeller visit?,"Financial accounting focuses on the reporting of an organization's financial information, including the preparation of financial statements, to external users of the information, such as investors, regulators and suppliers; and management accounting focuses on the measurement, analysis and reporting of information for internal use by management.",[CLS],0.0
1626,623,Rockefeller traveled widely and met with both foreign rulers and U.S. president,U.S. president,"Along with foreign rulers, who did Rockefeller meet?","Financial accounting focuses on the reporting of an organization's financial information, including the preparation of financial statements, to external users of the information, such as investors, regulators and suppliers; and management accounting focuses on the measurement, analysis and reporting of information for internal use by management.",[CLS],0.0
1627,624,"beveridge was a member of the eugenics society, which pro",NO_Q,NO_Q,,NO_Q,-1.0
1628,625,The sharecroppers begin unpacking extravagant gifts to themselves from their new accounts.,The sharecroppers,Who begins unpacking extravagant gifts from their new accounts?,"Craps is a dice game in which the players make wagers on the outcome of the roll, or a series of rolls, of a pair of dice.",[CLS],0.0
1629,625,The sharecroppers begin unpacking extravagant gifts to themselves from their new accounts.,extravagant gifts,What do sharecroppers begin unpacking?,"Craps is a dice game in which the players make wagers on the outcome of the roll, or a series of rolls, of a pair of dice.",[CLS],0.0
1630,625,The sharecroppers begin unpacking extravagant gifts to themselves from their new accounts.,themselves,The sharecroppers begin unpacking extravagant gifts to who?,"Craps is a dice game in which the players make wagers on the outcome of the roll, or a series of rolls, of a pair of dice.",[CLS],0.0
1631,625,The sharecroppers begin unpacking extravagant gifts to themselves from their new accounts.,their new accounts,Where do sharecroppers begin unpacking gifts?,"Craps is a dice game in which the players make wagers on the outcome of the roll, or a series of rolls, of a pair of dice.",[CLS],0.0
1632,626,"Jackson declined Alabama and Georgia because he was fearful of the South at the time, and",Jackson,Who declined Alabama and Georgia because of his fear of the South?,Consulting services are part of the tertiary sector and account for several hundred billion dollars in annual revenues.,[CLS],0.0
1633,626,"Jackson declined Alabama and Georgia because he was fearful of the South at the time, and",Alabama,"Along with Georgia, what state did Jackson not want?",Consulting services are part of the tertiary sector and account for several hundred billion dollars in annual revenues.,[CLS],0.0
1634,626,"Jackson declined Alabama and Georgia because he was fearful of the South at the time, and",Georgia,"Along with Alabama, what state did Jackson choose to leave?",Consulting services are part of the tertiary sector and account for several hundred billion dollars in annual revenues.,[CLS],0.0
1635,626,"Jackson declined Alabama and Georgia because he was fearful of the South at the time, and",South,What part of the country was Jackson afraid of?,Consulting services are part of the tertiary sector and account for several hundred billion dollars in annual revenues.,[CLS],0.0
1636,626,"Jackson declined Alabama and Georgia because he was fearful of the South at the time, and",the South,What was Jackson afraid of at the time?,Consulting services are part of the tertiary sector and account for several hundred billion dollars in annual revenues.,[CLS],0.0
1637,627,"the story must start with my father, a famous undersea explorer",NO_Q,NO_Q,"Guns N' Roses has released six studio albums, accumulating sales of more than 100 million records worldwide, including 45 million in the United States, making them the 41st best-selling artist of all time.",NO_Q,-1.0
1638,628,Bob Fitzsimmons won a disputed version of the World Heavyweight Championship,Bob Fitzsimmons,Who won a disputed version of the World Heavyweight Championship?,The massive influx of personal information that has become available online and stored in the cloud has put user privacy at the forefront of discussion of the databases ability to safely store such personal information.,[CLS],0.0
1639,628,Bob Fitzsimmons won a disputed version of the World Heavyweight Championship,the World Heavyweight Championship,What title did Bob Fitzsimmons win?,The massive influx of personal information that has become available online and stored in the cloud has put user privacy at the forefront of discussion of the databases ability to safely store such personal information.,[CLS],0.0
1640,628,Bob Fitzsimmons won a disputed version of the World Heavyweight Championship,a disputed version,What did Bob Fitzsimmons win in the World Heavyweight Championship?,The massive influx of personal information that has become available online and stored in the cloud has put user privacy at the forefront of discussion of the databases ability to safely store such personal information.,[CLS],0.0
1641,629,Bert Bradley,Bert Bradley,Who is the name of the person who is known for being a great athlete?,"Following the success of ""Nevermind"", Nirvana was labeled ""the flagship band"" of Generation X, and Cobain hailed as ""the spokesman of a generation"".",[CLS],0.0
1642,630,Colter and her husband returned to release a duet album entitled Leather and Lace.,Colter,Who released a duet album with her husband?,"Three consecutive strikes is a known as a ""turkey"".",[CLS],0.0
1643,630,Colter and her husband returned to release a duet album entitled Leather and Lace.,her husband,Who did Colter release a duet with?,"Three consecutive strikes is a known as a ""turkey"".",[CLS],0.0
1644,631,Salvador Dali,Salvador Dali,Who is the name of the artist who is known for his paintings?,"A hot dog (also spelled hotdog), also known as a frankfurter (sometimes shortened to frank), dog, or wiener, is a cooked sausage, traditionally grilled or steamed and served in a partially sliced bun.",[CLS],0.0
1645,632,"Curfew met Sunday School, which con",Curfew,Who met Sunday School?,"Cheerleading originated in the United States, and remains predominantly in America, with an estimated 1.5 million participants in all-star cheerleading.",[CLS],0.0
1646,632,"Curfew met Sunday School, which con",Sunday School,What school did Curfew meet?,"Cheerleading originated in the United States, and remains predominantly in America, with an estimated 1.5 million participants in all-star cheerleading.",[CLS],0.0
1647,633,"Bring It On premiered at the Alliance Theatre in Atlanta, Georgia in January 2011. The musical began",the Alliance Theatre,Where did Bring It On premiere?,"Guns N' Roses' debut album, ""Appetite for Destruction"" (1987), reached number one on the ""Billboard"" 200 a year after its release, on the strength of ""Sweet Child o' Mine"", the band's only single to reach number one on the ""Billboard"" Hot 100.",[CLS],0.0
1648,633,"Bring It On premiered at the Alliance Theatre in Atlanta, Georgia in January 2011. The musical began",Georgia,In what state did Bring It On premiere?,"Guns N' Roses' debut album, ""Appetite for Destruction"" (1987), reached number one on the ""Billboard"" 200 a year after its release, on the strength of ""Sweet Child o' Mine"", the band's only single to reach number one on the ""Billboard"" Hot 100.",[CLS],0.0
1649,633,"Bring It On premiered at the Alliance Theatre in Atlanta, Georgia in January 2011. The musical began",January 2011,When did Bring It On premiere?,"Guns N' Roses' debut album, ""Appetite for Destruction"" (1987), reached number one on the ""Billboard"" 200 a year after its release, on the strength of ""Sweet Child o' Mine"", the band's only single to reach number one on the ""Billboard"" Hot 100.",,0.0
1650,633,"Bring It On premiered at the Alliance Theatre in Atlanta, Georgia in January 2011. The musical began",The musical,What was Bring It On?,"Guns N' Roses' debut album, ""Appetite for Destruction"" (1987), reached number one on the ""Billboard"" 200 a year after its release, on the strength of ""Sweet Child o' Mine"", the band's only single to reach number one on the ""Billboard"" Hot 100.",[CLS],0.0
1651,634,a new hi,NO_Q,NO_Q,"Activated ""seeking"" behavior, such as locomotor activity, is influenced by dopaminergic drugs, and microdialysis experiments reveal that dopamine is released during the anticipation of a reward.",NO_Q,-1.0
1652,635,Affirmed won his first start in a maiden special weight race at Bel,Bel,Where did Affirmed win his first start in a special weight race?,"Corn was first domesticated 9,000 years ago in what is now Mexico.",[CLS],0.0
1653,635,Affirmed won his first start in a maiden special weight race at Bel,his first start,Affirmed won what in a maiden special weight race at Bel?,"Corn was first domesticated 9,000 years ago in what is now Mexico.",[CLS],0.0
1654,635,Affirmed won his first start in a maiden special weight race at Bel,a maiden special weight race,What race did Affirmed win his first start in?,"Corn was first domesticated 9,000 years ago in what is now Mexico.",[CLS],0.0
1655,636,tatchell,NO_Q,NO_Q,Television brought professional football into prominence in the modern era after World War II.,NO_Q,-1.0
1656,637,"The earliest documented use of the word ""Arab"" to refer to a people appears",Arab,What word was first used to refer to a people?,"There is a large amount of variability in climate across the Arctic, but all regions experience extremes of solar radiation in both summer and winter.",[CLS],0.0
1657,637,"The earliest documented use of the word ""Arab"" to refer to a people appears","""Arab",What word is the earliest known to be used to refer to a people?,"There is a large amount of variability in climate across the Arctic, but all regions experience extremes of solar radiation in both summer and winter.",[CLS],0.0
1658,637,"The earliest documented use of the word ""Arab"" to refer to a people appears",a people,"The earliest documented use of the word ""Arab"" to refer to what?","There is a large amount of variability in climate across the Arctic, but all regions experience extremes of solar radiation in both summer and winter.",[CLS],0.0
1659,638,Randolph Churchill,Randolph Churchill,Who is the name of the person who is known for being a prominent politician?,"The color pink is named after the flowers, pinks, flowering plants in the genus ""Dianthus,"" and derives from the frilled edge of the flowers.",[CLS],0.0
1660,639,The band released the compilation album Greatest Hits in 1976.,Greatest Hits,What was the name of the 1976 album?,"Green beans are known by many common names, including French beans, string beans, snap beans, and snaps.",[CLS],0.0
1661,639,The band released the compilation album Greatest Hits in 1976.,1976,When was the album released?,"Green beans are known by many common names, including French beans, string beans, snap beans, and snaps.",[CLS],0.0
